"DateTime","(mm) Snow Depth (SNODAS) at 4005, 2009-11-01 to 2011-05-01"
"2010-09-11",0
"2010-09-12",0
"2010-09-13",0
"2010-09-14",0
"2010-09-15",0
"2010-09-16",0
"2010-09-17",0
"2010-09-18",0
"2010-09-19",0
"2010-09-20",0
"2010-09-21",0
"2010-09-22",0
"2010-09-23",0
"2010-09-24",0
"2010-09-25",0
"2010-09-26",0
"2010-09-27",0
"2010-09-28",0
"2010-09-29",0
"2010-09-30",0
"2010-10-01",0
"2010-10-02",0
"2010-10-03",0
"2010-10-04",0
"2010-10-05",0
"2010-10-06",0
"2010-10-07",0
"2010-10-08",0
"2010-10-09",0
"2010-10-10",0
"2010-10-11",0
"2010-10-12",0
"2010-10-13",0
"2010-10-14",0
"2010-10-15",0
"2010-10-16",0
"2010-10-17",0
"2010-10-18",0
"2010-10-19",0
"2010-10-20",0
"2010-10-21",0
"2010-10-22",0
"2010-10-23",0
"2010-10-24",0
"2010-10-25",0
"2010-10-26",0.0248
"2010-10-27",0
"2010-10-28",0
"2010-10-29",0
"2010-10-30",0
"2010-10-31",0
"2010-11-01",0
"2010-11-02",0
"2010-11-03",0
"2010-11-04",0
"2010-11-05",0
"2010-11-06",0
"2010-11-07",0
"2010-11-08",0
"2010-11-09",0.0096
"2010-11-10",0.1153
"2010-11-11",1.4521
"2010-11-12",1.0326
"2010-11-13",0.4399
"2010-11-14",0.072
"2010-11-15",0.0046
"2010-11-16",0
"2010-11-17",0
"2010-11-18",0
"2010-11-19",0
"2010-11-20",0
"2010-11-21",0
"2010-11-22",2.5455
"2010-11-23",17.3196
"2010-11-24",6.5959
"2010-11-25",20.9003
"2010-11-26",15.5965
"2010-11-27",12.5029
"2010-11-28",3.9545
"2010-11-29",14.4454
"2010-11-30",12.0274
"2010-12-01",8.7086
"2010-12-02",6.1874
"2010-12-03",1.7665
"2010-12-04",0.5275
"2010-12-05",0.2854
"2010-12-06",0.135
"2010-12-07",0.3157
"2010-12-08",0.2473
"2010-12-09",0.194
"2010-12-10",0.1401
"2010-12-11",0.0955
"2010-12-12",0.0647
"2010-12-13",0.0431
"2010-12-14",0.0183
"2010-12-15",0.0028
"2010-12-16",0.1802
"2010-12-17",25.0366
"2010-12-18",30.1059
"2010-12-19",18.1457
"2010-12-20",3.4363
"2010-12-21",1.9175
"2010-12-22",1.6805
"2010-12-23",1.5426
"2010-12-24",4.8452
"2010-12-25",3.9462
"2010-12-26",2.6786
"2010-12-27",1.8797
"2010-12-28",2.011
"2010-12-29",1.8954
"2010-12-30",68.1485
"2010-12-31",149.0578
"2011-01-01",140.9046
"2011-01-02",133.7719
"2011-01-03",127.5462
"2011-01-04",122.3064
"2011-01-05",91.3515
"2011-01-06",87.3764
"2011-01-07",83.6375
"2011-01-08",80.1845
"2011-01-09",76.5043
"2011-01-10",67.3973
"2011-01-11",72.6806
"2011-01-12",65.3445
"2011-01-13",62.0431
"2011-01-14",58.3275
"2011-01-15",45.8063
"2011-01-16",38.4687
"2011-01-17",26.3606
"2011-01-18",12.0514
"2011-01-19",10.1917
"2011-01-20",8.2043
"2011-01-21",7.8299
"2011-01-22",7.3437
"2011-01-23",6.9016
"2011-01-24",6.5983
"2011-01-25",6.166
"2011-01-26",6.0803
"2011-01-27",5.8171
"2011-01-28",5.461
"2011-01-29",5.1525
"2011-01-30",4.7769
"2011-01-31",4.4932
"2011-02-01",6.2549
"2011-02-02",12.0322
"2011-02-03",16.6702
"2011-02-04",15.1372
"2011-02-05",13.0953
"2011-02-06",6.8442
"2011-02-07",5.8523
"2011-02-08",4.7839
"2011-02-09",21.4962
"2011-02-10",21.0617
"2011-02-11",16.3444
"2011-02-12",11.9151
"2011-02-13",8.4748
"2011-02-14",5.0698
"2011-02-15",4.1335
"2011-02-16",3.7687
"2011-02-17",3.3182
"2011-02-18",3.1906
"2011-02-19",3.0302
"2011-02-20",10.8323
"2011-02-21",27.4192
"2011-02-22",24.7704
"2011-02-23",14.8568
"2011-02-24",11.8116
"2011-02-25",10.7104
"2011-02-26",7.6909
"2011-02-27",5.872
"2011-02-28",10.4079
"2011-03-01",6.8907
"2011-03-02",4.7505
"2011-03-03",4.5162
"2011-03-04",4.0545
"2011-03-05",3.92
"2011-03-06",3.8386
"2011-03-07",3.7073
"2011-03-08",10.9741
"2011-03-09",15.1543
"2011-03-10",7.2929
"2011-03-11",4.4057
"2011-03-12",3.3609
"2011-03-13",2.8562
"2011-03-14",2.7249
"2011-03-15",2.4743
"2011-03-16",2.2045
"2011-03-17",1.1439
"2011-03-18",0.8232
"2011-03-19",0.6726
"2011-03-20",0.5445
"2011-03-21",0.5017
"2011-03-22",5.5752
"2011-03-23",12.3308
"2011-03-24",2.2113
"2011-03-25",1.0131
"2011-03-26",0.585
"2011-03-27",0.6288
"2011-03-28",0.5892
"2011-03-29",0.4754
"2011-03-30",0.4547
"2011-03-31",0.4228
"2011-04-01",0.2576
"2011-04-02",0.1391
"2011-04-03",0.0546
"2011-04-04",0.0248
"2011-04-05",0.0239
"2011-04-06",0.0118
"2011-04-07",0.0086
"2011-04-08",0.0165
"2011-04-09",0.0095
"2011-04-10",10.655
"2011-04-11",3.3773
"2011-04-12",0.0122
"2011-04-13",0.006
"2011-04-14",0.0042
"2011-04-15",0.0039
"2011-04-16",0.0035
"2011-04-17",0.002
"2011-04-18",0
"2011-04-19",0
"2011-04-20",0
"2011-04-21",0
"2011-04-22",0
"2011-04-23",0
"2011-04-24",0
"2011-04-25",0.0002
"2011-04-26",0
"2011-04-27",0.0002
"2011-04-28",0
"2011-04-29",0
"2011-04-30",0
"2011-05-01",0
