Date,SoilMoisture
"1981-05-07:12 AM",0.1614
"1981-05-08:12 AM",0.1609
"1981-05-09:12 AM",0.1597
"1981-05-10:12 AM",0.1561
"1981-05-11:12 AM",0.1542
"1981-05-12:12 AM",0.152
"1981-05-13:12 AM",0.1503
"1981-05-14:12 AM",0.1492
"1981-05-15:12 AM",0.1485
"1981-05-16:12 AM",0.1822
"1981-05-17:12 AM",0.1782
"1981-05-18:12 AM",0.1734
"1981-05-19:12 AM",0.1707
"1981-05-20:12 AM",0.1671
"1981-05-21:12 AM",0.1642
"1981-05-22:12 AM",0.1622
"1981-05-23:12 AM",0.1605
"1981-05-24:12 AM",0.159
"1981-05-25:12 AM",0.1576
"1981-05-26:12 AM",0.1563
"1981-05-27:12 AM",0.157
"1981-05-28:12 AM",0.1605
"1981-05-29:12 AM",0.1695
"1981-05-30:12 AM",0.1758
"1981-05-31:12 AM",0.1736
"1981-06-01:12 AM",0.1714
"1981-06-02:12 AM",0.1687
"1981-06-03:12 AM",0.1809
"1981-06-04:12 AM",0.175
"1981-06-05:12 AM",0.1705
"1981-06-06:12 AM",0.1679
"1981-06-07:12 AM",0.1652
"1981-06-08:12 AM",0.1622
"1981-06-09:12 AM",0.1596
"1981-06-10:12 AM",0.1574
"1981-06-11:12 AM",0.1555
"1981-06-12:12 AM",0.1536
"1981-06-13:12 AM",0.1517
"1981-06-14:12 AM",0.1501
"1981-06-15:12 AM",0.1487
"1981-06-16:12 AM",0.1478
"1981-06-17:12 AM",0.147
"1981-06-18:12 AM",0.146
"1981-06-19:12 AM",0.1452
"1981-06-20:12 AM",0.1443
"1981-06-21:12 AM",0.1434
"1981-06-22:12 AM",0.1426
"1981-06-23:12 AM",0.1419
"1981-06-24:12 AM",0.1412
"1981-06-25:12 AM",0.1406
"1981-06-26:12 AM",0.1408
"1981-06-27:12 AM",0.1418
"1981-06-28:12 AM",0.1473
"1981-06-29:12 AM",0.1567
"1981-06-30:12 AM",0.1557
"1981-07-01:12 AM",0.1788
"1981-07-02:12 AM",0.204
"1981-07-03:12 AM",0.1966
"1981-07-04:12 AM",0.1898
"1981-07-05:12 AM",0.1837
"1981-07-06:12 AM",0.1794
"1981-07-07:12 AM",0.176
"1981-07-08:12 AM",0.1708
"1981-07-09:12 AM",0.1676
"1981-07-10:12 AM",0.2206
"1981-07-11:12 AM",0.1746
"1981-07-12:12 AM",0.1903
"1981-07-13:12 AM",0.2133
"1981-07-14:12 AM",0.2237
"1981-07-15:12 AM",0.2453
"1981-07-16:12 AM",0.2415
"1981-07-17:12 AM",0.2345
"1981-07-18:12 AM",0.2256
"1981-07-19:12 AM",0.212
"1981-07-20:12 AM",0.2029
"1981-07-21:12 AM",0.1954
"1981-07-22:12 AM",0.189
"1981-07-23:12 AM",0.2461
"1981-07-24:12 AM",0.2396
"1981-07-25:12 AM",0.1966
"1981-07-26:12 AM",0.208
"1981-07-27:12 AM",0.1872
"1981-07-28:12 AM",0.182
"1981-07-29:12 AM",0.178
"1981-07-30:12 AM",0.1745
"1981-07-31:12 AM",0.1715
"1981-08-01:12 AM",0.1723
"1981-08-02:12 AM",0.1675
"1981-08-03:12 AM",0.1652
"1981-08-04:12 AM",0.1631
"1981-08-05:12 AM",0.1611
"1981-08-06:12 AM",0.159
"1981-08-07:12 AM",0.1569
"1981-08-08:12 AM",0.1555
"1981-08-09:12 AM",0.1552
"1981-08-10:12 AM",0.1605
"1981-08-11:12 AM",0.183
"1981-08-12:12 AM",0.1949
"1981-08-13:12 AM",0.1925
"1981-08-14:12 AM",0.189
"1981-08-15:12 AM",0.1851
"1981-08-16:12 AM",0.182
"1981-08-17:12 AM",0.1784
"1981-08-18:12 AM",0.1754
"1981-08-19:12 AM",0.1767
"1981-08-20:12 AM",0.1711
"1981-08-21:12 AM",0.1687
"1981-08-22:12 AM",0.1684
"1981-08-23:12 AM",0.1681
"1981-08-24:12 AM",0.1661
"1981-08-25:12 AM",0.1643
"1981-08-26:12 AM",0.1621
"1981-08-27:12 AM",0.1614
"1981-08-28:12 AM",0.1623
"1981-08-29:12 AM",0.1723
"1981-08-30:12 AM",0.1786
"1981-08-31:12 AM",0.2051
"1981-09-01:12 AM",0.2022
"1981-09-02:12 AM",0.1966
"1981-09-03:12 AM",0.1947
"1981-09-04:12 AM",0.1899
"1981-09-05:12 AM",0.259
"1981-09-06:12 AM",0.2531
"1981-09-07:12 AM",0.2433
"1981-09-08:12 AM",0.233
"1981-09-09:12 AM",0.2295
"1981-09-10:12 AM",0.236
"1981-09-11:12 AM",0.2256
"1981-09-12:12 AM",0.2199
"1981-09-13:12 AM",0.2135
"1981-09-14:12 AM",0.2066
"1981-09-15:12 AM",0.2026
"1981-09-16:12 AM",0.1984
"1981-09-17:12 AM",0.194
"1981-09-18:12 AM",0.1899
"1981-09-19:12 AM",0.1867
"1981-09-20:12 AM",0.1827
"1981-09-21:12 AM",0.1793
"1981-09-22:12 AM",0.1771
"1981-09-23:12 AM",0.1765
"1981-09-24:12 AM",0.1744
"1981-09-25:12 AM",0.1713
"1981-09-26:12 AM",0.1684
"1981-09-27:12 AM",0.1666
"1981-09-28:12 AM",0.165
"1981-09-29:12 AM",0.1677
"1981-09-30:12 AM",0.1618
"1981-10-01:12 AM",0.1608
"1981-10-02:12 AM",0.2574
"1981-10-03:12 AM",0.2641
"1981-10-04:12 AM",0.2477
"1981-10-05:12 AM",0.2364
"1981-10-06:12 AM",0.2292
"1981-10-07:12 AM",0.2211
"1981-10-08:12 AM",0.2151
"1981-10-09:12 AM",0.2093
"1981-10-10:12 AM",0.2045
"1981-10-11:12 AM",0.1998
"1981-10-12:12 AM",0.1961
"1981-10-13:12 AM",0.2007
"1981-10-14:12 AM",0.1977
"1981-10-15:12 AM",0.2192
"1981-10-16:12 AM",0.1985
"1981-10-17:12 AM",0.1959
"1981-10-18:12 AM",0.1933
"1981-10-19:12 AM",0.1913
"1981-10-20:12 AM",0.1889
"1981-10-21:12 AM",0.1866
"1981-10-22:12 AM",0.1841
"1981-10-23:12 AM",0.1819
"1981-10-24:12 AM",0.1799
"1981-10-25:12 AM",0.1772
"1981-10-26:12 AM",0.1754
"1981-10-27:12 AM",0.1742
"1981-10-28:12 AM",0.1747
"1981-10-29:12 AM",0.1757
"1981-10-30:12 AM",0.1697
"1981-10-31:12 AM",0.1676
"1981-11-01:12 AM",0.1664
"1981-11-02:12 AM",0.1656
"1981-11-03:12 AM",0.1651
"1981-11-04:12 AM",0.1645
"1981-11-05:12 AM",0.1638
"1981-11-06:12 AM",0.1673
"1981-11-07:12 AM",0.1793
"1981-11-08:12 AM",0.1886
"1981-11-09:12 AM",0.1877
"1981-11-10:12 AM",0.1866
"1981-11-11:12 AM",0.1854
"1981-11-12:12 AM",0.1842
"1981-11-13:12 AM",0.1831
"1981-11-14:12 AM",0.1816
"1981-11-15:12 AM",0.1798
"1981-11-16:12 AM",0.1786
"1981-11-17:12 AM",0.1772
"1981-11-18:12 AM",0.1756
"1981-11-19:12 AM",0.1738
"1981-11-20:12 AM",0.1731
"1981-11-21:12 AM",0.1728
"1981-11-22:12 AM",0.1721
"1981-11-23:12 AM",0.1712
"1981-11-24:12 AM",0.1701
"1981-11-25:12 AM",0.169
"1981-11-26:12 AM",0.1715
"1981-11-27:12 AM",0.1698
"1981-11-28:12 AM",0.2008
"1981-11-29:12 AM",0.3142
"1981-11-30:12 AM",0.2901
"1981-12-01:12 AM",0.2962
"1981-12-02:12 AM",0.2981
"1981-12-03:12 AM",0.2991
"1981-12-04:12 AM",0.2969
"1981-12-05:12 AM",0.2863
"1981-12-06:12 AM",0.2748
"1981-12-07:12 AM",0.2705
"1981-12-08:12 AM",0.2663
"1981-12-09:12 AM",0.2594
"1981-12-10:12 AM",0.2526
"1981-12-11:12 AM",0.2528
"1981-12-12:12 AM",0.2449
"1981-12-13:12 AM",0.2433
"1981-12-14:12 AM",0.2415
"1981-12-15:12 AM",0.2409
"1981-12-16:12 AM",0.2412
"1981-12-17:12 AM",0.2379
"1981-12-18:12 AM",0.2384
"1981-12-19:12 AM",0.2371
"1981-12-20:12 AM",0.2371
"1981-12-21:12 AM",0.2387
"1981-12-22:12 AM",0.246
"1981-12-23:12 AM",0.2286
"1981-12-24:12 AM",0.229
"1981-12-25:12 AM",0.2298
"1981-12-26:12 AM",0.2306
"1981-12-27:12 AM",0.2317
"1981-12-28:12 AM",0.2276
"1981-12-29:12 AM",0.2291
"1981-12-30:12 AM",0.2322
"1981-12-31:12 AM",0.229
"1982-01-01:12 AM",0.2648
"1982-01-02:12 AM",0.2454
"1982-01-03:12 AM",0.2444
"1982-01-04:12 AM",0.2454
"1982-01-05:12 AM",0.2533
"1982-01-06:12 AM",0.292
"1982-01-07:12 AM",0.2875
"1982-01-08:12 AM",0.2858
"1982-01-09:12 AM",0.2873
"1982-01-10:12 AM",0.2933
"1982-01-11:12 AM",0.3088
"1982-01-12:12 AM",0.363
"1982-01-13:12 AM",0.3404
"1982-01-14:12 AM",0.3472
"1982-01-15:12 AM",0.3621
"1982-01-16:12 AM",0.3868
"1982-01-17:12 AM",0.4105
"1982-01-18:12 AM",0.4354
"1982-01-19:12 AM",0.4572
"1982-01-20:12 AM",0.4547
"1982-01-21:12 AM",0.4584
"1982-01-22:12 AM",0.4613
"1982-01-23:12 AM",0.4528
"1982-01-24:12 AM",0.4541
"1982-01-25:12 AM",0.4558
"1982-01-26:12 AM",0.4506
"1982-01-27:12 AM",0.413
"1982-01-28:12 AM",0.3908
"1982-01-29:12 AM",0.4016
"1982-01-30:12 AM",0.3609
"1982-01-31:12 AM",0.361
"1982-02-01:12 AM",0.3582
"1982-02-02:12 AM",0.3562
"1982-02-03:12 AM",0.3577
"1982-02-04:12 AM",0.359
"1982-02-05:12 AM",0.3591
"1982-02-06:12 AM",0.3596
"1982-02-07:12 AM",0.3675
"1982-02-08:12 AM",0.3919
"1982-02-09:12 AM",0.3984
"1982-02-10:12 AM",0.4253
"1982-02-11:12 AM",0.4579
"1982-02-12:12 AM",0.4638
"1982-02-13:12 AM",0.4639
"1982-02-14:12 AM",0.464
"1982-02-15:12 AM",0.464
"1982-02-16:12 AM",0.464
"1982-02-17:12 AM",0.464
"1982-02-18:12 AM",0.4639
"1982-02-19:12 AM",0.4635
"1982-02-20:12 AM",0.4634
"1982-02-21:12 AM",0.4637
"1982-02-22:12 AM",0.4572
"1982-02-23:12 AM",0.3981
"1982-02-24:12 AM",0.3816
"1982-02-25:12 AM",0.3882
"1982-02-26:12 AM",0.3567
"1982-02-27:12 AM",0.3498
"1982-02-28:12 AM",0.3322
"1982-03-01:12 AM",0.3303
"1982-03-02:12 AM",0.3269
"1982-03-03:12 AM",0.3245
"1982-03-04:12 AM",0.3133
"1982-03-05:12 AM",0.3082
"1982-03-06:12 AM",0.3029
"1982-03-07:12 AM",0.3036
"1982-03-08:12 AM",0.3038
"1982-03-09:12 AM",0.3001
"1982-03-10:12 AM",0.296
"1982-03-11:12 AM",0.2978
"1982-03-12:12 AM",0.304
"1982-03-13:12 AM",0.3029
"1982-03-14:12 AM",0.3037
"1982-03-15:12 AM",0.3096
"1982-03-16:12 AM",0.2989
"1982-03-17:12 AM",0.2958
"1982-03-18:12 AM",0.2891
"1982-03-19:12 AM",0.2955
"1982-03-20:12 AM",0.2731
"1982-03-21:12 AM",0.2679
"1982-03-22:12 AM",0.2702
"1982-03-23:12 AM",0.2676
"1982-03-24:12 AM",0.2626
"1982-03-25:12 AM",0.2595
"1982-03-26:12 AM",0.2811
"1982-03-27:12 AM",0.3051
"1982-03-28:12 AM",0.2904
"1982-03-29:12 AM",0.2948
"1982-03-30:12 AM",0.2738
"1982-03-31:12 AM",0.2669
"1982-04-01:12 AM",0.2624
"1982-04-02:12 AM",0.282
"1982-04-03:12 AM",0.2511
"1982-04-04:12 AM",0.2471
"1982-04-05:12 AM",0.2404
"1982-04-06:12 AM",0.2345
"1982-04-07:12 AM",0.2264
"1982-04-08:12 AM",0.2147
"1982-04-09:12 AM",0.2114
"1982-04-10:12 AM",0.2082
"1982-04-11:12 AM",0.2052
"1982-04-12:12 AM",0.2072
"1982-04-13:12 AM",0.1939
"1982-04-14:12 AM",0.1883
"1982-04-15:12 AM",0.1851
"1982-04-16:12 AM",0.1791
"1982-04-17:12 AM",0.1758
"1982-04-18:12 AM",0.1738
"1982-04-19:12 AM",0.171
"1982-04-20:12 AM",0.1685
"1982-04-21:12 AM",0.1666
"1982-04-22:12 AM",0.1721
"1982-04-23:12 AM",0.2126
"1982-04-24:12 AM",0.1967
"1982-04-25:12 AM",0.1936
"1982-04-26:12 AM",0.189
"1982-04-27:12 AM",0.1859
"1982-04-28:12 AM",0.1821
"1982-04-29:12 AM",0.1759
"1982-04-30:12 AM",0.1744
"1982-05-01:12 AM",0.1837
"1982-05-02:12 AM",0.1741
"1982-05-03:12 AM",0.1812
"1982-05-04:12 AM",0.1863
"1982-05-05:12 AM",0.2724
"1982-05-06:12 AM",0.2327
"1982-05-07:12 AM",0.2235
"1982-05-08:12 AM",0.2158
"1982-05-09:12 AM",0.2052
"1982-05-10:12 AM",0.1967
"1982-05-11:12 AM",0.1922
"1982-05-12:12 AM",0.2945
"1982-05-13:12 AM",0.2519
"1982-05-14:12 AM",0.2358
"1982-05-15:12 AM",0.2283
"1982-05-16:12 AM",0.2221
"1982-05-17:12 AM",0.2124
"1982-05-18:12 AM",0.2055
"1982-05-19:12 AM",0.1967
"1982-05-20:12 AM",0.19
"1982-05-21:12 AM",0.1857
"1982-05-22:12 AM",0.1828
"1982-05-23:12 AM",0.1792
"1982-05-24:12 AM",0.1757
"1982-05-25:12 AM",0.1727
"1982-05-26:12 AM",0.1697
"1982-05-27:12 AM",0.1677
"1982-05-28:12 AM",0.1859
"1982-05-29:12 AM",0.1639
"1982-05-30:12 AM",0.1612
"1982-05-31:12 AM",0.1592
"1982-06-01:12 AM",0.1578
"1982-06-02:12 AM",0.1558
"1982-06-03:12 AM",0.154
"1982-06-04:12 AM",0.1526
"1982-06-05:12 AM",0.1509
"1982-06-06:12 AM",0.1493
"1982-06-07:12 AM",0.1483
"1982-06-08:12 AM",0.1471
"1982-06-09:12 AM",0.1462
"1982-06-10:12 AM",0.1455
"1982-06-11:12 AM",0.1449
"1982-06-12:12 AM",0.1442
"1982-06-13:12 AM",0.1434
"1982-06-14:12 AM",0.1425
"1982-06-15:12 AM",0.1418
"1982-06-16:12 AM",0.1414
"1982-06-17:12 AM",0.1412
"1982-06-18:12 AM",0.141
"1982-06-19:12 AM",0.1414
"1982-06-20:12 AM",0.1403
"1982-06-21:12 AM",0.1407
"1982-06-22:12 AM",0.14
"1982-06-23:12 AM",0.1394
"1982-06-24:12 AM",0.139
"1982-06-25:12 AM",0.1386
"1982-06-26:12 AM",0.1382
"1982-06-27:12 AM",0.1378
"1982-06-28:12 AM",0.1375
"1982-06-29:12 AM",0.137
"1982-06-30:12 AM",0.1367
"1982-07-01:12 AM",0.14
"1982-07-02:12 AM",0.1367
"1982-07-03:12 AM",0.1364
"1982-07-04:12 AM",0.136
"1982-07-05:12 AM",0.1356
"1982-07-06:12 AM",0.1352
"1982-07-07:12 AM",0.1353
"1982-07-08:12 AM",0.1348
"1982-07-09:12 AM",0.1347
"1982-07-10:12 AM",0.1344
"1982-07-11:12 AM",0.1341
"1982-07-12:12 AM",0.1339
"1982-07-13:12 AM",0.1337
"1982-07-14:12 AM",0.1335
"1982-07-15:12 AM",0.1332
"1982-07-16:12 AM",0.134
"1982-07-17:12 AM",0.1487
"1982-07-18:12 AM",0.1404
"1982-07-19:12 AM",0.1411
"1982-07-20:12 AM",0.1407
"1982-07-21:12 AM",0.1422
"1982-07-22:12 AM",0.2097
"1982-07-23:12 AM",0.1458
"1982-07-24:12 AM",0.1411
"1982-07-25:12 AM",0.1415
"1982-07-26:12 AM",0.1546
"1982-07-27:12 AM",0.1465
"1982-07-28:12 AM",0.1871
"1982-07-29:12 AM",0.2546
"1982-07-30:12 AM",0.2468
"1982-07-31:12 AM",0.2376
"1982-08-01:12 AM",0.2411
"1982-08-02:12 AM",0.2593
"1982-08-03:12 AM",0.2919
"1982-08-04:12 AM",0.2457
"1982-08-05:12 AM",0.232
"1982-08-06:12 AM",0.222
"1982-08-07:12 AM",0.2162
"1982-08-08:12 AM",0.2204
"1982-08-09:12 AM",0.2116
"1982-08-10:12 AM",0.2067
"1982-08-11:12 AM",0.2109
"1982-08-12:12 AM",0.2327
"1982-08-13:12 AM",0.2684
"1982-08-14:12 AM",0.2558
"1982-08-15:12 AM",0.2542
"1982-08-16:12 AM",0.2489
"1982-08-17:12 AM",0.2413
"1982-08-18:12 AM",0.2314
"1982-08-19:12 AM",0.2229
"1982-08-20:12 AM",0.2148
"1982-08-21:12 AM",0.2613
"1982-08-22:12 AM",0.2668
"1982-08-23:12 AM",0.255
"1982-08-24:12 AM",0.2922
"1982-08-25:12 AM",0.2902
"1982-08-26:12 AM",0.3005
"1982-08-27:12 AM",0.3005
"1982-08-28:12 AM",0.2697
"1982-08-29:12 AM",0.2579
"1982-08-30:12 AM",0.2639
"1982-08-31:12 AM",0.2424
"1982-09-01:12 AM",0.2299
"1982-09-02:12 AM",0.2204
"1982-09-03:12 AM",0.2137
"1982-09-04:12 AM",0.2354
"1982-09-05:12 AM",0.2337
"1982-09-06:12 AM",0.2075
"1982-09-07:12 AM",0.2193
"1982-09-08:12 AM",0.202
"1982-09-09:12 AM",0.2004
"1982-09-10:12 AM",0.2445
"1982-09-11:12 AM",0.3302
"1982-09-12:12 AM",0.2755
"1982-09-13:12 AM",0.2757
"1982-09-14:12 AM",0.2817
"1982-09-15:12 AM",0.2596
"1982-09-16:12 AM",0.2426
"1982-09-17:12 AM",0.2317
"1982-09-18:12 AM",0.2601
"1982-09-19:12 AM",0.2284
"1982-09-20:12 AM",0.2318
"1982-09-21:12 AM",0.2529
"1982-09-22:12 AM",0.2462
"1982-09-23:12 AM",0.2368
"1982-09-24:12 AM",0.227
"1982-09-25:12 AM",0.2194
"1982-09-26:12 AM",0.2143
"1982-09-27:12 AM",0.2062
"1982-09-28:12 AM",0.2081
"1982-09-29:12 AM",0.2014
"1982-09-30:12 AM",0.1975
"1982-10-01:12 AM",0.1915
"1982-10-02:12 AM",0.1882
"1982-10-03:12 AM",0.1853
"1982-10-04:12 AM",0.1822
"1982-10-05:12 AM",0.1782
"1982-10-06:12 AM",0.1753
"1982-10-07:12 AM",0.1732
"1982-10-08:12 AM",0.1699
"1982-10-09:12 AM",0.1677
"1982-10-10:12 AM",0.1662
"1982-10-11:12 AM",0.1651
"1982-10-12:12 AM",0.1637
"1982-10-13:12 AM",0.1627
"1982-10-14:12 AM",0.1619
"1982-10-15:12 AM",0.1611
"1982-10-16:12 AM",0.1603
"1982-10-17:12 AM",0.1593
"1982-10-18:12 AM",0.1582
"1982-10-19:12 AM",0.157
"1982-10-20:12 AM",0.1563
"1982-10-21:12 AM",0.1555
"1982-10-22:12 AM",0.1549
"1982-10-23:12 AM",0.1544
"1982-10-24:12 AM",0.1539
"1982-10-25:12 AM",0.1536
"1982-10-26:12 AM",0.1535
"1982-10-27:12 AM",0.1797
"1982-10-28:12 AM",0.1807
"1982-10-29:12 AM",0.1795
"1982-10-30:12 AM",0.1785
"1982-10-31:12 AM",0.188
"1982-11-01:12 AM",0.181
"1982-11-02:12 AM",0.1795
"1982-11-03:12 AM",0.178
"1982-11-04:12 AM",0.1774
"1982-11-05:12 AM",0.1765
"1982-11-06:12 AM",0.1756
"1982-11-07:12 AM",0.1746
"1982-11-08:12 AM",0.1777
"1982-11-09:12 AM",0.2412
"1982-11-10:12 AM",0.2433
"1982-11-11:12 AM",0.2635
"1982-11-12:12 AM",0.2409
"1982-11-13:12 AM",0.2381
"1982-11-14:12 AM",0.2345
"1982-11-15:12 AM",0.2326
"1982-11-16:12 AM",0.2306
"1982-11-17:12 AM",0.2289
"1982-11-18:12 AM",0.2867
"1982-11-19:12 AM",0.2575
"1982-11-20:12 AM",0.2648
"1982-11-21:12 AM",0.2644
"1982-11-22:12 AM",0.2559
"1982-11-23:12 AM",0.2769
"1982-11-24:12 AM",0.2548
"1982-11-25:12 AM",0.2525
"1982-11-26:12 AM",0.2488
"1982-11-27:12 AM",0.2468
"1982-11-28:12 AM",0.2446
"1982-11-29:12 AM",0.2711
"1982-11-30:12 AM",0.2641
"1982-12-01:12 AM",0.2959
"1982-12-02:12 AM",0.2931
"1982-12-03:12 AM",0.2937
"1982-12-04:12 AM",0.304
"1982-12-05:12 AM",0.319
"1982-12-06:12 AM",0.3283
"1982-12-07:12 AM",0.3509
"1982-12-08:12 AM",0.3542
"1982-12-09:12 AM",0.3323
"1982-12-10:12 AM",0.3211
"1982-12-11:12 AM",0.3142
"1982-12-12:12 AM",0.2974
"1982-12-13:12 AM",0.2955
"1982-12-14:12 AM",0.2932
"1982-12-15:12 AM",0.2911
"1982-12-16:12 AM",0.292
"1982-12-17:12 AM",0.2914
"1982-12-18:12 AM",0.2887
"1982-12-19:12 AM",0.2875
"1982-12-20:12 AM",0.287
"1982-12-21:12 AM",0.2857
"1982-12-22:12 AM",0.2916
"1982-12-23:12 AM",0.3464
"1982-12-24:12 AM",0.3083
"1982-12-25:12 AM",0.3076
"1982-12-26:12 AM",0.3099
"1982-12-27:12 AM",0.31
"1982-12-28:12 AM",0.3108
"1982-12-29:12 AM",0.3115
"1982-12-30:12 AM",0.312
"1982-12-31:12 AM",0.3123
"1983-01-01:12 AM",0.3128
"1983-01-02:12 AM",0.3136
"1983-01-03:12 AM",0.3153
"1983-01-04:12 AM",0.3185
"1983-01-05:12 AM",0.328
"1983-01-06:12 AM",0.3472
"1983-01-07:12 AM",0.3619
"1983-01-08:12 AM",0.3748
"1983-01-09:12 AM",0.3777
"1983-01-10:12 AM",0.38
"1983-01-11:12 AM",0.3828
"1983-01-12:12 AM",0.3848
"1983-01-13:12 AM",0.3871
"1983-01-14:12 AM",0.3869
"1983-01-15:12 AM",0.3863
"1983-01-16:12 AM",0.3866
"1983-01-17:12 AM",0.4235
"1983-01-18:12 AM",0.4387
"1983-01-19:12 AM",0.4109
"1983-01-20:12 AM",0.4152
"1983-01-21:12 AM",0.4137
"1983-01-22:12 AM",0.4159
"1983-01-23:12 AM",0.428
"1983-01-24:12 AM",0.4496
"1983-01-25:12 AM",0.4619
"1983-01-26:12 AM",0.464
"1983-01-27:12 AM",0.464
"1983-01-28:12 AM",0.464
"1983-01-29:12 AM",0.4634
"1983-01-30:12 AM",0.4635
"1983-01-31:12 AM",0.464
"1983-02-01:12 AM",0.464
"1983-02-02:12 AM",0.464
"1983-02-03:12 AM",0.464
"1983-02-04:12 AM",0.464
"1983-02-05:12 AM",0.464
"1983-02-06:12 AM",0.464
"1983-02-07:12 AM",0.464
"1983-02-08:12 AM",0.464
"1983-02-09:12 AM",0.464
"1983-02-10:12 AM",0.464
"1983-02-11:12 AM",0.464
"1983-02-12:12 AM",0.464
"1983-02-13:12 AM",0.464
"1983-02-14:12 AM",0.464
"1983-02-15:12 AM",0.464
"1983-02-16:12 AM",0.464
"1983-02-17:12 AM",0.464
"1983-02-18:12 AM",0.464
"1983-02-19:12 AM",0.464
"1983-02-20:12 AM",0.4638
"1983-02-21:12 AM",0.464
