"DateTime","(mm) Snow Depth (SNODAS) at Mount Powell, 2015-11-02 to 2017-11-01"
"2016-10-18",0
"2016-10-19",0
"2016-10-20",0
"2016-10-21",0
"2016-10-22",0
"2016-10-23",0
"2016-10-24",0
"2016-10-25",0
"2016-10-26",0
"2016-10-27",0
"2016-10-28",0
"2016-10-29",0
"2016-10-30",0
"2016-10-31",0
"2016-11-01",0
"2016-11-02",0
"2016-11-03",0
"2016-11-04",0
"2016-11-05",0
"2016-11-06",0
"2016-11-07",0
"2016-11-08",0
"2016-11-09",0
"2016-11-10",0
"2016-11-11",0
"2016-11-12",0
"2016-11-13",0
"2016-11-14",0
"2016-11-15",0
"2016-11-16",0
"2016-11-17",0
"2016-11-18",0
"2016-11-19",0
"2016-11-20",0
"2016-11-21",0
"2016-11-22",0.763
"2016-11-23",0.6233
"2016-11-24",0
"2016-11-25",0
"2016-11-26",0
"2016-11-27",0
"2016-11-28",14.1448
"2016-11-29",33.309
"2016-11-30",26.8932
"2016-12-01",22.756
"2016-12-02",19.235
"2016-12-03",28.7293
"2016-12-04",23.4362
"2016-12-05",13.2338
"2016-12-06",0.0545
"2016-12-07",0
"2016-12-08",0
"2016-12-09",0
"2016-12-10",0
"2016-12-11",0
"2016-12-12",0
"2016-12-13",0
"2016-12-14",0
"2016-12-15",0
"2016-12-16",0
"2016-12-17",0
"2016-12-18",39.1799
"2016-12-19",34.1378
"2016-12-20",57.1803
"2016-12-21",50.6003
"2016-12-22",2.5992
"2016-12-23",0
"2016-12-24",0
"2016-12-25",18.4365
"2016-12-26",30.3244
"2016-12-27",26.372
"2016-12-28",0.3438
"2016-12-29",0
"2016-12-30",0
"2016-12-31",0
"2017-01-01",0
"2017-01-02",6.2992
"2017-01-03",11.1975
"2017-01-04",9.9143
"2017-01-05",0.2831
"2017-01-06",0.6317
"2017-01-07",70.4047
"2017-01-08",61.2659
"2017-01-09",0
"2017-01-10",0
"2017-01-11",0
"2017-01-12",0
"2017-01-13",0
"2017-01-14",0
"2017-01-15",2.5895
"2017-01-16",52.7262
"2017-01-17",61.379
"2017-01-18",65.2613
"2017-01-19",65.8705
"2017-01-20",149.0836
"2017-01-21",198.1357
"2017-01-22",222.7528
"2017-01-23",212.4245
"2017-01-24",246.8301
"2017-01-25",293.848
"2017-01-26",281.2135
"2017-01-27",272.2859
"2017-01-28",262.5646
"2017-01-29",248.2653
"2017-01-30",239.0974
"2017-01-31",239.2739
"2017-02-01",171.4347
"2017-02-02",101.7762
"2017-02-03",69.5239
"2017-02-04",45.4414
"2017-02-05",26.4398
"2017-02-06",14.7342
"2017-02-07",11.3785
"2017-02-08",5.6223
"2017-02-09",0
"2017-02-10",0
"2017-02-11",0
"2017-02-12",0
"2017-02-13",82.8665
"2017-02-14",147.5155
"2017-02-15",142.6652
"2017-02-16",395.9081
"2017-02-17",328.2045
"2017-02-18",287.0809
"2017-02-19",191.2573
"2017-02-20",173.1832
"2017-02-21",134.1488
"2017-02-22",72.1865
"2017-02-23",13.4403
"2017-02-24",8.4378
"2017-02-25",7.3779
"2017-02-26",6.0425
"2017-02-27",19.9371
"2017-02-28",12.5163
"2017-03-01",86.2193
"2017-03-02",73.5861
"2017-03-03",56.9541
"2017-03-04",23.9657
"2017-03-05",1.3712
"2017-03-06",0.1277
"2017-03-07",0.0759
"2017-03-08",0.0518
"2017-03-09",0
"2017-03-10",0
"2017-03-11",0
"2017-03-12",0
"2017-03-13",0
"2017-03-14",0
"2017-03-15",0
"2017-03-16",0
"2017-03-17",0
"2017-03-18",0
"2017-03-19",0
"2017-03-20",0
"2017-03-21",0
"2017-03-22",0
"2017-03-23",0
"2017-03-24",16.3353
"2017-03-25",0
"2017-03-26",0
"2017-03-27",0
"2017-03-28",0
"2017-03-29",0.0556
"2017-03-30",0
"2017-03-31",0
"2017-04-01",10.7712
"2017-04-02",56.9178
"2017-04-03",0
"2017-04-04",0.6641
"2017-04-05",0
"2017-04-06",0
"2017-04-07",0
"2017-04-08",0
"2017-04-09",0
"2017-04-10",0
"2017-04-11",0
"2017-04-12",0
"2017-04-13",0
"2017-04-14",0
"2017-04-15",0
"2017-04-16",0
"2017-04-17",0
"2017-04-18",0
"2017-04-19",0
"2017-04-20",0
"2017-04-21",0
"2017-04-22",0
"2017-04-23",0
"2017-04-24",0
"2017-04-25",0
"2017-04-26",0
"2017-04-27",0
"2017-04-28",0
"2017-04-29",57.8142
"2017-04-30",49.4482
"2017-05-01",0.1967
"2017-05-02",0
"2017-05-03",0
"2017-05-04",0
"2017-05-05",0
"2017-05-06",0
"2017-05-07",0
"2017-05-08",0
"2017-05-09",0
"2017-05-10",0
"2017-05-11",0
"2017-05-12",0
"2017-05-13",0
"2017-05-14",0
"2017-05-15",0
"2017-05-16",0
"2017-05-17",0
"2017-05-18",0
"2017-05-19",3.7431
"2017-05-20",1.4524
"2017-05-21",0
"2017-05-22",0
"2017-05-23",0
"2017-05-24",0
"2017-05-25",0
"2017-05-26",0
"2017-05-27",0
"2017-05-28",0
"2017-05-29",0
"2017-05-30",0
"2017-05-31",0
"2017-06-01",0
"2017-06-02",0
"2017-06-03",0
"2017-06-04",0
"2017-06-05",0
"2017-06-06",0
"2017-06-07",0
"2017-06-08",0
"2017-06-09",0
"2017-06-10",0
"2017-06-11",0
"2017-06-12",0
"2017-06-13",0
"2017-06-14",0
"2017-06-15",0
"2017-06-16",0
"2017-06-17",0
"2017-06-18",0
"2017-06-19",0
"2017-06-20",0
"2017-06-21",0
"2017-06-22",0
"2017-06-23",0
"2017-06-24",0
"2017-06-25",0
"2017-06-26",0
"2017-06-27",0
"2017-06-28",0
"2017-06-29",0
"2017-06-30",0
"2017-07-01",0
"2017-07-02",0
"2017-07-03",0
"2017-07-04",0
"2017-07-05",0
"2017-07-06",0
"2017-07-07",0
"2017-07-08",0
"2017-07-09",0
"2017-07-10",0
"2017-07-11",0
"2017-07-12",0
"2017-07-13",0
"2017-07-14",0
"2017-07-15",0
"2017-07-16",0
"2017-07-17",0
"2017-07-18",0
"2017-07-19",0
"2017-07-20",0
"2017-07-21",0
"2017-07-22",0
"2017-07-23",0
"2017-07-24",0
"2017-07-25",0
"2017-07-26",0
"2017-07-27",0
"2017-07-28",0
"2017-07-29",0
"2017-07-30",0
"2017-07-31",0
"2017-08-01",0
"2017-08-02",0
"2017-08-03",0
"2017-08-04",0
"2017-08-05",0
"2017-08-06",0
"2017-08-07",0
"2017-08-08",0
"2017-08-09",0
"2017-08-10",0
"2017-08-11",0
"2017-08-12",0
"2017-08-13",0
"2017-08-14",0
"2017-08-15",0
"2017-08-16",0
"2017-08-17",0
"2017-08-18",0
"2017-08-19",0
"2017-08-20",0
"2017-08-21",0
"2017-08-22",0
"2017-08-23",0
"2017-08-24",0
"2017-08-25",0
"2017-08-26",0
"2017-08-27",0
"2017-08-28",0
"2017-08-29",0
"2017-08-30",0
"2017-08-31",0
"2017-09-01",0
"2017-09-02",0
"2017-09-03",0
"2017-09-04",0
"2017-09-05",0
"2017-09-06",0
"2017-09-07",0
"2017-09-08",0
"2017-09-09",0
"2017-09-10",0
"2017-09-11",0
"2017-09-12",0
"2017-09-13",0
"2017-09-14",0
"2017-09-15",0
"2017-09-16",0
"2017-09-17",0
"2017-09-18",0
"2017-09-19",0
"2017-09-20",0
"2017-09-21",0
"2017-09-22",0
"2017-09-23",0
"2017-09-24",0
"2017-09-25",0
"2017-09-26",0
"2017-09-27",0
"2017-09-28",0
"2017-09-29",0
"2017-09-30",0
"2017-10-01",0
"2017-10-02",0
"2017-10-03",0
"2017-10-04",0
"2017-10-05",0
"2017-10-06",0
"2017-10-07",0
"2017-10-08",0
"2017-10-09",0
"2017-10-10",0
"2017-10-11",0
"2017-10-12",0
"2017-10-13",0
"2017-10-14",0
"2017-10-15",0
"2017-10-16",0
"2017-10-17",0
"2017-10-18",0
"2017-10-19",0
"2017-10-20",0
"2017-10-21",0
"2017-10-22",0
"2017-10-23",0
"2017-10-24",0
"2017-10-25",0
"2017-10-26",0
"2017-10-27",0
"2017-10-28",0
"2017-10-29",0
"2017-10-30",0
"2017-10-31",0
"2017-11-01",0
