"DateTime","(mm) SWE (SNODAS) at Mount Powell, 2017-11-02 to 2019-05-01"
"2018-06-15",0
"2018-06-16",0
"2018-06-17",0
"2018-06-18",0
"2018-06-19",0
"2018-06-20",0
"2018-06-21",0
"2018-06-22",0
"2018-06-23",0
"2018-06-24",0
"2018-06-25",0
"2018-06-26",0
"2018-06-27",0
"2018-06-28",0
"2018-06-29",0
"2018-06-30",0
"2018-07-01",0
"2018-07-02",0
"2018-07-03",0
"2018-07-04",0
"2018-07-05",0
"2018-07-06",0
"2018-07-07",0
"2018-07-08",0
"2018-07-09",0
"2018-07-10",0
"2018-07-11",0
"2018-07-12",0
"2018-07-13",0
"2018-07-14",0
"2018-07-15",0
"2018-07-16",0
"2018-07-17",0
"2018-07-18",0
"2018-07-19",0
"2018-07-20",0
"2018-07-21",0
"2018-07-22",0
"2018-07-23",0
"2018-07-24",0
"2018-07-25",0
"2018-07-26",0
"2018-07-27",0
"2018-07-28",0
"2018-07-29",0
"2018-07-30",0
"2018-07-31",0
"2018-08-01",0
"2018-08-02",0
"2018-08-03",0
"2018-08-04",0
"2018-08-05",0
"2018-08-06",0
"2018-08-07",0
"2018-08-08",0
"2018-08-09",0
"2018-08-10",0
"2018-08-11",0
"2018-08-12",0
"2018-08-13",0
"2018-08-14",0
"2018-08-15",0
"2018-08-16",0
"2018-08-17",0
"2018-08-18",0
"2018-08-19",0
"2018-08-20",0
"2018-08-21",0
"2018-08-22",0
"2018-08-23",0
"2018-08-24",0
"2018-08-25",0
"2018-08-26",0
"2018-08-27",0
"2018-08-28",0
"2018-08-29",0
"2018-08-30",0
"2018-08-31",0
"2018-09-01",0
"2018-09-02",0
"2018-09-03",0
"2018-09-04",0
"2018-09-05",0
"2018-09-06",0
"2018-09-07",0
"2018-09-08",0
"2018-09-09",0
"2018-09-10",0
"2018-09-11",0
"2018-09-12",0
"2018-09-13",0
"2018-09-14",0
"2018-09-15",0
"2018-09-16",0
"2018-09-17",0
"2018-09-18",0
"2018-09-19",0
"2018-09-20",0
"2018-09-21",0
"2018-09-22",0
"2018-09-23",0
"2018-09-24",0
"2018-09-25",0
"2018-09-26",0
"2018-09-27",0
"2018-09-28",0
"2018-09-29",0
"2018-09-30",0
"2018-10-01",0
"2018-10-02",0
"2018-10-03",0
"2018-10-04",0
"2018-10-05",0
"2018-10-06",0
"2018-10-07",0
"2018-10-08",0
"2018-10-09",0
"2018-10-10",0
"2018-10-11",0
"2018-10-12",0
"2018-10-13",0
"2018-10-14",0
"2018-10-15",0
"2018-10-16",0
"2018-10-17",0
"2018-10-18",0
"2018-10-19",0
"2018-10-20",0
"2018-10-21",0
"2018-10-22",0
"2018-10-23",0
"2018-10-24",0
"2018-10-25",0
"2018-10-26",0
"2018-10-27",0
"2018-10-28",0
"2018-10-29",0
"2018-10-30",0
"2018-10-31",0
"2018-11-01",0.3843
"2018-11-02",0.0101
"2018-11-03",0
"2018-11-04",0
"2018-11-05",0
"2018-11-06",0
"2018-11-07",0
"2018-11-08",0
"2018-11-09",0
"2018-11-10",0
"2018-11-11",0
"2018-11-12",0
"2018-11-13",1
"2018-11-14",0.059
"2018-11-15",0
"2018-11-16",0
"2018-11-17",0
"2018-11-18",0
"2018-11-19",0
"2018-11-20",0
"2018-11-21",0
"2018-11-22",0
"2018-11-23",1.1681
"2018-11-24",0.0459
"2018-11-25",0
"2018-11-26",0
"2018-11-27",0
"2018-11-28",0
"2018-11-29",0
"2018-11-30",0
"2018-12-01",0
"2018-12-02",0
"2018-12-03",0
"2018-12-04",0
"2018-12-05",0
"2018-12-06",0
"2018-12-07",0
"2018-12-08",0
"2018-12-09",0
"2018-12-10",0
"2018-12-11",0
"2018-12-12",0
"2018-12-13",0
"2018-12-14",0
"2018-12-15",0
"2018-12-16",3.6171
"2018-12-17",0
"2018-12-18",0
"2018-12-19",0
"2018-12-20",0
"2018-12-21",0
"2018-12-22",0
"2018-12-23",0
"2018-12-24",0
"2018-12-25",0
"2018-12-26",0
"2018-12-27",0
"2018-12-28",0
"2018-12-29",0
"2018-12-30",0
"2018-12-31",0
"2019-01-01",0
"2019-01-02",0
"2019-01-03",0
"2019-01-04",0
"2019-01-05",0
"2019-01-06",0
"2019-01-07",22.5887
"2019-01-08",28.029
"2019-01-09",26.4876
"2019-01-10",18.9357
"2019-01-11",16.9854
"2019-01-12",16.6617
"2019-01-13",16.1981
"2019-01-14",23.51
"2019-01-15",30.0983
"2019-01-16",29.4823
"2019-01-17",29.2471
"2019-01-18",21.9953
"2019-01-19",40.8905
"2019-01-20",39.7871
"2019-01-21",37.2561
"2019-01-22",31.1908
"2019-01-23",30.9864
"2019-01-24",45.5812
"2019-01-25",44.3931
"2019-01-26",43.1954
"2019-01-27",41.6063
"2019-01-28",39.6202
"2019-01-29",36.2761
"2019-01-30",35.6515
"2019-01-31",34.6959
"2019-02-01",32.9618
"2019-02-02",31.8645
"2019-02-03",30.0883
"2019-02-04",17.3125
"2019-02-05",8.6643
"2019-02-06",6.563
"2019-02-07",36.5367
"2019-02-08",36.0643
"2019-02-09",34.5453
"2019-02-10",29.7718
"2019-02-11",26.1044
"2019-02-12",33.7964
"2019-02-13",32.8497
"2019-02-14",28.0507
"2019-02-15",21.0844
"2019-02-16",6.1855
"2019-02-17",8.2502
"2019-02-18",9.3418
"2019-02-19",11.1312
"2019-02-20",18.6318
"2019-02-21",18.0549
"2019-02-22",17.3059
"2019-02-23",24.6136
"2019-02-24",24.5335
"2019-02-25",23.7165
"2019-02-26",21.418
"2019-02-27",13.2029
"2019-02-28",2.5405
"2019-03-01",0.2862
"2019-03-02",0
"2019-03-03",0
"2019-03-04",0.7464
"2019-03-05",7.3406
"2019-03-06",2.9396
"2019-03-07",0
"2019-03-08",0
"2019-03-09",1.1702
"2019-03-10",0.159
"2019-03-11",0.0212
"2019-03-12",0
"2019-03-13",1.5305
"2019-03-14",6.2861
"2019-03-15",6.7519
"2019-03-16",5.7513
"2019-03-17",3.4607
"2019-03-18",0.4548
"2019-03-19",0.0594
"2019-03-20",0.0106
"2019-03-21",0
"2019-03-22",0
"2019-03-23",0
"2019-03-24",0
"2019-03-25",0
"2019-03-26",0
"2019-03-27",0
"2019-03-28",0
"2019-03-29",0
"2019-03-30",0
"2019-03-31",0
"2019-04-01",2.2456
"2019-04-02",0.0212
"2019-04-03",0
"2019-04-04",0
"2019-04-05",0
"2019-04-06",0
"2019-04-07",0
"2019-04-08",0
"2019-04-09",0
"2019-04-10",0
"2019-04-11",2.2008
"2019-04-12",0.4167
"2019-04-13",0.455
"2019-04-14",0.1301
"2019-04-15",0
"2019-04-16",0
"2019-04-17",0
"2019-04-18",0
"2019-04-19",0
"2019-04-20",0
"2019-04-21",0
"2019-04-22",0
"2019-04-23",0
"2019-04-24",0
"2019-04-25",0
"2019-04-26",0
"2019-04-27",0
"2019-04-28",0
"2019-04-29",0
"2019-04-30",0
"2019-05-01",0
