"DateTime","(mm) Snow Depth (SNODAS) at Mount Powell, 2017-11-02 to 2019-05-01"
"2018-06-14",0
"2018-06-15",0
"2018-06-16",0
"2018-06-17",0
"2018-06-18",0
"2018-06-19",0
"2018-06-20",0
"2018-06-21",0
"2018-06-22",0
"2018-06-23",0
"2018-06-24",0
"2018-06-25",0
"2018-06-26",0
"2018-06-27",0
"2018-06-28",0
"2018-06-29",0
"2018-06-30",0
"2018-07-01",0
"2018-07-02",0
"2018-07-03",0
"2018-07-04",0
"2018-07-05",0
"2018-07-06",0
"2018-07-07",0
"2018-07-08",0
"2018-07-09",0
"2018-07-10",0
"2018-07-11",0
"2018-07-12",0
"2018-07-13",0
"2018-07-14",0
"2018-07-15",0
"2018-07-16",0
"2018-07-17",0
"2018-07-18",0
"2018-07-19",0
"2018-07-20",0
"2018-07-21",0
"2018-07-22",0
"2018-07-23",0
"2018-07-24",0
"2018-07-25",0
"2018-07-26",0
"2018-07-27",0
"2018-07-28",0
"2018-07-29",0
"2018-07-30",0
"2018-07-31",0
"2018-08-01",0
"2018-08-02",0
"2018-08-03",0
"2018-08-04",0
"2018-08-05",0
"2018-08-06",0
"2018-08-07",0
"2018-08-08",0
"2018-08-09",0
"2018-08-10",0
"2018-08-11",0
"2018-08-12",0
"2018-08-13",0
"2018-08-14",0
"2018-08-15",0
"2018-08-16",0
"2018-08-17",0
"2018-08-18",0
"2018-08-19",0
"2018-08-20",0
"2018-08-21",0
"2018-08-22",0
"2018-08-23",0
"2018-08-24",0
"2018-08-25",0
"2018-08-26",0
"2018-08-27",0
"2018-08-28",0
"2018-08-29",0
"2018-08-30",0
"2018-08-31",0
"2018-09-01",0
"2018-09-02",0
"2018-09-03",0
"2018-09-04",0
"2018-09-05",0
"2018-09-06",0
"2018-09-07",0
"2018-09-08",0
"2018-09-09",0
"2018-09-10",0
"2018-09-11",0
"2018-09-12",0
"2018-09-13",0
"2018-09-14",0
"2018-09-15",0
"2018-09-16",0
"2018-09-17",0
"2018-09-18",0
"2018-09-19",0
"2018-09-20",0
"2018-09-21",0
"2018-09-22",0
"2018-09-23",0
"2018-09-24",0
"2018-09-25",0
"2018-09-26",0
"2018-09-27",0
"2018-09-28",0
"2018-09-29",0
"2018-09-30",0
"2018-10-01",0
"2018-10-02",0
"2018-10-03",0
"2018-10-04",0
"2018-10-05",0
"2018-10-06",0
"2018-10-07",0
"2018-10-08",0
"2018-10-09",0
"2018-10-10",0
"2018-10-11",0
"2018-10-12",0
"2018-10-13",0
"2018-10-14",0
"2018-10-15",0
"2018-10-16",0.548
"2018-10-17",0
"2018-10-18",0
"2018-10-19",0
"2018-10-20",0
"2018-10-21",0
"2018-10-22",0
"2018-10-23",0
"2018-10-24",0
"2018-10-25",0
"2018-10-26",0
"2018-10-27",0
"2018-10-28",0
"2018-10-29",0
"2018-10-30",0
"2018-10-31",0
"2018-11-01",2.0964
"2018-11-02",0.0796
"2018-11-03",0
"2018-11-04",0
"2018-11-05",0
"2018-11-06",0
"2018-11-07",0
"2018-11-08",0
"2018-11-09",0
"2018-11-10",0
"2018-11-11",0
"2018-11-12",0
"2018-11-13",7.8535
"2018-11-14",2.5089
"2018-11-15",0.0157
"2018-11-16",0
"2018-11-17",0
"2018-11-18",0
"2018-11-19",0
"2018-11-20",0
"2018-11-21",0
"2018-11-22",0
"2018-11-23",12.4456
"2018-11-24",0.3489
"2018-11-25",0
"2018-11-26",0
"2018-11-27",0
"2018-11-28",0
"2018-11-29",0
"2018-11-30",0
"2018-12-01",0
"2018-12-02",0
"2018-12-03",96.7474
"2018-12-04",0
"2018-12-05",0
"2018-12-06",0
"2018-12-07",28.9798
"2018-12-08",95.3247
"2018-12-09",0
"2018-12-10",80.7712
"2018-12-11",0
"2018-12-12",61.8785
"2018-12-13",0
"2018-12-14",0
"2018-12-15",0
"2018-12-16",18.2526
"2018-12-17",0
"2018-12-18",0
"2018-12-19",0
"2018-12-20",0
"2018-12-21",0
"2018-12-22",0
"2018-12-23",0
"2018-12-24",0
"2018-12-25",0
"2018-12-26",0
"2018-12-27",0
"2018-12-28",0
"2018-12-29",88.4979
"2018-12-30",80.5125
"2018-12-31",0
"2019-01-01",0
"2019-01-02",0
"2019-01-03",0
"2019-01-04",0
"2019-01-05",0
"2019-01-06",121.2909
"2019-01-07",138.9504
"2019-01-08",156.0804
"2019-01-09",130.9842
"2019-01-10",66.153
"2019-01-11",59.0682
"2019-01-12",59.3353
"2019-01-13",57.5491
"2019-01-14",128.9776
"2019-01-15",160.3456
"2019-01-16",150.5906
"2019-01-17",128.1378
"2019-01-18",83.3068
"2019-01-19",216.877
"2019-01-20",198.8552
"2019-01-21",165.9082
"2019-01-22",140.019
"2019-01-23",137.371
"2019-01-24",204.3325
"2019-01-25",193.2029
"2019-01-26",183.8941
"2019-01-27",172.6714
"2019-01-28",157.9783
"2019-01-29",134.8023
"2019-01-30",131.2677
"2019-01-31",126.9681
"2019-02-01",115.9299
"2019-02-02",109.5427
"2019-02-03",100.5804
"2019-02-04",54.9638
"2019-02-05",28.2798
"2019-02-06",22.4962
"2019-02-07",229.8285
"2019-02-08",207.1572
"2019-02-09",185.6394
"2019-02-10",138.4274
"2019-02-11",117.0532
"2019-02-12",163.3365
"2019-02-13",153.4022
"2019-02-14",119.5487
"2019-02-15",60.1605
"2019-02-16",20.2424
"2019-02-17",45.4427
"2019-02-18",54.4631
"2019-02-19",70.1826
"2019-02-20",126.9883
"2019-02-21",114.9899
"2019-02-22",104.8528
"2019-02-23",169.253
"2019-02-24",157.4642
"2019-02-25",144.2847
"2019-02-26",112.8326
"2019-02-27",48.6477
"2019-02-28",8.8261
"2019-03-01",0.9965
"2019-03-02",0
"2019-03-03",0.0454
"2019-03-04",4.5102
"2019-03-05",39.9504
"2019-03-06",11.4945
"2019-03-07",0
"2019-03-08",0
"2019-03-09",11.2943
"2019-03-10",0.8163
"2019-03-11",0.1696
"2019-03-12",0
"2019-03-13",9.864
"2019-03-14",52.5673
"2019-03-15",53.2598
"2019-03-16",41.8551
"2019-03-17",22.0184
"2019-03-18",2.4954
"2019-03-19",0.3809
"2019-03-20",0.0424
"2019-03-21",0
"2019-03-22",0
"2019-03-23",0
"2019-03-24",0
"2019-03-25",0
"2019-03-26",0
"2019-03-27",0
"2019-03-28",0
"2019-03-29",0
"2019-03-30",0
"2019-03-31",0
"2019-04-01",19.7666
"2019-04-02",0.228
"2019-04-03",0
"2019-04-04",0
"2019-04-05",0
"2019-04-06",0
"2019-04-07",0
"2019-04-08",0
"2019-04-09",0
"2019-04-10",0
"2019-04-11",18.9805
"2019-04-12",3.6729
"2019-04-13",2.1621
"2019-04-14",0.8802
"2019-04-15",0
"2019-04-16",0
"2019-04-17",0
"2019-04-18",0
"2019-04-19",0
"2019-04-20",0
"2019-04-21",0
"2019-04-22",0
"2019-04-23",0
"2019-04-24",0
"2019-04-25",0
"2019-04-26",0
"2019-04-27",0
"2019-04-28",0
"2019-04-29",0
"2019-04-30",0
"2019-05-01",0
