"date","waterYear","swe_mm"
2005-01-21,2005,0
2005-01-22,2005,0
2005-01-23,2005,0
2005-01-24,2005,0
2005-01-25,2005,0
2005-01-26,2005,0
2005-01-27,2005,0.0764
2005-01-28,2005,0
2005-01-29,2005,0
2005-01-30,2005,0
2005-01-31,2005,1.0204
2005-02-01,2005,1.0641
2005-02-02,2005,1.3529
2005-02-03,2005,0.6973
2005-02-04,2005,0.0334
2005-02-05,2005,4e-04
2005-02-06,2005,0
2005-02-07,2005,0
2005-02-08,2005,4.1976
2005-02-09,2005,5.0919
2005-02-10,2005,4.089
2005-02-11,2005,3.1476
2005-02-12,2005,3.6901
2005-02-13,2005,5.2171
2005-02-14,2005,3.5648
2005-02-15,2005,2.1725
2005-02-16,2005,1.0069
2005-02-17,2005,0.3976
2005-02-18,2005,0.1792
2005-02-19,2005,0.1546
2005-02-20,2005,0.9788
2005-02-21,2005,0.6935
2005-02-22,2005,0.2036
2005-02-23,2005,0.1973
2005-02-24,2005,1.7885
2005-02-25,2005,1.4462
2005-02-26,2005,2.1405
2005-02-27,2005,3.1058
2005-02-28,2005,2.4361
2005-03-01,2005,1.4277
2005-03-02,2005,0.676
2005-03-03,2005,0.3127
2005-03-04,2005,0.2803
2005-03-05,2005,0.2333
2005-03-06,2005,1.3573
2005-03-07,2005,0.8238
2005-03-08,2005,0.0896
2005-03-09,2005,0
2005-03-10,2005,0
2005-03-11,2005,0
2005-03-12,2005,0
2005-03-13,2005,0
2005-03-14,2005,0
2005-03-15,2005,0
2005-03-16,2005,0
2005-03-17,2005,0
2005-03-18,2005,0
2005-03-19,2005,0
2005-03-20,2005,0.0024
2005-03-21,2005,0.0921
2005-03-22,2005,0.0139
2005-03-23,2005,0
2005-03-24,2005,0
2005-03-25,2005,0
2005-03-26,2005,1.0006
2005-03-27,2005,0.62
2005-03-28,2005,0
2005-03-29,2005,0
2005-03-30,2005,0.4471
2005-03-31,2005,0.2058
2005-04-01,2005,0.0253
2005-04-02,2005,0
2005-04-03,2005,0
2005-04-04,2005,0
2005-04-05,2005,0
2005-04-06,2005,0
2005-04-07,2005,0
2005-04-08,2005,0
2005-04-09,2005,0
2005-04-10,2005,0.125
2005-04-11,2005,0.2036
2005-04-12,2005,0
2005-04-13,2005,0
2005-04-14,2005,0
2005-04-15,2005,0
2005-04-16,2005,0
2005-04-17,2005,0
2005-04-18,2005,0
2005-04-19,2005,0
2005-04-20,2005,0
2005-04-21,2005,0
2005-04-22,2005,0
2005-04-23,2005,0
2005-04-24,2005,0
2005-04-25,2005,0
2005-04-26,2005,0
2005-04-27,2005,0
2005-04-28,2005,0
2005-04-29,2005,0
2005-04-30,2005,0
2005-11-01,2006,0
2005-11-02,2006,0
2005-11-03,2006,0
2005-11-04,2006,0
2005-11-05,2006,0
2005-11-06,2006,0
2005-11-07,2006,0
2005-11-08,2006,0
2005-11-09,2006,0
2005-11-10,2006,0
2005-11-11,2006,0
2005-11-12,2006,0
2005-11-13,2006,0
2005-11-14,2006,0
2005-11-15,2006,0
2005-11-16,2006,0
2005-11-17,2006,0
2005-11-18,2006,0
2005-11-19,2006,0
2005-11-20,2006,0
2005-11-21,2006,0
2005-11-22,2006,0
2005-11-23,2006,0
2005-11-24,2006,0
2005-11-25,2006,0
2005-11-26,2006,0
2005-11-27,2006,1.7226
2005-11-28,2006,0.7973
2005-11-29,2006,0.1665
2005-11-30,2006,0
2005-12-01,2006,0
2005-12-02,2006,0
2005-12-03,2006,0
2005-12-04,2006,0
2005-12-05,2006,0
2005-12-06,2006,0
2005-12-07,2006,0
2005-12-08,2006,0
2005-12-09,2006,0
2005-12-10,2006,0
2005-12-11,2006,0
2005-12-12,2006,0
2005-12-13,2006,0.6444
2005-12-14,2006,4.736
2005-12-15,2006,2.6361
2005-12-16,2006,1.4819
2005-12-17,2006,0.5702
2005-12-18,2006,0.0924
2005-12-19,2006,0.0146
2005-12-20,2006,0
2005-12-21,2006,0
2005-12-22,2006,0
2005-12-23,2006,0
2005-12-24,2006,0
2005-12-25,2006,0
2005-12-26,2006,0
2005-12-27,2006,0
2005-12-28,2006,0
2005-12-29,2006,0
2005-12-30,2006,0
2005-12-31,2006,0
2006-01-01,2006,0
2006-01-02,2006,0
2006-01-03,2006,0
2006-01-04,2006,0
2006-01-05,2006,0
2006-01-06,2006,0
2006-01-07,2006,0
2006-01-08,2006,0
2006-01-09,2006,0
2006-01-10,2006,0
2006-01-11,2006,0
2006-01-12,2006,0
2006-01-13,2006,0
2006-01-14,2006,0
2006-01-15,2006,0
2006-01-16,2006,0
2006-01-17,2006,0
2006-01-18,2006,0
2006-01-19,2006,0
2006-01-20,2006,3.6832
2006-01-21,2006,3.0848
2006-01-22,2006,1.9864
2006-01-23,2006,0.7133
2006-01-24,2006,0.3094
2006-01-25,2006,0.0195
2006-01-26,2006,3.1576
2006-01-27,2006,2.6074
2006-01-28,2006,0.8784
2006-01-29,2006,0.4656
2006-01-30,2006,0.3186
2006-01-31,2006,0.0656
2006-02-01,2006,0
2006-02-02,2006,0
2006-02-03,2006,0
2006-02-04,2006,0
2006-02-05,2006,0
2006-02-06,2006,0
2006-02-07,2006,0
2006-02-08,2006,0
2006-02-09,2006,0
2006-02-10,2006,0
2006-02-11,2006,0
2006-02-12,2006,0
2006-02-13,2006,0
2006-02-14,2006,0
2006-02-15,2006,0
2006-02-16,2006,0
2006-02-17,2006,0.776
2006-02-18,2006,0
2006-02-19,2006,0
2006-02-20,2006,0
2006-02-21,2006,0
2006-02-22,2006,0
2006-02-23,2006,0
2006-02-24,2006,0
2006-02-25,2006,0
2006-02-26,2006,0
2006-02-27,2006,0
2006-02-28,2006,0
2006-03-01,2006,0
2006-03-02,2006,0
2006-03-03,2006,0
2006-03-04,2006,0
2006-03-05,2006,0
2006-03-06,2006,0
2006-03-07,2006,0
2006-03-08,2006,0
2006-03-09,2006,5.4652
2006-03-10,2006,5.0834
2006-03-11,2006,6.7786
2006-03-12,2006,29.2627
2006-03-13,2006,39.8864
2006-03-14,2006,39.339
2006-03-15,2006,38.029
2006-03-16,2006,35.5036
2006-03-17,2006,33.4586
2006-03-18,2006,19.7151
2006-03-19,2006,13.887
2006-03-20,2006,13.3742
2006-03-21,2006,13.0377
2006-03-22,2006,14.7694
2006-03-23,2006,14.75
2006-03-24,2006,11.6675
2006-03-25,2006,5.9197
2006-03-26,2006,0.0914
2006-03-27,2006,0
2006-03-28,2006,0
2006-03-29,2006,0
2006-03-30,2006,2.2659
2006-03-31,2006,2.2869
2006-04-01,2006,0
2006-04-02,2006,0
2006-04-03,2006,0
2006-04-04,2006,0
2006-04-05,2006,0
2006-04-06,2006,0
2006-04-07,2006,0.362
2006-04-08,2006,0
2006-04-09,2006,0
2006-04-10,2006,0
2006-04-11,2006,0
2006-04-12,2006,0
2006-04-13,2006,0
2006-04-14,2006,0
2006-04-15,2006,0
2006-04-16,2006,0
2006-04-17,2006,0
2006-04-18,2006,0
2006-04-19,2006,0
2006-04-20,2006,0
2006-04-21,2006,0
2006-04-22,2006,0
2006-04-23,2006,0
2006-04-24,2006,0
2006-04-25,2006,0
2006-04-26,2006,0
2006-04-27,2006,0
2006-04-28,2006,0
2006-04-29,2006,0
2006-04-30,2006,0
2006-11-01,2007,0
2006-11-02,2007,0
2006-11-03,2007,0
2006-11-04,2007,0
2006-11-05,2007,0
2006-11-06,2007,0
2006-11-07,2007,0
2006-11-08,2007,0
2006-11-09,2007,0
2006-11-10,2007,0
2006-11-11,2007,0
2006-11-12,2007,0
2006-11-13,2007,1.9438
2006-11-14,2007,0.2264
2006-11-15,2007,0
2006-11-16,2007,0
2006-11-17,2007,0
2006-11-18,2007,0
2006-11-19,2007,0
2006-11-20,2007,0
2006-11-21,2007,0
2006-11-22,2007,0
2006-11-23,2007,0
2006-11-24,2007,0
2006-11-25,2007,0
2006-11-26,2007,0
2006-11-27,2007,0
2006-11-28,2007,0
2006-11-29,2007,0
2006-11-30,2007,1.2473
2006-12-01,2007,0.5517
2006-12-02,2007,0.0133
2006-12-03,2007,0
2006-12-04,2007,0
2006-12-05,2007,0
2006-12-06,2007,0
2006-12-07,2007,0
2006-12-08,2007,0
2006-12-09,2007,0
2006-12-10,2007,0
2006-12-11,2007,0.0203
2006-12-12,2007,0.7705
2006-12-13,2007,0.1774
2006-12-14,2007,0.0928
2006-12-15,2007,0
2006-12-16,2007,0
2006-12-17,2007,0
2006-12-18,2007,0
2006-12-19,2007,0.9364
2006-12-20,2007,11.653
2006-12-21,2007,11.2532
2006-12-22,2007,9.8523
2006-12-23,2007,9.1993
2006-12-24,2007,8.3295
2006-12-25,2007,6.7924
2006-12-26,2007,5.1553
2006-12-27,2007,3.0055
2006-12-28,2007,0.7875
2006-12-29,2007,4.6648
2006-12-30,2007,5.443
2006-12-31,2007,5.1228
2007-01-01,2007,3.8134
2007-01-02,2007,2.6132
2007-01-03,2007,2.012
2007-01-04,2007,1.4564
2007-01-05,2007,0.4824
2007-01-06,2007,4.9269
2007-01-07,2007,4.0992
2007-01-08,2007,2.8605
2007-01-09,2007,0.4647
2007-01-10,2007,0.2314
2007-01-11,2007,0.0636
2007-01-12,2007,7e-04
2007-01-13,2007,2.7897
2007-01-14,2007,7.9145
2007-01-15,2007,9.022
2007-01-16,2007,8.6353
2007-01-17,2007,7.6544
2007-01-18,2007,7.1283
2007-01-19,2007,6.0741
2007-01-20,2007,13.7447
2007-01-21,2007,20.0727
2007-01-22,2007,21.5804
2007-01-23,2007,21.6724
2007-01-24,2007,20.5083
2007-01-25,2007,19.3333
2007-01-26,2007,18.3111
2007-01-27,2007,16.9802
2007-01-28,2007,15.5302
2007-01-29,2007,14.8124
2007-01-30,2007,13.8914
2007-01-31,2007,17.9344
2007-02-01,2007,34.2198
2007-02-02,2007,34.5096
2007-02-03,2007,33.6941
2007-02-04,2007,32.1156
2007-02-05,2007,30.444
2007-02-06,2007,29.4519
2007-02-07,2007,26.7247
2007-02-08,2007,22.5803
2007-02-09,2007,17.43
2007-02-10,2007,12.959
2007-02-11,2007,8.3846
2007-02-12,2007,6.2372
2007-02-13,2007,6.54
2007-02-15,2007,11.1089
2007-02-16,2007,10.1421
2007-02-17,2007,7.7169
2007-02-18,2007,6.7951
2007-02-19,2007,6.1692
2007-02-20,2007,8.1723
2007-02-21,2007,9.427
2007-02-22,2007,8.4701
2007-02-23,2007,5.8279
2007-02-24,2007,9.3784
2007-02-25,2007,8.4471
2007-02-26,2007,6.5426
2007-02-27,2007,5.2839
2007-02-28,2007,3.5459
2007-03-01,2007,3.5443
2007-03-02,2007,3.3359
2007-03-03,2007,3.1293
2007-03-04,2007,2.8559
2007-03-05,2007,2.6031
2007-03-06,2007,2.144
2007-03-07,2007,1.1006
2007-03-08,2007,0.5076
2007-03-09,2007,0.1393
2007-03-10,2007,0.0358
2007-03-11,2007,0
2007-03-12,2007,0
2007-03-13,2007,0
2007-03-14,2007,0
2007-03-15,2007,0
2007-03-16,2007,0
2007-03-17,2007,0
2007-03-18,2007,0
2007-03-19,2007,0
2007-03-20,2007,0
2007-03-21,2007,0
2007-03-22,2007,0
2007-03-23,2007,0
2007-03-24,2007,0
2007-03-25,2007,0
2007-03-27,2007,0
2007-03-28,2007,0.0018
2007-03-29,2007,7.8367
2007-03-30,2007,9.5873
2007-03-31,2007,12.4616
2007-04-01,2007,4.3277
2007-04-02,2007,0
2007-04-03,2007,0
2007-04-04,2007,0
2007-04-05,2007,0
2007-04-06,2007,0
2007-04-07,2007,0
2007-04-08,2007,0
2007-04-09,2007,0
2007-04-10,2007,0
2007-04-11,2007,0
2007-04-12,2007,0
2007-04-13,2007,0
2007-04-14,2007,0.5033
2007-04-15,2007,0
2007-04-16,2007,0
2007-04-17,2007,0
2007-04-18,2007,0
2007-04-19,2007,0
2007-04-20,2007,0
2007-04-21,2007,0
2007-04-22,2007,0
2007-04-23,2007,0
2007-04-24,2007,0
2007-04-25,2007,0
2007-04-26,2007,0
2007-04-27,2007,0
2007-04-28,2007,0
2007-04-29,2007,0
2007-04-30,2007,0
2007-11-01,2008,0
2007-11-02,2008,0
2007-11-03,2008,0
2007-11-04,2008,0
2007-11-05,2008,0
2007-11-06,2008,0
2007-11-07,2008,0
2007-11-08,2008,0
2007-11-09,2008,0
2007-11-10,2008,0
2007-11-11,2008,0
2007-11-12,2008,0
2007-11-13,2008,0
2007-11-14,2008,0
2007-11-15,2008,0
2007-11-16,2008,0
2007-11-17,2008,0
2007-11-18,2008,0
2007-11-19,2008,0
2007-11-20,2008,0
2007-11-21,2008,0
2007-11-22,2008,0
2007-11-23,2008,0
2007-11-24,2008,0
2007-11-25,2008,0
2007-11-26,2008,0
2007-11-27,2008,0
2007-11-28,2008,0
2007-11-29,2008,0
2007-11-30,2008,0
2007-12-01,2008,0
2007-12-02,2008,0.0055
2007-12-03,2008,0.0055
2007-12-04,2008,0
2007-12-05,2008,0
2007-12-06,2008,0
2007-12-07,2008,0
2007-12-08,2008,0
2007-12-09,2008,17.8161
2007-12-10,2008,18.8397
2007-12-11,2008,38.4577
2007-12-12,2008,48.0621
2007-12-13,2008,47.9224
2007-12-14,2008,47.7937
2007-12-15,2008,49.1765
2007-12-16,2008,48.4476
2007-12-17,2008,47.8535
2007-12-18,2008,46.4546
2007-12-19,2008,45.121
2007-12-20,2008,43.6465
2007-12-21,2008,42.7714
2007-12-22,2008,43.4948
2007-12-23,2008,42.5472
2007-12-24,2008,41.3784
2007-12-25,2008,40.3531
2007-12-26,2008,39.4346
2007-12-27,2008,38.8218
2007-12-28,2008,39.0747
2007-12-29,2008,38.5731
2007-12-30,2008,37.8335
2007-12-31,2008,36.6856
2008-01-01,2008,35.2032
2008-01-02,2008,33.9726
2008-01-03,2008,31.8968
2008-01-04,2008,30.5543
2008-01-05,2008,29.1935
2008-01-06,2008,21.994
2008-01-07,2008,26.9707
2008-01-08,2008,60.2169
2008-01-09,2008,60.1003
2008-01-10,2008,61.7189
2008-01-11,2008,61.0111
2008-01-12,2008,59.6143
2008-01-13,2008,58.7988
2008-01-14,2008,58.0873
2008-01-15,2008,57.3191
2008-01-16,2008,56.0932
2008-01-17,2008,55.1566
2008-01-18,2008,54.4604
2008-01-19,2008,53.6406
2008-01-20,2008,52.8121
2008-01-21,2008,50.9715
2008-01-22,2008,48.499
2008-01-23,2008,47.576
2008-01-24,2008,46.7605
2008-01-25,2008,48.8008
2008-01-26,2008,50.6514
2008-01-27,2008,49.8065
2008-01-28,2008,50.2815
2008-01-29,2008,62.7971
2008-01-30,2008,62.3272
2008-01-31,2008,65.1016
2008-02-01,2008,64.6288
2008-02-02,2008,63.4183
2008-02-03,2008,65.5262
2008-02-04,2008,77.0347
2008-02-05,2008,89.0417
2008-02-06,2008,88.5196
2008-02-07,2008,88.1041
2008-02-08,2008,87.0371
2008-02-09,2008,85.4038
2008-02-10,2008,83.9812
2008-02-11,2008,83.4718
2008-02-12,2008,81.7773
2008-02-13,2008,79.9228
2008-02-14,2008,76.2279
2008-02-15,2008,81.9487
2008-02-16,2008,87.3863
2008-02-17,2008,86.3855
2008-02-18,2008,84.9758
2008-02-19,2008,83.7902
2008-02-20,2008,82.9134
2008-02-21,2008,84.7926
2008-02-22,2008,89.4896
2008-02-23,2008,103.0591
2008-02-24,2008,109.8949
2008-02-25,2008,109.2245
2008-02-26,2008,107.6052
2008-02-27,2008,105.825
2008-02-28,2008,104.4303
2008-02-29,2008,100.6
2008-03-01,2008,95.6351
2008-03-02,2008,78.1385
2008-03-03,2008,71.157
2008-03-04,2008,69.3149
2008-03-05,2008,65.801
2008-03-06,2008,64.146
2008-03-07,2008,62.7191
2008-03-08,2008,61.4635
2008-03-09,2008,59.9048
2008-03-10,2008,58.9846
2008-03-11,2008,56.9103
2008-03-12,2008,54.1149
2008-03-14,2008,28.2968
2008-03-15,2008,18.7894
2008-03-16,2008,16.4529
2008-03-17,2008,15.5338
2008-03-18,2008,16.292
2008-03-19,2008,14.9391
2008-03-20,2008,13.4991
2008-03-21,2008,7.976
2008-03-22,2008,6.3492
2008-03-23,2008,4.7793
2008-03-24,2008,4.0729
2008-03-25,2008,2.2314
2008-03-26,2008,0.4729
2008-03-27,2008,0.0088
2008-03-28,2008,0
2008-03-29,2008,0
2008-03-30,2008,0
2008-03-31,2008,0
2008-04-01,2008,0
2008-04-02,2008,0
2008-04-03,2008,0
2008-04-04,2008,0
2008-04-05,2008,0
2008-04-06,2008,0
2008-04-07,2008,0
2008-04-08,2008,0
2008-04-09,2008,0
2008-04-10,2008,4.7732
2008-04-11,2008,5.4316
2008-04-12,2008,2.7264
2008-04-13,2008,0
2008-04-14,2008,0
2008-04-15,2008,0
2008-04-16,2008,0
2008-04-17,2008,0
2008-04-18,2008,0
2008-04-19,2008,0
2008-04-20,2008,0
2008-04-21,2008,0
2008-04-22,2008,0
2008-04-23,2008,0
2008-04-24,2008,0
2008-04-25,2008,0
2008-04-26,2008,0
2008-04-27,2008,0
2008-04-28,2008,0
2008-04-29,2008,0
2008-04-30,2008,0
2008-11-01,2009,0
2008-11-02,2009,0
2008-11-03,2009,0
2008-11-04,2009,0
2008-11-05,2009,0
2008-11-06,2009,0.2029
2008-11-07,2009,0
2008-11-08,2009,0
2008-11-09,2009,0
2008-11-10,2009,0
2008-11-11,2009,1.4586
2008-11-12,2009,0.6185
2008-11-13,2009,0
2008-11-14,2009,0
2008-11-15,2009,0
2008-11-16,2009,0
2008-11-17,2009,0
2008-11-18,2009,0
2008-11-19,2009,0
2008-11-20,2009,0
2008-11-21,2009,0
2008-11-22,2009,0
2008-11-23,2009,0
2008-11-24,2009,0
2008-11-25,2009,0
2008-11-26,2009,0
2008-11-27,2009,0
2008-11-28,2009,2.3082
2008-11-29,2009,3.4419
2008-11-30,2009,2.1894
2008-12-01,2009,0
2008-12-02,2009,0
2008-12-03,2009,0
2008-12-04,2009,0
2008-12-05,2009,0
2008-12-06,2009,0
2008-12-07,2009,0
2008-12-08,2009,0
2008-12-09,2009,8.61
2008-12-10,2009,8.4864
2008-12-11,2009,6.7764
2008-12-12,2009,5.312
2008-12-13,2009,0.915
2008-12-14,2009,0.0154
2008-12-15,2009,11.4202
2008-12-16,2009,15.2435
2008-12-17,2009,37.0111
2008-12-18,2009,38.9549
2008-12-19,2009,44.8242
2008-12-20,2009,43.9215
2008-12-21,2009,42.0664
2008-12-22,2009,40.6963
2008-12-23,2009,51.537
2008-12-24,2009,67.0246
2008-12-25,2009,66.8968
2008-12-26,2009,75.7561
2008-12-27,2009,88.9879
2008-12-28,2009,88.1489
2008-12-29,2009,87.0721
2008-12-30,2009,86.4963
2008-12-31,2009,85.5355
2009-01-01,2009,83.6904
2009-01-02,2009,80.264
2009-01-03,2009,76.2731
2009-01-04,2009,73.4058
2009-01-05,2009,83.1241
2009-01-06,2009,86.8794
2009-01-07,2009,86.2203
2009-01-08,2009,84.6315
2009-01-09,2009,81.7026
2009-01-10,2009,78.4161
2009-01-11,2009,76.2618
2009-01-12,2009,73.8803
2009-01-13,2009,70.6713
2009-01-14,2009,67.7418
2009-01-15,2009,63.9269
2009-01-16,2009,62.6257
2009-01-17,2009,61.5271
2009-01-18,2009,60.5658
2009-01-19,2009,59.604
2009-01-20,2009,58.5275
2009-01-21,2009,52.9478
2009-01-22,2009,49.8679
2009-01-23,2009,43.2571
2009-01-24,2009,31.5927
2009-01-25,2009,20.8037
2009-01-26,2009,16.8161
2009-01-27,2009,18.5793
2009-01-28,2009,17.9317
2009-01-29,2009,16.5225
2009-01-30,2009,15.6973
2009-01-31,2009,15.0096
2009-02-01,2009,14.369
2009-02-02,2009,13.8458
2009-02-03,2009,13.4252
2009-02-04,2009,13.067
2009-02-05,2009,12.679
2009-02-06,2009,11.9704
2009-02-07,2009,10.8557
2009-02-08,2009,10.1466
2009-02-09,2009,14.9742
2009-02-10,2009,28.2183
2009-02-11,2009,39.2459
2009-02-12,2009,38.62
2009-02-13,2009,37.5051
2009-02-14,2009,36.7077
2009-02-15,2009,36.3965
2009-02-16,2009,35.183
2009-02-17,2009,32.6343
2009-02-18,2009,34.3125
2009-02-19,2009,33.467
2009-02-20,2009,31.9576
2009-02-21,2009,30.6393
2009-02-22,2009,29.319
2009-02-23,2009,20.3015
2009-02-24,2009,13.4744
2009-02-25,2009,11.8933
2009-02-26,2009,9.8287
2009-02-27,2009,8.6168
2009-02-28,2009,7.7858
2009-03-01,2009,7.6711
2009-03-02,2009,7.4076
2009-03-03,2009,6.7301
2009-03-04,2009,5.2823
2009-03-05,2009,1.8318
2009-03-06,2009,0.6948
2009-03-07,2009,0.1149
2009-03-08,2009,0.1163
2009-03-09,2009,0.068
2009-03-10,2009,0.038
2009-03-11,2009,0.0314
2009-03-12,2009,0.008
2009-03-13,2009,0.0037
2009-03-14,2009,1.255
