"date","waterYear","swe_mm"
2005-02-06,2005,0
2005-02-07,2005,0
2005-02-08,2005,0.1681
2005-02-09,2005,0.0701
2005-02-10,2005,0.0014
2005-02-11,2005,0
2005-02-12,2005,0
2005-02-13,2005,0
2005-02-14,2005,0
2005-02-15,2005,0
2005-02-16,2005,0
2005-02-17,2005,0
2005-02-18,2005,0
2005-02-19,2005,0
2005-02-20,2005,0
2005-02-21,2005,0
2005-02-22,2005,0
2005-02-23,2005,0
2005-02-24,2005,0
2005-02-25,2005,0
2005-02-26,2005,2e-04
2005-02-27,2005,0.676
2005-02-28,2005,0.1032
2005-03-01,2005,0.002
2005-03-02,2005,0
2005-03-03,2005,0
2005-03-04,2005,2e-04
2005-03-05,2005,0
2005-03-06,2005,0
2005-03-07,2005,0
2005-03-08,2005,0
2005-03-09,2005,0
2005-03-10,2005,0
2005-03-11,2005,0
2005-03-12,2005,0
2005-03-13,2005,0
2005-03-14,2005,0
2005-03-15,2005,0
2005-03-16,2005,0
2005-03-17,2005,0
2005-03-18,2005,0
2005-03-19,2005,0
2005-03-20,2005,0.0011
2005-03-21,2005,0
2005-03-22,2005,0
2005-03-23,2005,0
2005-03-24,2005,0
2005-03-25,2005,0
2005-03-26,2005,0.0085
2005-03-27,2005,0
2005-03-28,2005,0
2005-03-29,2005,0
2005-03-30,2005,0
2005-03-31,2005,0
2005-04-01,2005,0
2005-04-02,2005,0
2005-04-03,2005,0
2005-04-04,2005,0
2005-04-05,2005,0
2005-04-06,2005,0
2005-04-07,2005,0
2005-04-08,2005,0
2005-04-09,2005,0
2005-04-10,2005,0
2005-04-11,2005,0
2005-04-12,2005,0
2005-04-13,2005,0
2005-04-14,2005,0
2005-04-15,2005,0
2005-04-16,2005,0
2005-04-17,2005,0
2005-04-18,2005,0
2005-04-19,2005,0
2005-04-20,2005,0
2005-04-21,2005,0
2005-04-22,2005,0
2005-04-23,2005,0
2005-04-24,2005,0
2005-04-25,2005,0
2005-04-26,2005,0
2005-04-27,2005,0
2005-04-28,2005,0
2005-04-29,2005,0
2005-04-30,2005,0
2005-11-01,2006,0
2005-11-02,2006,0
2005-11-03,2006,0
2005-11-04,2006,0
2005-11-05,2006,0
2005-11-06,2006,0
2005-11-07,2006,0
2005-11-08,2006,0
2005-11-09,2006,0
2005-11-10,2006,0
2005-11-11,2006,0
2005-11-12,2006,0
2005-11-13,2006,0
2005-11-14,2006,0
2005-11-15,2006,0
2005-11-16,2006,0
2005-11-17,2006,0
2005-11-18,2006,0
2005-11-19,2006,0
2005-11-20,2006,0
2005-11-21,2006,0
2005-11-22,2006,0
2005-11-23,2006,0
2005-11-24,2006,0
2005-11-25,2006,0
2005-11-26,2006,0
2005-11-27,2006,0
2005-11-28,2006,0
2005-11-29,2006,0
2005-11-30,2006,0
2005-12-01,2006,0
2005-12-02,2006,0
2005-12-03,2006,0
2005-12-04,2006,0.4358
2005-12-05,2006,0.0285
2005-12-06,2006,0.007
2005-12-07,2006,0
2005-12-08,2006,0
2005-12-09,2006,0
2005-12-10,2006,0
2005-12-11,2006,0
2005-12-12,2006,0
2005-12-13,2006,0
2005-12-14,2006,0
2005-12-15,2006,0
2005-12-16,2006,0
2005-12-17,2006,0
2005-12-18,2006,0
2005-12-19,2006,0
2005-12-20,2006,0
2005-12-21,2006,0
2005-12-22,2006,0
2005-12-23,2006,0
2005-12-24,2006,0
2005-12-25,2006,0
2005-12-26,2006,0
2005-12-27,2006,0
2005-12-28,2006,0
2005-12-29,2006,0
2005-12-30,2006,0
2005-12-31,2006,0
2006-01-01,2006,0
2006-01-02,2006,0
2006-01-03,2006,0
2006-01-04,2006,0
2006-01-05,2006,0
2006-01-06,2006,0
2006-01-07,2006,0
2006-01-08,2006,0
2006-01-09,2006,0
2006-01-10,2006,0
2006-01-11,2006,0
2006-01-12,2006,0
2006-01-13,2006,0
2006-01-14,2006,0
2006-01-15,2006,0
2006-01-16,2006,0.0644
2006-01-17,2006,0
2006-01-18,2006,0
2006-01-19,2006,0
2006-01-20,2006,11.4913
2006-01-21,2006,10.6093
2006-01-22,2006,9.5458
2006-01-23,2006,8.011
2006-01-24,2006,6.4689
2006-01-25,2006,4.3373
2006-01-26,2006,6.1575
2006-01-27,2006,4.9732
2006-01-28,2006,3.4879
2006-01-29,2006,3.0005
2006-01-30,2006,3.1724
2006-01-31,2006,1.2583
2006-02-01,2006,0.1308
2006-02-02,2006,0
2006-02-03,2006,0
2006-02-04,2006,0
2006-02-05,2006,0
2006-02-06,2006,0
2006-02-07,2006,0
2006-02-08,2006,0
2006-02-09,2006,0
2006-02-10,2006,0
2006-02-11,2006,0
2006-02-12,2006,0
2006-02-13,2006,0
2006-02-14,2006,0
2006-02-15,2006,0
2006-02-16,2006,0.3312
2006-02-17,2006,0.991
2006-02-18,2006,0
2006-02-19,2006,0
2006-02-20,2006,0
2006-02-21,2006,0
2006-02-22,2006,0
2006-02-23,2006,0
2006-02-24,2006,0
2006-02-25,2006,0
2006-02-26,2006,0
2006-02-27,2006,0
2006-02-28,2006,0
2006-03-01,2006,0
2006-03-02,2006,0
2006-03-03,2006,0
2006-03-04,2006,0
2006-03-05,2006,0
2006-03-06,2006,0
2006-03-07,2006,0
2006-03-08,2006,0
2006-03-09,2006,1.9163
2006-03-10,2006,0.279
2006-03-11,2006,4.0562
2006-03-12,2006,12.3063
2006-03-13,2006,17.6942
2006-03-14,2006,16.8852
2006-03-15,2006,14.8162
2006-03-16,2006,10.8722
2006-03-17,2006,5.634
2006-03-18,2006,0.2321
2006-03-19,2006,0.0125
2006-03-20,2006,0.0092
2006-03-21,2006,0.0061
2006-03-22,2006,3.7004
2006-03-23,2006,2.3905
2006-03-24,2006,0.2303
2006-03-25,2006,0.0093
2006-03-26,2006,0
2006-03-27,2006,0
2006-03-28,2006,0
2006-03-29,2006,0
2006-03-30,2006,0.0936
2006-03-31,2006,0.0127
2006-04-01,2006,0
2006-04-02,2006,0
2006-04-03,2006,0
2006-04-04,2006,0
2006-04-05,2006,0
2006-04-06,2006,0
2006-04-07,2006,0
2006-04-08,2006,0
2006-04-09,2006,0
2006-04-10,2006,0
2006-04-11,2006,0
2006-04-12,2006,0
2006-04-13,2006,0
2006-04-14,2006,0
2006-04-15,2006,0
2006-04-16,2006,0
2006-04-17,2006,0
2006-04-18,2006,0
2006-04-19,2006,0
2006-04-20,2006,0
2006-04-21,2006,0
2006-04-22,2006,0
2006-04-23,2006,0
2006-04-24,2006,0
2006-04-25,2006,0
2006-04-26,2006,0
2006-04-27,2006,0
2006-04-28,2006,0
2006-04-29,2006,0
2006-04-30,2006,0
2006-11-01,2007,0
2006-11-02,2007,0
2006-11-03,2007,0
2006-11-04,2007,0
2006-11-05,2007,0
2006-11-06,2007,0
2006-11-07,2007,0
2006-11-08,2007,0
2006-11-09,2007,0
2006-11-10,2007,0
2006-11-11,2007,0
2006-11-12,2007,0
2006-11-13,2007,1.5528
2006-11-14,2007,0.0928
2006-11-15,2007,0
2006-11-16,2007,0
2006-11-17,2007,0
2006-11-18,2007,0
2006-11-19,2007,0
2006-11-20,2007,0
2006-11-21,2007,0
2006-11-22,2007,0
2006-11-23,2007,0
2006-11-24,2007,0
2006-11-25,2007,0
2006-11-26,2007,0
2006-11-27,2007,0
2006-11-28,2007,0
2006-11-29,2007,2.8136
2006-11-30,2007,3.1963
2006-12-01,2007,2.1111
2006-12-02,2007,0.984
2006-12-03,2007,0.3808
2006-12-04,2007,0.1876
2006-12-05,2007,0.0981
2006-12-06,2007,0.0343
2006-12-07,2007,0
2006-12-08,2007,0
2006-12-09,2007,0
2006-12-10,2007,0
2006-12-11,2007,0
2006-12-12,2007,0.0997
2006-12-13,2007,0.064
2006-12-14,2007,0.0448
2006-12-15,2007,0.0028
2006-12-16,2007,0
2006-12-17,2007,0
2006-12-18,2007,0
2006-12-19,2007,0.3805
2006-12-20,2007,0.9728
2006-12-21,2007,0.5865
2006-12-22,2007,0.0143
2006-12-23,2007,0.0065
2006-12-24,2007,0
2006-12-25,2007,0
2006-12-26,2007,0
2006-12-27,2007,0
2006-12-28,2007,0
2006-12-29,2007,3.7706
2006-12-30,2007,4.8471
2006-12-31,2007,2.2323
2007-01-01,2007,1.0892
2007-01-02,2007,0.5816
2007-01-03,2007,0.375
2007-01-04,2007,0.2883
2007-01-05,2007,0.1121
2007-01-06,2007,1.5939
2007-01-07,2007,0.6276
2007-01-08,2007,0.2251
2007-01-09,2007,0.065
2007-01-10,2007,0.0284
2007-01-11,2007,0.0068
2007-01-12,2007,0
2007-01-13,2007,3.743
2007-01-14,2007,4.3403
2007-01-15,2007,3.8787
2007-01-16,2007,3.258
2007-01-17,2007,2.6505
2007-01-18,2007,1.9056
2007-01-19,2007,1.2363
2007-01-20,2007,2.4063
2007-01-21,2007,10.9974
2007-01-22,2007,10.0786
2007-01-23,2007,8.8478
2007-01-24,2007,7.263
2007-01-25,2007,6.1247
2007-01-26,2007,5.2289
2007-01-27,2007,3.9898
2007-01-28,2007,2.7151
2007-01-29,2007,2.3824
2007-01-30,2007,2.2243
2007-01-31,2007,5.0387
2007-02-01,2007,17.7418
2007-02-02,2007,17.294
2007-02-03,2007,16.0509
2007-02-04,2007,13.7917
2007-02-05,2007,11.6988
2007-02-06,2007,10.1519
2007-02-07,2007,8.1966
2007-02-08,2007,5.666
2007-02-09,2007,3.2568
2007-02-10,2007,1.5898
2007-02-11,2007,0.2882
2007-02-12,2007,0.1027
2007-02-13,2007,0.0337
2007-02-15,2007,0.0234
2007-02-16,2007,0.0137
2007-02-17,2007,0
2007-02-18,2007,0
2007-02-19,2007,0
2007-02-20,2007,0.5099
2007-02-21,2007,0.3751
2007-02-22,2007,0.0074
2007-02-23,2007,0
2007-02-24,2007,2.3212
2007-02-25,2007,0.9391
2007-02-26,2007,0.1176
2007-02-27,2007,0
2007-02-28,2007,0
2007-03-01,2007,0.9077
2007-03-02,2007,0.2578
2007-03-03,2007,0.0211
2007-03-04,2007,0
2007-03-05,2007,0
2007-03-06,2007,0
2007-03-07,2007,0
2007-03-08,2007,0
2007-03-09,2007,0
2007-03-10,2007,0
2007-03-11,2007,0
2007-03-12,2007,0
2007-03-13,2007,0
2007-03-14,2007,0
2007-03-15,2007,0
2007-03-16,2007,0
2007-03-17,2007,0
2007-03-18,2007,0
2007-03-19,2007,0
2007-03-20,2007,0
2007-03-21,2007,0
2007-03-22,2007,0
2007-03-23,2007,0
2007-03-24,2007,0
2007-03-25,2007,0
2007-03-27,2007,0
2007-03-28,2007,3.0265
2007-03-29,2007,7.9264
2007-03-30,2007,14.8788
2007-03-31,2007,13.7875
2007-04-01,2007,3.6709
2007-04-02,2007,0
2007-04-03,2007,0
2007-04-04,2007,0
2007-04-05,2007,0
2007-04-06,2007,0
2007-04-07,2007,0
2007-04-08,2007,0
2007-04-09,2007,0
2007-04-10,2007,0
2007-04-11,2007,0
2007-04-12,2007,0
2007-04-13,2007,0
2007-04-14,2007,0
2007-04-15,2007,0
2007-04-16,2007,0
2007-04-17,2007,0
2007-04-18,2007,0
2007-04-19,2007,0
2007-04-20,2007,0
2007-04-21,2007,0
2007-04-22,2007,0
2007-04-23,2007,0
2007-04-24,2007,0
2007-04-25,2007,0
2007-04-26,2007,0
2007-04-27,2007,0
2007-04-28,2007,0
2007-04-29,2007,0
2007-04-30,2007,0
2007-11-01,2008,0
2007-11-02,2008,0
2007-11-03,2008,0
2007-11-04,2008,0
2007-11-05,2008,0
2007-11-06,2008,0
2007-11-07,2008,0
2007-11-08,2008,0
2007-11-09,2008,0
2007-11-10,2008,0
2007-11-11,2008,0
2007-11-12,2008,0
2007-11-13,2008,0
2007-11-14,2008,0
2007-11-15,2008,0
2007-11-16,2008,0
2007-11-17,2008,0
2007-11-18,2008,0
2007-11-19,2008,0
2007-11-20,2008,0
2007-11-21,2008,0
2007-11-22,2008,0
2007-11-23,2008,0
2007-11-24,2008,0
2007-11-25,2008,0
2007-11-26,2008,0
2007-11-27,2008,0
2007-11-28,2008,0
2007-11-29,2008,0
2007-11-30,2008,0
2007-12-01,2008,0
2007-12-02,2008,0
2007-12-03,2008,0
2007-12-04,2008,0
2007-12-05,2008,0
2007-12-06,2008,0
2007-12-07,2008,0
2007-12-08,2008,0
2007-12-09,2008,2.1545
2007-12-10,2008,1.7246
2007-12-11,2008,20.5639
2007-12-12,2008,21.6599
2007-12-13,2008,21.3465
2007-12-14,2008,21.264
2007-12-15,2008,21.0564
2007-12-16,2008,20.3378
2007-12-17,2008,19.8068
2007-12-18,2008,18.3247
2007-12-19,2008,17.1182
2007-12-20,2008,15.9418
2007-12-21,2008,14.747
2007-12-22,2008,15.3272
2007-12-23,2008,14.0201
2007-12-24,2008,12.5693
2007-12-25,2008,11.3605
2007-12-26,2008,9.9783
2007-12-27,2008,9.4271
2007-12-28,2008,8.8012
2007-12-29,2008,8.4774
2007-12-30,2008,7.9316
2007-12-31,2008,7.0288
2008-01-01,2008,5.9984
2008-01-02,2008,5.4384
2008-01-03,2008,4.9318
2008-01-04,2008,4.5636
2008-01-05,2008,4.118
2008-01-06,2008,0
2008-01-07,2008,7.4294
2008-01-08,2008,32.0054
2008-01-09,2008,31.5422
2008-01-10,2008,31.0678
2008-01-11,2008,29.9985
2008-01-12,2008,28.3797
2008-01-13,2008,27.3697
2008-01-14,2008,26.303
2008-01-15,2008,25.4623
2008-01-16,2008,23.9379
2008-01-17,2008,22.4753
2008-01-18,2008,21.5351
2008-01-19,2008,20.3648
2008-01-20,2008,19.4305
2008-01-21,2008,17.2924
2008-01-22,2008,14.6568
2008-01-23,2008,14.0416
2008-01-24,2008,13.406
2008-01-25,2008,19.4367
2008-01-26,2008,18.7363
2008-01-27,2008,17.7919
2008-01-28,2008,13.2317
2008-01-29,2008,21.2913
2008-01-30,2008,20.3786
2008-01-31,2008,19.6224
2008-02-01,2008,18.9728
2008-02-02,2008,17.9206
2008-02-03,2008,20.4361
2008-02-04,2008,36.4618
2008-02-05,2008,37.4041
2008-02-06,2008,36.4965
2008-02-07,2008,36.114
2008-02-08,2008,34.9399
2008-02-09,2008,33.1919
2008-02-10,2008,31.9427
2008-02-11,2008,31.4087
2008-02-12,2008,30.3012
2008-02-13,2008,28.2239
2008-02-14,2008,21.3753
2008-02-15,2008,30.4264
2008-02-16,2008,31.7593
2008-02-17,2008,30.5091
2008-02-18,2008,28.4295
2008-02-19,2008,27.0239
2008-02-20,2008,26.0984
2008-02-21,2008,30.9467
2008-02-22,2008,36.2513
2008-02-23,2008,53.3468
2008-02-24,2008,58.3889
2008-02-25,2008,51.1946
2008-02-26,2008,47.1903
2008-02-27,2008,42.7445
2008-02-28,2008,39.8047
2008-02-29,2008,31.1344
2008-03-01,2008,22.8988
2008-03-02,2008,8.8637
2008-03-03,2008,7.6528
2008-03-04,2008,7.3094
2008-03-05,2008,6.4426
2008-03-06,2008,6.0936
2008-03-07,2008,5.7819
2008-03-08,2008,5.3927
2008-03-09,2008,4.6863
2008-03-10,2008,3.6085
2008-03-11,2008,2.6001
2008-03-12,2008,1.7943
2008-03-14,2008,0.0631
2008-03-15,2008,0.0045
2008-03-16,2008,6e-04
2008-03-17,2008,0
2008-03-18,2008,0.5183
2008-03-19,2008,0
2008-03-20,2008,0
2008-03-21,2008,0
2008-03-22,2008,0
2008-03-23,2008,0
2008-03-24,2008,0
2008-03-25,2008,0
2008-03-26,2008,0
2008-03-27,2008,0
2008-03-28,2008,0
2008-03-29,2008,0
2008-03-30,2008,0
2008-03-31,2008,0
2008-04-01,2008,0
2008-04-02,2008,0
2008-04-03,2008,0
2008-04-04,2008,0
2008-04-05,2008,0
2008-04-06,2008,0
2008-04-07,2008,0
2008-04-08,2008,0
2008-04-09,2008,0
2008-04-10,2008,0.0673
2008-04-11,2008,0.0302
2008-04-12,2008,0
2008-04-13,2008,0
2008-04-14,2008,0
2008-04-15,2008,0
2008-04-16,2008,0
2008-04-17,2008,0
2008-04-18,2008,0
2008-04-19,2008,0
2008-04-20,2008,0
2008-04-21,2008,0
2008-04-22,2008,0
2008-04-23,2008,0
2008-04-24,2008,0
2008-04-25,2008,0
2008-04-26,2008,0
2008-04-27,2008,0
2008-04-28,2008,0
2008-04-29,2008,0
2008-04-30,2008,0
2008-11-01,2009,0
2008-11-02,2009,0
2008-11-03,2009,0
2008-11-04,2009,0
2008-11-05,2009,0
2008-11-06,2009,0
2008-11-07,2009,0
2008-11-08,2009,0
2008-11-09,2009,0
2008-11-10,2009,0
2008-11-11,2009,0.1356
2008-11-12,2009,0.0017
2008-11-13,2009,0
2008-11-14,2009,0
2008-11-15,2009,0
2008-11-16,2009,0
2008-11-17,2009,0
2008-11-18,2009,0
2008-11-19,2009,0
2008-11-20,2009,0
2008-11-21,2009,0
2008-11-22,2009,0
2008-11-23,2009,0
2008-11-24,2009,0
2008-11-25,2009,0
2008-11-26,2009,0
2008-11-27,2009,0
2008-11-28,2009,0.0023
2008-11-29,2009,0.0023
2008-11-30,2009,0
2008-12-01,2009,0
2008-12-02,2009,0
2008-12-03,2009,0
2008-12-04,2009,0
2008-12-05,2009,0
2008-12-06,2009,0
2008-12-07,2009,0
2008-12-08,2009,0
2008-12-09,2009,1.355
2008-12-10,2009,0.0972
2008-12-11,2009,0
2008-12-12,2009,0
2008-12-13,2009,0
2008-12-14,2009,0.0503
2008-12-15,2009,6.484
2008-12-16,2009,12.6012
2008-12-17,2009,30.2717
2008-12-18,2009,34.0326
2008-12-19,2009,38.9733
2008-12-20,2009,37.9074
2008-12-21,2009,36.3782
2008-12-22,2009,35.3006
2008-12-23,2009,39.0865
2008-12-24,2009,48.0791
2008-12-25,2009,47.7208
2008-12-26,2009,55.4861
2008-12-27,2009,59.9791
2008-12-28,2009,58.9712
2008-12-29,2009,58.2907
2008-12-30,2009,57.4942
2008-12-31,2009,56.9141
2009-01-01,2009,55.0802
2009-01-02,2009,52.3781
2009-01-03,2009,45.0521
2009-01-04,2009,43.4978
2009-01-05,2009,44.1727
2009-01-06,2009,44.3745
2009-01-07,2009,43.3438
2009-01-08,2009,41.174
2009-01-09,2009,38.2485
2009-01-10,2009,31.8034
2009-01-11,2009,29.3459
2009-01-12,2009,26.5516
2009-01-13,2009,23.6223
2009-01-14,2009,21.8485
2009-01-15,2009,19.7072
2009-01-16,2009,18.8277
2009-01-17,2009,18.3883
2009-01-18,2009,17.8297
2009-01-19,2009,17.298
2009-01-20,2009,16.6822
2009-01-21,2009,15.1967
2009-01-22,2009,14.5189
2009-01-23,2009,12.3074
2009-01-24,2009,10.6602
2009-01-25,2009,8.7944
2009-01-26,2009,7.0365
2009-01-27,2009,7.6367
2009-01-28,2009,7.0435
2009-01-29,2009,6.8167
2009-01-30,2009,6.6743
2009-01-31,2009,6.5285
2009-02-01,2009,6.4359
2009-02-02,2009,6.2674
2009-02-03,2009,6.1791
2009-02-04,2009,6.0022
2009-02-05,2009,5.8237
2009-02-06,2009,4.7112
2009-02-07,2009,3.5788
2009-02-08,2009,2.6184
2009-02-09,2009,5.6696
2009-02-10,2009,18.2572
2009-02-11,2009,25.9203
2009-02-12,2009,25.0452
2009-02-13,2009,24.0209
2009-02-14,2009,23.0006
2009-02-15,2009,23.3211
2009-02-16,2009,21.8885
2009-02-17,2009,18.384
2009-02-18,2009,16.6637
2009-02-19,2009,15.5451
2009-02-20,2009,14.1696
2009-02-21,2009,12.6662
2009-02-22,2009,11.1829
2009-02-23,2009,4.9726
2009-02-24,2009,1.2381
2009-02-25,2009,0.56
2009-02-26,2009,0.0033
2009-02-27,2009,0
2009-02-28,2009,0
2009-03-01,2009,0
2009-03-02,2009,0
2009-03-03,2009,0
2009-03-04,2009,0
2009-03-05,2009,0
2009-03-06,2009,0
2009-03-07,2009,0
2009-03-08,2009,2.9104
2009-03-09,2009,1.5367
2009-03-10,2009,0.0057
2009-03-11,2009,0.1223
2009-03-12,2009,0
2009-03-13,2009,0
2009-03-14,2009,0
2009-03-15,2009,0
2009-03-16,2009,0
2009-03-17,2009,0
2009-03-18,2009,0
2009-03-19,2009,0
2009-03-20,2009,0
2009-03-21,2009,0
2009-03-22,2009,0
2009-03-23,2009,0
2009-03-24,2009,0
2009-03-25,2009,0
2009-03-26,2009,0
2009-03-27,2009,5.451
2009-03-28,2009,3.349
2009-03-29,2009,0.6585
2009-03-30,2009,0
2009-03-31,2009,3.4036
2009-04-01,2009,0.2104
2009-04-02,2009,0
2009-04-03,2009,0
2009-04-04,2009,2.1359
2009-04-05,2009,3.6503
2009-04-06,2009,2.2068
2009-04-07,2009,0
2009-04-08,2009,0
2009-04-09,2009,0
2009-04-10,2009,0
2009-04-11,2009,0
2009-04-12,2009,0
2009-04-13,2009,0
2009-04-14,2009,0
2009-04-15,2009,0
2009-04-16,2009,0.9324
2009-04-17,2009,1.955
