"date","waterYear","pdsi"
2006-03-20,2006,-2.7543
2006-04-01,2006,-2.6233
2006-04-10,2006,-2.5783
2006-04-20,2006,-2.6098
2006-05-01,2006,-2.7076
2006-05-10,2006,-2.8356
2006-05-20,2006,-2.9461
2006-06-01,2006,-3.0325
2006-06-10,2006,-3.0242
2006-06-20,2006,-2.973
2006-07-01,2006,-2.88
2006-07-10,2006,-2.6142
2006-07-20,2006,-2.4569
2006-08-01,2006,-2.1209
2006-08-10,2006,-1.9383
2006-08-20,2006,-1.741
2006-09-01,2006,-1.8002
2006-09-10,2006,-1.7789
2006-09-20,2006,-1.6769
2006-10-01,2007,-1.5252
2006-10-10,2007,-1.2234
2006-10-20,2007,-0.7598
2006-11-01,2007,1.5902
2006-11-10,2007,1.6393
2006-11-20,2007,1.434
2006-12-01,2007,1.1628
2006-12-10,2007,0.9226
2006-12-20,2007,0.7767
2007-01-01,2007,0.7016
2007-01-10,2007,0.5984
2007-01-20,2007,-0.1045
2007-02-01,2007,-0.82
2007-02-10,2007,-0.8585
2007-02-20,2007,-0.8578
2007-03-01,2007,-0.9185
2007-03-10,2007,-0.93
2007-03-20,2007,-1.065
2007-04-01,2007,-1.0488
2007-04-10,2007,-1.0048
2007-04-20,2007,-0.8547
2007-05-01,2007,-0.8006
2007-05-10,2007,0.3275
2007-05-20,2007,0.7429
2007-06-01,2007,1.0737
2007-06-10,2007,1.0637
2007-06-20,2007,1.0745
2007-07-01,2007,0.9511
2007-07-10,2007,0.859
2007-07-20,2007,0.7231
2007-08-01,2007,0.7285
2007-08-10,2007,0.8011
2007-08-20,2007,0.8783
2007-09-01,2007,0.7553
2007-09-10,2007,-0.2383
2007-09-20,2007,-0.613
2007-10-01,2008,-0.6336
2007-10-10,2008,-0.6639
2007-10-20,2008,-0.646
2007-11-01,2008,-0.9102
2007-11-10,2008,-1.1492
2007-11-20,2008,-1.3705
2007-12-01,2008,-1.4922
2007-12-10,2008,-1.2332
2007-12-20,2008,-0.7458
2008-01-01,2008,0.3473
2008-01-10,2008,1.1978
2008-01-20,2008,1.3333
2008-02-01,2008,1.5714
2008-02-10,2008,1.6683
2008-02-20,2008,1.7427
2008-03-01,2008,1.8251
2008-03-10,2008,1.6499
2008-03-20,2008,1.461
2008-04-01,2008,1.1827
2008-04-10,2008,0.986
2008-04-20,2008,0.7868
2008-05-01,2008,0.5953
2008-05-10,2008,-1.0707
2008-05-20,2008,-1.199
2008-06-01,2008,-1.2105
2008-06-10,2008,-1.1463
2008-06-20,2008,-1.0944
2008-07-01,2008,-1.0957
2008-07-10,2008,-1.173
2008-07-20,2008,-1.194
2008-08-01,2008,-1.1475
2008-08-10,2008,-1.0552
2008-08-20,2008,-1.1188
2008-09-01,2008,-1.2242
2008-09-10,2008,-1.3879
2008-09-20,2008,-1.4767
2008-10-01,2009,-1.6257
2008-10-10,2009,-1.6964
2008-10-20,2009,-1.7326
2008-11-01,2009,-1.8367
2008-11-10,2009,-1.96
2008-11-20,2009,-2.0766
2008-12-01,2009,-2.018
2008-12-10,2009,-2.0187
2008-12-20,2009,-1.8879
2009-01-01,2009,-1.6213
2009-01-10,2009,-1.3763
2009-01-20,2009,-1.2537
2009-02-01,2009,-1.3295
2009-02-10,2009,-1.3276
2009-02-20,2009,-1.3744
2009-03-01,2009,-1.4645
2009-03-10,2009,-1.6673
2009-03-20,2009,-1.8604
2009-04-01,2009,-2.0136
2009-04-10,2009,-2.1015
2009-04-20,2009,-2.0342
2009-05-01,2009,-2.0109
2009-05-10,2009,-1.8914
2009-05-20,2009,-1.9158
2009-06-01,2009,-1.6785
2009-06-10,2009,-1.4826
2009-06-20,2009,-1.192
2009-07-01,2009,-1.0676
2009-07-10,2009,-1.0724
2009-07-20,2009,-1.1887
2009-08-01,2009,-1.3887
2009-08-10,2009,-1.6313
2009-08-20,2009,-1.862
2009-09-01,2009,-2.0373
2009-09-10,2009,-2.1659
2009-09-20,2009,-2.1716
2009-10-01,2010,-2.2874
2009-10-10,2010,-2.4189
2009-10-20,2010,-2.526
2009-11-01,2010,-2.5874
2009-11-10,2010,-2.6501
2009-11-20,2010,-2.6971
2009-12-01,2010,-2.7608
2009-12-10,2010,-2.6822
2009-12-20,2010,-2.6098
2010-01-01,2010,-2.4069
2010-01-10,2010,-2.3539
2010-01-20,2010,-2.1995
2010-02-01,2010,-1.8247
2010-02-10,2010,-1.201
2010-02-20,2010,-0.7248
2010-03-01,2010,1.6308
2010-03-10,2010,1.9986
2010-03-20,2010,2.1945
2010-04-01,2010,2.202
2010-04-10,2010,2.0204
2010-04-20,2010,1.7422
2010-05-01,2010,1.5834
2010-05-10,2010,1.4311
2010-05-20,2010,1.2799
2010-06-01,2010,1.025
2010-06-10,2010,0.7924
2010-06-20,2010,0.6435
2010-07-01,2010,0.5371
2010-07-10,2010,-1.0745
2010-07-20,2010,-1.22
2010-08-01,2010,-1.2254
2010-08-10,2010,-0.8949
2010-08-20,2010,0.4404
2010-09-01,2010,0.9849
2010-09-10,2010,0.8565
2010-09-20,2010,0.5452
2010-10-01,2011,-0.0583
2010-10-10,2011,-0.0193
2010-10-20,2011,0.0702
2010-11-01,2011,0.5494
2010-11-10,2011,0.5558
2010-11-20,2011,0.5584
2010-12-01,2011,-0.2004
2010-12-10,2011,-0.225
2010-12-20,2011,-0.5435
2011-01-01,2011,0.2997
2011-01-10,2011,0.5839
2011-01-20,2011,0.7973
2011-02-01,2011,0.61
2011-02-10,2011,0.5291
2011-02-20,2011,-0.1106
2011-03-01,2011,-0.1715
2011-03-10,2011,-0.625
2011-03-20,2011,-0.7935
2011-04-01,2011,-0.9416
2011-04-10,2011,-1.0576
2011-04-20,2011,-1.1301
2011-05-01,2011,-1.0221
2011-05-10,2011,-0.9669
2011-05-20,2011,-0.6914
2011-06-01,2011,-0.5891
2011-06-10,2011,0.114
2011-06-20,2011,-0.1214
2011-07-01,2011,-0.1266
2011-07-10,2011,-0.0553
2011-07-20,2011,0.0218
2011-08-01,2011,0.2659
2011-08-10,2011,0.5717
2011-08-20,2011,0.571
2011-09-01,2011,-0.2991
2011-09-10,2011,-0.584
2011-09-20,2011,-0.6137
2011-10-01,2012,-0.6202
2011-10-10,2012,0.2485
2011-10-20,2012,0.0309
2011-11-01,2012,0.1547
2011-11-10,2012,-0.0336
2011-11-20,2012,0.019
2011-12-01,2012,-0.0166
2011-12-10,2012,-0.0511
2011-12-20,2012,0.0435
2012-01-01,2012,0.0162
2012-01-10,2012,-0.0919
2012-01-20,2012,-0.2527
2012-02-01,2012,-0.1329
2012-02-10,2012,-0.0392
2012-02-20,2012,0.0635
2012-03-01,2012,-0.0292
2012-03-10,2012,-0.0825
2012-03-20,2012,-0.6012
2012-04-01,2012,-0.7668
2012-04-10,2012,-0.9911
2012-04-20,2012,-1.1925
2012-05-01,2012,-1.3453
2012-05-10,2012,-1.4896
2012-05-20,2012,-1.6681
2012-06-01,2012,-1.8425
2012-06-10,2012,-1.9821
2012-06-20,2012,-2.0671
2012-07-01,2012,-2.0721
2012-07-10,2012,-1.8022
2012-07-20,2012,-1.4756
2012-08-01,2012,-1.1647
2012-08-10,2012,-1.0473
2012-08-20,2012,-1.127
2012-09-01,2012,-1.3138
2012-09-10,2012,-1.5674
2012-09-20,2012,-1.652
2012-10-01,2013,-1.6894
2012-10-10,2013,-1.7909
2012-10-20,2013,-1.9099
2012-11-01,2013,-2.0963
2012-11-10,2013,-2.1781
2012-11-20,2013,-2.2847
2012-12-01,2013,-2.3693
2012-12-10,2013,-2.5409
2012-12-20,2013,-2.5099
2013-01-01,2013,-2.3439
2013-01-10,2013,-2.184
2013-01-20,2013,-2.1842
2013-02-01,2013,-1.8884
2013-02-10,2013,-1.5797
2013-02-20,2013,-1.2605
2013-03-01,2013,-1.322
2013-03-10,2013,-1.3703
2013-03-20,2013,-1.452
2013-04-01,2013,-1.5785
2013-04-10,2013,-1.6948
2013-04-20,2013,-1.7867
2013-05-01,2013,-1.8657
2013-05-10,2013,-1.956
2013-05-20,2013,-2.0138
2013-06-01,2013,-2.0556
2013-06-10,2013,-2.1479
2013-06-20,2013,-2.2306
2013-07-01,2013,-2.2483
2013-07-10,2013,-2.2595
2013-07-20,2013,-1.9451
2013-08-01,2013,-1.7386
2013-08-10,2013,-1.1946
2013-08-20,2013,-1.0409
2013-09-01,2013,-0.5798
2013-09-10,2013,1.7901
2013-09-20,2013,2.4087
2013-10-01,2014,2.9188
2013-10-10,2014,3.034
2013-10-20,2014,2.9857
2013-11-01,2014,2.7731
2013-11-10,2014,2.5043
2013-11-20,2014,2.356
2013-12-01,2014,2.4482
2013-12-10,2014,2.5313
2013-12-20,2014,2.508
2014-01-01,2014,2.2349
2014-01-10,2014,1.9096
2014-01-20,2014,1.5288
2014-02-01,2014,1.1691
2014-02-10,2014,0.9015
2014-02-20,2014,0.6495
2014-03-01,2014,-1.4717
2014-03-10,2014,-1.4735
2014-03-20,2014,-1.4672
2014-04-01,2014,-1.5166
2014-04-10,2014,-1.7269
2014-04-20,2014,-1.8796
2014-05-01,2014,-1.9665
2014-05-10,2014,-2.0717
2014-05-20,2014,-2.1725
2014-06-01,2014,-2.1269
2014-06-10,2014,-2.0337
2014-06-20,2014,-1.9116
2014-07-01,2014,-1.97
2014-07-10,2014,-2.0019
2014-07-20,2014,-2.0902
2014-08-01,2014,-2.1393
2014-08-10,2014,-2.2118
2014-08-20,2014,-2.0888
2014-09-01,2014,-1.8611
2014-09-10,2014,-1.4321
2014-09-20,2014,-1.2959
2014-10-01,2015,-1.0256
2014-10-10,2015,-0.9471
2014-10-20,2015,-0.7745
2014-11-01,2015,-0.9422
2014-11-10,2015,-1.1235
2014-11-20,2015,-1.2462
2014-12-01,2015,-1.3393
2014-12-10,2015,-1.3869
2014-12-20,2015,-1.4683
2015-01-01,2015,-1.5123
2015-01-10,2015,-1.6269
2015-01-20,2015,-1.6052
2015-02-01,2015,-1.2678
2015-02-10,2015,-0.9677
2015-02-20,2015,-0.8518
2015-03-01,2015,-0.677
2015-03-10,2015,0.2349
2015-03-20,2015,1.1323
2015-04-01,2015,0.9498
2015-04-10,2015,0.6241
2015-04-20,2015,-0.1121
2015-05-01,2015,-0.5161
2015-05-10,2015,0.3263
2015-05-20,2015,1.2947
2015-06-01,2015,1.8621
2015-06-10,2015,2.6679
2015-06-20,2015,3.456
2015-07-01,2015,4.2129
2015-07-10,2015,4.7198
2015-07-20,2015,5.021
2015-08-01,2015,5.1506
2015-08-10,2015,5.1945
2015-08-20,2015,4.9415
2015-09-01,2015,4.8122
2015-09-10,2015,4.3797
2015-09-20,2015,3.998
2015-10-01,2016,3.5914
2015-10-10,2016,3.5092
2015-10-20,2016,3.6476
2015-11-01,2016,3.8786
2015-11-10,2016,3.9408
2015-11-20,2016,4.0648
2015-12-01,2016,4.1033
2015-12-10,2016,3.9689
2015-12-20,2016,3.7984
2016-01-01,2016,3.9963
2016-01-10,2016,4.4506
2016-01-20,2016,4.7522
2016-02-01,2016,4.8993
2016-02-10,2016,4.9942
2016-02-20,2016,4.9958
2016-03-01,2016,4.7768
2016-03-10,2016,4.5287
2016-03-20,2016,4.178
2016-04-01,2016,3.7846
2016-04-10,2016,3.5088
2016-04-20,2016,3.3534
2016-05-01,2016,3.2055
2016-05-10,2016,3.2488
2016-05-20,2016,3.2447
2016-06-01,2016,3.2588
2016-06-10,2016,3.0745
2016-06-20,2016,2.8426
2016-07-01,2016,2.6752
2016-07-10,2016,2.7461
2016-07-20,2016,2.7416
2016-08-01,2016,2.6166
2016-08-10,2016,2.7005
2016-08-20,2016,2.7761
2016-09-01,2016,3.0912
2016-09-10,2016,2.9612
2016-09-20,2016,2.7842
2016-10-01,2017,2.6349
2016-10-10,2017,2.4873
2016-10-20,2017,2.3837
2016-11-01,2017,2.0638
2016-11-10,2017,1.9743
2016-11-20,2017,1.8891
2016-12-01,2017,2.1402
2016-12-10,2017,2.1535
2016-12-20,2017,2.4323
2017-01-01,2017,2.5879
2017-01-10,2017,2.8659
2017-01-20,2017,2.9983
2017-02-01,2017,3.2627
2017-02-10,2017,3.4902
2017-02-20,2017,3.4336
2017-03-01,2017,3.4416
2017-03-10,2017,3.3486
2017-03-20,2017,3.1645
2017-04-01,2017,2.9385
2017-04-10,2017,2.9171
2017-04-20,2017,2.9126
2017-05-01,2017,-0.6012
2017-05-10,2017,-0.6008
2017-05-20,2017,0.0997
2017-06-01,2017,3.2678
2017-06-10,2017,3.1178
2017-06-20,2017,2.8648
2017-07-01,2017,2.6373
2017-07-10,2017,2.3977
2017-07-20,2017,2.2619
2017-08-01,2017,2.4461
2017-08-10,2017,2.6269
2017-08-20,2017,2.6651
2017-09-01,2017,2.2941
2017-09-10,2017,1.8294
2017-09-20,2017,1.4165
2017-10-01,2018,1.368
2017-10-10,2018,1.3526
2017-10-20,2018,1.3474
2017-11-01,2018,0.9845
2017-11-10,2018,0.6587
2017-11-20,2018,-1.5677
2017-12-01,2018,-1.7798
2017-12-10,2018,-2.0181
2017-12-20,2018,-2.2703
2018-01-01,2018,-2.4858
2018-01-10,2018,-2.6374
2018-01-20,2018,-2.7448
2018-02-01,2018,-2.848
2018-02-10,2018,-3.057
2018-02-20,2018,-3.1885
2018-03-01,2018,-3.2736
2018-03-10,2018,-3.3476
2018-03-20,2018,-3.4173
2018-04-01,2018,-3.5023
2018-04-10,2018,-3.4867
2018-04-20,2018,-3.5451
2018-05-01,2018,-3.587
2018-05-10,2018,-3.5907
2018-05-20,2018,-3.596
2018-06-01,2018,-3.5807
2018-06-10,2018,-3.6654
2018-06-20,2018,-3.5436
2018-07-01,2018,-3.3799
2018-07-10,2018,-3.2633
2018-07-20,2018,-3.2018
2018-08-01,2018,-3.2627
2018-08-10,2018,-3.383
2018-08-20,2018,-3.6601
2018-09-01,2018,-3.9146
2018-09-10,2018,-4.1632
2018-09-20,2018,-4.3965
2018-10-01,2019,-4.5976
2018-10-10,2019,-4.6555
2018-10-20,2019,-4.532
2018-11-01,2019,-4.3512
2018-11-10,2019,-4.3046
2018-11-20,2019,-4.3223
2018-12-01,2019,-4.31
2018-12-10,2019,-4.1698
2018-12-20,2019,-4.0826
2019-01-01,2019,-3.6569
2019-01-10,2019,-3.3814
2019-01-20,2019,-2.9025
2019-02-01,2019,-2.7571
2019-02-10,2019,-2.6641
2019-02-20,2019,-2.2011
2019-03-01,2019,-1.7897
2019-03-10,2019,-1.3161
2019-03-20,2019,-0.8924
2019-04-01,2019,2.3372
2019-04-10,2019,2.6232
2019-04-20,2019,2.5159
2019-05-01,2019,2.3794
2019-05-10,2019,2.3213
2019-05-20,2019,2.46
2019-06-01,2019,2.7163
2019-06-10,2019,2.8862
2019-06-20,2019,2.9263
2019-07-01,2019,2.7851
