"date","waterYear","pdsi"
2012-01-20,2012,-0.3141
2012-02-01,2012,-0.6258
2012-02-10,2012,-0.7731
2012-02-20,2012,-0.8309
2012-03-01,2012,-0.9575
2012-03-10,2012,-1.0715
2012-03-20,2012,-1.1136
2012-04-01,2012,-1.2122
2012-04-10,2012,-1.3184
2012-04-20,2012,-1.49
2012-05-01,2012,-1.577
2012-05-10,2012,-1.5813
2012-05-20,2012,-1.6368
2012-06-01,2012,-1.7031
2012-06-10,2012,-1.7598
2012-06-20,2012,-1.7842
2012-07-01,2012,-1.7831
2012-07-10,2012,-1.7748
2012-07-20,2012,-1.552
2012-08-01,2012,-0.8707
2012-08-10,2012,1.2847
2012-08-20,2012,1.5074
2012-09-01,2012,1.2597
2012-09-10,2012,1.1155
2012-09-20,2012,1.0749
2012-10-01,2013,0.9739
2012-10-10,2013,0.7545
2012-10-20,2013,-0.2134
2012-11-01,2013,-0.9207
2012-11-10,2013,-1.046
2012-11-20,2013,-1.2533
2012-12-01,2013,-1.4635
2012-12-10,2013,-1.7098
2012-12-20,2013,-1.6085
2013-01-01,2013,-1.5401
2013-01-10,2013,-1.4085
2013-01-20,2013,-1.5434
2013-02-01,2013,-1.231
2013-02-10,2013,-0.9305
2013-02-20,2013,-0.6747
2013-03-01,2013,-0.8441
2013-03-10,2013,-0.9213
2013-03-20,2013,-1.0132
2013-04-01,2013,-1.1228
2013-04-10,2013,-1.2853
2013-04-20,2013,-1.4383
2013-05-01,2013,-1.5681
2013-05-10,2013,-1.6612
2013-05-20,2013,-1.7247
2013-06-01,2013,-1.7427
2013-06-10,2013,-1.795
2013-06-20,2013,-1.8215
2013-07-01,2013,-1.82
2013-07-10,2013,-1.8289
2013-07-20,2013,-1.5159
2013-08-01,2013,-0.9401
2013-08-10,2013,1.3426
2013-08-20,2013,1.6235
2013-09-01,2013,1.8912
2013-09-10,2013,2.6576
2013-09-20,2013,3.2993
2013-10-01,2014,3.5996
2013-10-10,2014,3.286
2013-10-20,2014,2.9484
2013-11-01,2014,2.6784
2013-11-10,2014,2.4622
2013-11-20,2014,2.2297
2013-12-01,2014,2.5191
2013-12-10,2014,2.8187
2013-12-20,2014,3.2938
2014-01-01,2014,3.1624
2014-01-10,2014,2.8836
2014-01-20,2014,2.6893
2014-02-01,2014,2.3674
2014-02-10,2014,2.0754
2014-02-20,2014,1.7574
2014-03-01,2014,1.47
2014-03-10,2014,1.2884
2014-03-20,2014,1.1452
2014-04-01,2014,0.9686
2014-04-10,2014,0.6986
2014-04-20,2014,-1.683
2014-05-01,2014,-1.7568
2014-05-10,2014,-1.7914
2014-05-20,2014,-1.7698
2014-06-01,2014,-1.7612
2014-06-10,2014,-1.7469
2014-06-20,2014,-1.725
2014-07-01,2014,-1.7255
2014-07-10,2014,-1.6639
2014-07-20,2014,-1.6661
2014-08-01,2014,-1.6618
2014-08-10,2014,-1.6875
2014-08-20,2014,-1.3195
2014-09-01,2014,-0.9542
2014-09-10,2014,-0.5683
2014-09-20,2014,-0.6791
2014-10-01,2015,0.1641
2014-10-10,2015,0.9013
2014-10-20,2015,0.945
2014-11-01,2015,0.6243
2014-11-10,2015,-0.2387
2014-11-20,2015,-0.7244
2014-12-01,2015,-0.9331
2014-12-10,2015,-0.8591
2014-12-20,2015,-0.7884
2015-01-01,2015,-0.7439
2015-01-10,2015,-0.8946
2015-01-20,2015,-0.9484
2015-02-01,2015,-0.7715
2015-02-10,2015,-0.7048
2015-02-20,2015,-0.7944
2015-03-01,2015,-0.682
2015-03-10,2015,0.3649
2015-03-20,2015,0.891
2015-04-01,2015,0.8576
2015-04-10,2015,0.5487
2015-04-20,2015,-0.284
2015-05-01,2015,-0.7737
2015-05-10,2015,-0.822
2015-05-20,2015,-0.7433
2015-06-01,2015,0.2352
2015-06-10,2015,0.6606
2015-06-20,2015,1.2723
2015-07-01,2015,1.868
2015-07-10,2015,2.1075
2015-07-20,2015,2.1158
2015-08-01,2015,2.012
2015-08-10,2015,2.0324
2015-08-20,2015,1.9966
2015-09-01,2015,2.0776
2015-09-10,2015,1.8002
2015-09-20,2015,1.5285
2015-10-01,2016,1.2579
2015-10-10,2016,1.3122
2015-10-20,2016,1.5023
2015-11-01,2016,1.8113
2015-11-10,2016,2.0071
2015-11-20,2016,2.17
2015-12-01,2016,2.1722
2015-12-10,2016,1.9613
2015-12-20,2016,1.611
2016-01-01,2016,1.2936
2016-01-10,2016,1.1728
2016-01-20,2016,1.1188
2016-02-01,2016,1.2309
2016-02-10,2016,1.1597
2016-02-20,2016,1.0432
2016-03-01,2016,0.7675
2016-03-10,2016,-1.0055
2016-03-20,2016,-1.1871
2016-04-01,2016,-1.3334
2016-04-10,2016,-1.4527
2016-04-20,2016,-1.3801
2016-05-01,2016,-1.2929
2016-05-10,2016,-1.1112
2016-05-20,2016,-1.0335
2016-06-01,2016,-0.9583
2016-06-10,2016,-0.9753
2016-06-20,2016,-1.0235
2016-07-01,2016,-0.9785
2016-07-10,2016,-0.8662
2016-07-20,2016,-0.7825
2016-08-01,2016,-0.6936
2016-08-10,2016,-0.5219
2016-08-20,2016,0.1022
2016-09-01,2016,0.5109
2016-09-10,2016,0.268
2016-09-20,2016,-0.0226
2016-10-01,2017,-0.0334
2016-10-10,2017,-0.0567
2016-10-20,2017,-0.0263
2016-11-01,2017,-0.2174
2016-11-10,2017,-0.2874
2016-11-20,2017,-0.363
2016-12-01,2017,-0.3706
2016-12-10,2017,-0.4735
2016-12-20,2017,-0.5129
2017-01-01,2017,-0.349
2017-01-10,2017,-0.1221
2017-01-20,2017,0.4186
2017-02-01,2017,0.5628
2017-02-10,2017,0.6934
2017-02-20,2017,0.7168
2017-03-01,2017,0.6577
2017-03-10,2017,0.6169
2017-03-20,2017,-0.1679
2017-04-01,2017,-0.1373
2017-04-10,2017,0.0979
2017-04-20,2017,0.1128
2017-05-01,2017,-0.8492
2017-05-10,2017,-0.9288
2017-05-20,2017,-0.9491
2017-06-01,2017,0.1193
2017-06-10,2017,0.0418
2017-06-20,2017,-0.0839
2017-07-01,2017,-0.0618
2017-07-10,2017,-0.0529
2017-07-20,2017,-0.0127
2017-08-01,2017,0.3312
2017-08-10,2017,0.8316
2017-08-20,2017,1.1106
2017-09-01,2017,0.9624
2017-09-10,2017,0.6142
2017-09-20,2017,-0.2727
2017-10-01,2018,-0.8287
2017-10-10,2018,-1.0125
2017-10-20,2018,-1.215
2017-11-01,2018,-1.5146
2017-11-10,2018,-1.7252
2017-11-20,2018,-1.9396
2017-12-01,2018,-2.1475
2017-12-10,2018,-2.3991
2017-12-20,2018,-2.6862
2018-01-01,2018,-3.0128
2018-01-10,2018,-3.2005
2018-01-20,2018,-3.3475
2018-02-01,2018,-3.4233
2018-02-10,2018,-3.5992
2018-02-20,2018,-3.6918
2018-03-01,2018,-3.7299
2018-03-10,2018,-3.7258
2018-03-20,2018,-3.6869
2018-04-01,2018,-3.6868
2018-04-10,2018,-3.6923
2018-04-20,2018,-3.8063
2018-05-01,2018,-3.9063
2018-05-10,2018,-3.9184
2018-05-20,2018,-3.9207
2018-06-01,2018,-3.8741
2018-06-10,2018,-3.8553
2018-06-20,2018,-3.7943
2018-07-01,2018,-3.7074
2018-07-10,2018,-3.6664
2018-07-20,2018,-3.4295
2018-08-01,2018,-3.2958
2018-08-10,2018,-3.2293
2018-08-20,2018,-3.4261
2018-09-01,2018,-3.5514
2018-09-10,2018,-3.6785
2018-09-20,2018,-3.787
2018-10-01,2019,-3.9319
2018-10-10,2019,-3.5608
2018-10-20,2019,-2.894
2018-11-01,2019,-2.1665
2018-11-10,2019,-1.9462
2018-11-20,2019,-1.9845
2018-12-01,2019,-2.0713
2018-12-10,2019,-2.0848
2018-12-20,2019,-2.1489
2019-01-01,2019,-2.1998
2019-01-10,2019,-2.2462
2019-01-20,2019,-2.1632
2019-02-01,2019,-2.1751
2019-02-10,2019,-2.1804
2019-02-20,2019,-1.7629
2019-03-01,2019,-1.2264
2019-03-10,2019,-0.7366
2019-03-20,2019,1.6907
2019-04-01,2019,1.788
2019-04-10,2019,1.7995
2019-04-20,2019,1.4863
2019-05-01,2019,1.2449
2019-05-10,2019,1.2516
2019-05-20,2019,1.4114
2019-06-01,2019,1.7842
2019-06-10,2019,1.9673
2019-06-20,2019,2.1244
2019-07-01,2019,2.0334
