"DateTime","(mm) Snow Depth (SNODAS) at Defiance Plateau, 2009-11-02 to 2011-11-01"
"2010-01-23",701.8266
"2010-01-24",725.6325
"2010-01-25",684.1013
"2010-01-26",660.1517
"2010-01-27",634.6231
"2010-01-28",656.2758
"2010-01-29",701.3598
"2010-01-30",677.1044
"2010-01-31",656.7614
"2010-02-01",639.0722
"2010-02-02",621.3372
"2010-02-03",606.6431
"2010-02-04",618.8912
"2010-02-05",607.597
"2010-02-06",546.7643
"2010-02-07",539.9604
"2010-02-08",596.7092
"2010-02-09",608.1705
"2010-02-10",603.3086
"2010-02-11",597.9056
"2010-02-12",585.7419
"2010-02-13",570.7197
"2010-02-14",552.3146
"2010-02-15",534.2158
"2010-02-16",520.1827
"2010-02-17",511.2828
"2010-02-18",504.0561
"2010-02-19",493.1578
"2010-02-20",466.5649
"2010-02-21",468.7744
"2010-02-22",555.98
"2010-02-23",658.4016
"2010-02-24",787.0713
"2010-02-25",775.9259
"2010-02-26",756.4199
"2010-02-27",735.5958
"2010-02-28",711.7439
"2010-03-01",695.9728
"2010-03-02",686.1224
"2010-03-03",670.3765
"2010-03-04",657.027
"2010-03-05",609.3278
"2010-03-06",605.6184
"2010-03-07",587.1559
"2010-03-08",574.9403
"2010-03-09",577.297
"2010-03-10",632.5464
"2010-03-11",691.0355
"2010-03-12",672.7402
"2010-03-13",647.6991
"2010-03-14",556.527
"2010-03-15",576.7657
"2010-03-16",572.4455
"2010-03-17",531.8648
"2010-03-18",492.2312
"2010-03-19",441.7006
"2010-03-20",427.5806
"2010-03-21",420.6196
"2010-03-22",395.4996
"2010-03-23",350.5872
"2010-03-24",337.6694
"2010-03-25",329.2798
"2010-03-26",299.8553
"2010-03-27",293.8633
"2010-03-28",286.7971
"2010-03-29",275.0106
"2010-03-30",247.9916
"2010-03-31",152.8513
"2010-04-01",92.9273
"2010-04-02",139.329
"2010-04-03",132.2574
"2010-04-04",89.4249
"2010-04-05",65.8189
"2010-04-06",31.1003
"2010-04-07",30.1972
"2010-04-08",28.9557
"2010-04-09",25.1241
"2010-04-10",16.1734
"2010-04-11",8.6523
"2010-04-12",2.5803
"2010-04-13",0.0322
"2010-04-14",0.0271
"2010-04-15",0
"2010-04-16",0
"2010-04-17",0
"2010-04-18",0
"2010-04-19",0
"2010-04-20",0
"2010-04-21",0
"2010-04-22",0.5109
"2010-04-23",27.0919
"2010-04-24",14.9986
"2010-04-25",0
"2010-04-26",0
"2010-04-27",0
"2010-04-28",0
"2010-04-29",0
"2010-04-30",4.3253
"2010-05-01",2.9728
"2010-05-02",0
"2010-05-03",89.5409
"2010-05-04",0.6046
"2010-05-05",0
"2010-05-06",0
"2010-05-07",0
"2010-05-08",0
"2010-05-09",0
"2010-05-10",0
"2010-05-11",0
"2010-05-12",0
"2010-05-13",0
"2010-05-14",0
"2010-05-15",0
"2010-05-16",0
"2010-05-17",0
"2010-05-18",0
"2010-05-19",0
"2010-05-20",0
"2010-05-21",0
"2010-05-22",0
"2010-05-23",0
"2010-05-24",0
"2010-05-25",0
"2010-05-26",0
"2010-05-27",0
"2010-05-28",0
"2010-05-29",0
"2010-05-30",0
"2010-05-31",0
"2010-06-01",0
"2010-06-02",0
"2010-06-03",0
"2010-06-04",0
"2010-06-05",0
"2010-06-06",0
"2010-06-07",0
"2010-06-08",0
"2010-06-09",0
"2010-06-10",0
"2010-06-11",0
"2010-06-12",0
"2010-06-13",0
"2010-06-14",0
"2010-06-15",0
"2010-06-16",0
"2010-06-17",0
"2010-06-18",0
"2010-06-19",0
"2010-06-20",0
"2010-06-21",0
"2010-06-22",0
"2010-06-23",0
"2010-06-24",0
"2010-06-25",0
"2010-06-26",0
"2010-06-27",0
"2010-06-28",0
"2010-06-29",0
"2010-06-30",0
"2010-07-01",0
"2010-07-02",0
"2010-07-03",0
"2010-07-04",0
"2010-07-05",0
"2010-07-06",0
"2010-07-07",0
"2010-07-08",0
"2010-07-09",0
"2010-07-10",0
"2010-07-11",0
"2010-07-12",0
"2010-07-13",0
"2010-07-14",0
"2010-07-15",0
"2010-07-16",0
"2010-07-17",0
"2010-07-18",0
"2010-07-19",0
"2010-07-20",0
"2010-07-21",0
"2010-07-22",0
"2010-07-23",0
"2010-07-24",0
"2010-07-25",0
"2010-07-26",0
"2010-07-27",0
"2010-07-28",0
"2010-07-29",0
"2010-07-30",0
"2010-07-31",0
"2010-08-01",0
"2010-08-02",0
"2010-08-03",0
"2010-08-04",0
"2010-08-05",0
"2010-08-06",0
"2010-08-07",0
"2010-08-08",0
"2010-08-09",0
"2010-08-10",0
"2010-08-11",0
"2010-08-12",0
"2010-08-13",0
"2010-08-14",0
"2010-08-15",0
"2010-08-16",0
"2010-08-17",0
"2010-08-18",0
"2010-08-19",0
"2010-08-20",0
"2010-08-21",0
"2010-08-22",0
"2010-08-23",0
"2010-08-24",0
"2010-08-25",0
"2010-08-26",0
"2010-08-27",0
"2010-08-28",0
"2010-08-29",0
"2010-08-30",0
"2010-08-31",0
"2010-09-01",0
"2010-09-02",0
"2010-09-03",0
"2010-09-04",0
"2010-09-05",0
"2010-09-06",0
"2010-09-07",0
"2010-09-08",0
"2010-09-09",0
"2010-09-10",0
"2010-09-11",0
"2010-09-12",0
"2010-09-13",0
"2010-09-14",0
"2010-09-15",0
"2010-09-16",0
"2010-09-17",0
"2010-09-18",0
"2010-09-19",0
"2010-09-20",0
"2010-09-21",0
"2010-09-22",0
"2010-09-23",0
"2010-09-24",0
"2010-09-25",0
"2010-09-26",0
"2010-09-27",0
"2010-09-28",0
"2010-09-29",0
"2010-09-30",0
"2010-10-01",0
"2010-10-02",0
"2010-10-03",0
"2010-10-04",0
"2010-10-05",0
"2010-10-06",0
"2010-10-07",0
"2010-10-08",0
"2010-10-09",0
"2010-10-10",0
"2010-10-11",0
"2010-10-12",0
"2010-10-13",0
"2010-10-14",0
"2010-10-15",0
"2010-10-16",0
"2010-10-17",0
"2010-10-18",0
"2010-10-19",0
"2010-10-20",0
"2010-10-21",0
"2010-10-22",0
"2010-10-23",0
"2010-10-24",0
"2010-10-25",0
"2010-10-26",0.0007
"2010-10-27",0
"2010-10-28",0
"2010-10-29",0
"2010-10-30",0
"2010-10-31",0
"2010-11-01",0
"2010-11-02",0
"2010-11-03",0
"2010-11-04",0
"2010-11-05",0
"2010-11-06",0
"2010-11-07",0
"2010-11-08",0
"2010-11-09",0
"2010-11-10",0.7797
"2010-11-11",0
"2010-11-12",0
"2010-11-13",0
"2010-11-14",0
"2010-11-15",0
"2010-11-16",0
"2010-11-17",0
"2010-11-18",0
"2010-11-19",0
"2010-11-20",0
"2010-11-21",0
"2010-11-22",10.6314
"2010-11-23",92.2871
"2010-11-24",71.1809
"2010-11-25",90.9481
"2010-11-26",83.4589
"2010-11-27",72.8144
"2010-11-28",44.3766
"2010-11-29",82.9463
"2010-11-30",85.2146
"2010-12-01",73.0888
"2010-12-02",64.3635
"2010-12-03",14.2018
"2010-12-04",2.0291
"2010-12-05",0.2433
"2010-12-06",0
"2010-12-07",0
"2010-12-08",0
"2010-12-09",0
"2010-12-10",0
"2010-12-11",0
"2010-12-12",0
"2010-12-13",0
"2010-12-14",0
"2010-12-15",0
"2010-12-16",3.3552
"2010-12-17",174.375
"2010-12-18",172.2847
"2010-12-19",143.7781
"2010-12-20",28.0355
"2010-12-21",0.4
"2010-12-22",0.038
"2010-12-23",0
"2010-12-24",35.0602
"2010-12-25",31.9376
"2010-12-26",22.8611
"2010-12-27",13.5573
"2010-12-28",10.6989
"2010-12-29",7.5632
"2010-12-30",156.3302
"2010-12-31",307.7333
"2011-01-01",286.8883
"2011-01-02",267.3491
"2011-01-03",250.3182
"2011-01-04",234.9923
"2011-01-05",297.6131
"2011-01-06",282.839
"2011-01-07",267.8839
"2011-01-08",256.5621
"2011-01-09",247.5802
"2011-01-10",237.1411
"2011-01-11",244.918
"2011-01-12",229.1581
"2011-01-13",219.7189
"2011-01-14",210.1911
"2011-01-15",195.1123
"2011-01-16",180.5866
"2011-01-17",128.2064
"2011-01-18",52.0717
"2011-01-19",43.4852
"2011-01-20",35.1876
"2011-01-21",32.7494
"2011-01-22",28.8332
"2011-01-23",25.1877
"2011-01-24",22.5789
"2011-01-25",18.4665
"2011-01-26",15.9564
"2011-01-27",13.8544
"2011-01-28",11.0833
"2011-01-29",8.3377
"2011-01-30",5.4757
"2011-01-31",4.403
"2011-02-01",19.3842
"2011-02-02",14.5653
"2011-02-03",26.8249
"2011-02-04",18.3807
"2011-02-05",7.6045
"2011-02-06",4.465
"2011-02-07",3.4061
"2011-02-08",2.6743
"2011-02-09",24.429
"2011-02-10",18.1788
"2011-02-11",8.9155
"2011-02-12",4.658
"2011-02-13",3.3171
"2011-02-14",1.6211
"2011-02-15",0.1565
"2011-02-16",0.0271
"2011-02-17",0
"2011-02-18",0
"2011-02-19",0
"2011-02-20",50.4481
"2011-02-21",108.9625
"2011-02-22",96.949
"2011-02-23",83.7074
"2011-02-24",70.2358
"2011-02-25",66.5046
"2011-02-26",45.2825
"2011-02-27",20.7651
"2011-02-28",36.6808
"2011-03-01",27.1353
"2011-03-02",3.5041
"2011-03-03",0
"2011-03-04",0
"2011-03-05",0
"2011-03-06",0
"2011-03-07",0
"2011-03-08",98.1606
"2011-03-09",126.1259
"2011-03-10",77.4189
"2011-03-11",16.7788
"2011-03-12",0
"2011-03-13",0
"2011-03-14",0
"2011-03-15",0
"2011-03-16",0
"2011-03-17",0
"2011-03-18",0
"2011-03-19",0
"2011-03-20",0
"2011-03-21",0
"2011-03-22",23.6419
"2011-03-23",55.0008
"2011-03-24",11.2797
"2011-03-25",0.7158
"2011-03-26",0
"2011-03-27",0.019
"2011-03-28",0
"2011-03-29",0
"2011-03-30",0
"2011-03-31",0
"2011-04-01",0
"2011-04-02",0
"2011-04-03",0
"2011-04-04",0
"2011-04-05",0
"2011-04-06",0
"2011-04-07",0
"2011-04-08",0
"2011-04-09",0
"2011-04-10",35.2391
"2011-04-11",24.2489
"2011-04-12",0
"2011-04-13",0
"2011-04-14",0
"2011-04-15",0
"2011-04-16",0
"2011-04-17",0
"2011-04-18",0
"2011-04-19",0
"2011-04-20",0
"2011-04-21",0
"2011-04-22",0
"2011-04-23",0
"2011-04-24",0
"2011-04-25",0
"2011-04-26",0
"2011-04-27",0
"2011-04-28",0
"2011-04-29",0
"2011-04-30",0
"2011-05-01",0
"2011-05-02",0
"2011-05-03",0
"2011-05-04",0
"2011-05-05",0
"2011-05-06",0
"2011-05-07",0
"2011-05-08",0
"2011-05-09",0
"2011-05-10",0
"2011-05-11",0.1909
"2011-05-12",0
"2011-05-13",0
"2011-05-14",0
"2011-05-15",0
"2011-05-16",0
"2011-05-17",0
"2011-05-18",0
"2011-05-19",27.6072
"2011-05-20",3.6251
"2011-05-21",0
"2011-05-22",0
"2011-05-23",0
"2011-05-24",0
"2011-05-25",0
"2011-05-26",0
"2011-05-27",0
"2011-05-28",0
"2011-05-29",0
"2011-05-30",0
"2011-05-31",0
"2011-06-01",0
"2011-06-02",0
"2011-06-03",0
"2011-06-04",0
"2011-06-05",0
"2011-06-06",0
"2011-06-07",0
"2011-06-08",0
"2011-06-09",0
"2011-06-10",0
"2011-06-11",0
"2011-06-12",0
"2011-06-13",0
"2011-06-14",0
"2011-06-15",0
"2011-06-16",0
"2011-06-17",0
"2011-06-18",0
"2011-06-19",0
"2011-06-20",0
"2011-06-21",0
"2011-06-22",0
"2011-06-23",0
"2011-06-24",0
"2011-06-25",0
"2011-06-26",0
"2011-06-27",0
"2011-06-28",0
"2011-06-29",0
"2011-06-30",0
"2011-07-01",0
"2011-07-02",0
"2011-07-03",0
"2011-07-04",0
"2011-07-05",0
"2011-07-06",0
"2011-07-07",0
"2011-07-08",0
"2011-07-09",0
"2011-07-10",0
"2011-07-11",0
"2011-07-12",0
"2011-07-13",0
"2011-07-14",0
"2011-07-15",0
"2011-07-16",0
"2011-07-17",0
"2011-07-18",0
"2011-07-19",0
"2011-07-20",0
"2011-07-21",0
"2011-07-22",0
"2011-07-23",0
"2011-07-24",0
"2011-07-25",0
"2011-07-26",0
"2011-07-27",0
"2011-07-28",0
"2011-07-29",0
"2011-07-30",0
"2011-07-31",0
"2011-08-01",0
"2011-08-02",0
"2011-08-03",0
"2011-08-04",0
"2011-08-05",0
"2011-08-06",0
"2011-08-07",0
"2011-08-08",0
"2011-08-09",0
"2011-08-10",0
"2011-08-11",0
"2011-08-12",0
"2011-08-13",0
"2011-08-14",0
"2011-08-15",0
"2011-08-16",0
"2011-08-17",0
"2011-08-18",0
"2011-08-19",0
"2011-08-20",0
"2011-08-21",0
"2011-08-22",0
"2011-08-23",0
"2011-08-24",0
"2011-08-25",0
"2011-08-26",0
"2011-08-27",0
"2011-08-28",0
"2011-08-29",0
"2011-08-30",0
"2011-08-31",0
"2011-09-01",0
"2011-09-02",0
"2011-09-03",0
"2011-09-04",0
"2011-09-05",0
"2011-09-06",0
"2011-09-07",0
"2011-09-08",0
"2011-09-09",0
"2011-09-10",0
"2011-09-11",0
"2011-09-12",0
"2011-09-13",0
"2011-09-14",0
"2011-09-15",0
"2011-09-16",0
"2011-09-17",0
"2011-09-18",0
"2011-09-19",0
"2011-09-20",0
"2011-09-21",0
"2011-09-22",0
"2011-09-23",0
"2011-09-24",0
"2011-09-25",0
"2011-09-26",0
"2011-09-27",0
"2011-09-28",0
"2011-09-29",0
"2011-09-30",0
"2011-10-01",0
"2011-10-02",0
"2011-10-03",0
"2011-10-04",0
"2011-10-05",0
"2011-10-06",0
"2011-10-07",0
"2011-10-08",0
"2011-10-09",0
"2011-10-10",0
"2011-10-11",0
"2011-10-12",0
"2011-10-13",0
"2011-10-14",0
"2011-10-15",0
"2011-10-16",0
"2011-10-17",0
"2011-10-18",0
"2011-10-19",0
"2011-10-20",0
"2011-10-21",0
"2011-10-22",0
"2011-10-23",0
"2011-10-24",0
"2011-10-25",0
"2011-10-26",0
"2011-10-27",0.1821
"2011-10-28",0
"2011-10-29",0
"2011-10-30",0
"2011-10-31",0
"2011-11-01",0
