"DateTime","(mm) SWE (SNODAS) at Defiance Plateau, 2015-11-02 to 2017-11-01"
"2016-10-11",0
"2016-10-12",0
"2016-10-13",0
"2016-10-14",0
"2016-10-15",0
"2016-10-16",0
"2016-10-17",0
"2016-10-18",0
"2016-10-19",0
"2016-10-20",0
"2016-10-21",0
"2016-10-22",0
"2016-10-23",0
"2016-10-24",0
"2016-10-25",0
"2016-10-26",0
"2016-10-27",0
"2016-10-28",0
"2016-10-29",0
"2016-10-30",0
"2016-10-31",0
"2016-11-01",0
"2016-11-02",0
"2016-11-03",0
"2016-11-04",0
"2016-11-05",0
"2016-11-06",0
"2016-11-07",0
"2016-11-08",0
"2016-11-09",0
"2016-11-10",0
"2016-11-11",0
"2016-11-12",0
"2016-11-13",0
"2016-11-14",0
"2016-11-15",0
"2016-11-16",0
"2016-11-17",0
"2016-11-18",0
"2016-11-19",0
"2016-11-20",0
"2016-11-21",0
"2016-11-22",0.4298
"2016-11-23",0.35
"2016-11-24",0
"2016-11-25",0
"2016-11-26",0
"2016-11-27",0
"2016-11-28",3.9442
"2016-11-29",10.4197
"2016-11-30",9.7497
"2016-12-01",9.3381
"2016-12-02",8.9885
"2016-12-03",8.689
"2016-12-04",7.8026
"2016-12-05",6.7715
"2016-12-06",3.5999
"2016-12-07",1.7408
"2016-12-08",1.544
"2016-12-09",1.2565
"2016-12-10",0.739
"2016-12-11",0
"2016-12-12",0
"2016-12-13",0
"2016-12-14",0
"2016-12-15",0
"2016-12-16",0
"2016-12-17",0
"2016-12-18",4.8287
"2016-12-19",4.516
"2016-12-20",8.5979
"2016-12-21",8.3024
"2016-12-22",6.4048
"2016-12-23",6.441
"2016-12-24",7.4751
"2016-12-25",4.5051
"2016-12-26",5.4849
"2016-12-27",5.2923
"2016-12-28",3.4591
"2016-12-29",2.1424
"2016-12-30",1.8042
"2016-12-31",1.1442
"2017-01-01",3.2753
"2017-01-02",9.5973
"2017-01-03",11.5208
"2017-01-04",12.2767
"2017-01-05",10.0082
"2017-01-06",7.8588
"2017-01-07",14.0323
"2017-01-08",13.4684
"2017-01-09",6.6233
"2017-01-10",0.0629
"2017-01-11",0.011
"2017-01-12",0
"2017-01-13",0
"2017-01-14",0
"2017-01-15",0.1272
"2017-01-16",0.4963
"2017-01-17",3.352
"2017-01-18",6.2139
"2017-01-19",5.9822
"2017-01-20",15.104
"2017-01-21",24.8431
"2017-01-22",32.4643
"2017-01-23",33.4052
"2017-01-24",46.9367
"2017-01-25",52.64
"2017-01-26",56.2602
"2017-01-27",55.9055
"2017-01-28",55.0946
"2017-01-29",53.7895
"2017-01-30",52.82
"2017-01-31",53.0229
"2017-02-01",51.9937
"2017-02-02",49.7173
"2017-02-03",46.474
"2017-02-04",41.0318
"2017-02-05",33.9377
"2017-02-06",26.7454
"2017-02-07",21.3504
"2017-02-08",14.9616
"2017-02-09",7.093
"2017-02-10",3.3057
"2017-02-11",0.0015
"2017-02-12",0
"2017-02-13",1.5265
"2017-02-14",13.2573
"2017-02-15",13.4032
"2017-02-16",11.6236
"2017-02-17",7.367
"2017-02-18",3.9174
"2017-02-19",0.2508
"2017-02-20",3.7773
"2017-02-21",1.0018
"2017-02-22",0
"2017-02-23",0
"2017-02-24",0
"2017-02-25",0
"2017-02-26",0
"2017-02-27",1.1246
"2017-02-28",10.3952
"2017-03-01",44.4347
"2017-03-02",43.8502
"2017-03-03",42.6874
"2017-03-04",40.683
"2017-03-05",17.884
"2017-03-06",0.8279
"2017-03-07",0.408
"2017-03-08",0.2296
"2017-03-09",0.0037
"2017-03-10",0
"2017-03-11",0
"2017-03-12",0
"2017-03-13",0
"2017-03-14",0
"2017-03-15",0
"2017-03-16",0
"2017-03-17",0
"2017-03-18",0
"2017-03-19",0
"2017-03-20",0
"2017-03-21",0
"2017-03-22",0
"2017-03-23",0
"2017-03-24",12.608
"2017-03-25",1.3486
"2017-03-26",0.1053
"2017-03-27",0
"2017-03-28",1.0208
"2017-03-29",1.8597
"2017-03-30",0
"2017-03-31",0
"2017-04-01",5.8163
"2017-04-02",6.4064
"2017-04-03",0
"2017-04-04",2.0598
"2017-04-05",5.504
"2017-04-06",3.2595
"2017-04-07",0
"2017-04-08",0
"2017-04-09",0
"2017-04-10",0
"2017-04-11",0
"2017-04-12",0
"2017-04-13",0
"2017-04-14",0
"2017-04-15",0
"2017-04-16",0
"2017-04-17",0
"2017-04-18",0
"2017-04-19",0
"2017-04-20",0
"2017-04-21",0
"2017-04-22",0
"2017-04-23",0
"2017-04-24",0
"2017-04-25",0
"2017-04-26",0
"2017-04-27",0
"2017-04-28",0
"2017-04-29",2.2223
"2017-04-30",1.2311
"2017-05-01",0
"2017-05-02",0
"2017-05-03",0
"2017-05-04",0
"2017-05-05",0
"2017-05-06",0
"2017-05-07",0
"2017-05-08",0
"2017-05-09",0
"2017-05-10",0
"2017-05-11",0
"2017-05-12",0
"2017-05-13",0
"2017-05-14",0
"2017-05-15",0
"2017-05-16",0
"2017-05-17",0
"2017-05-18",2.1723
"2017-05-19",5.2343
"2017-05-20",0.7552
"2017-05-21",0
"2017-05-22",0
"2017-05-23",0
"2017-05-24",0
"2017-05-25",0
"2017-05-26",0
"2017-05-27",0
"2017-05-28",0
"2017-05-29",0
"2017-05-30",0
"2017-05-31",0
"2017-06-01",0
"2017-06-02",0
"2017-06-03",0
"2017-06-04",0
"2017-06-05",0
"2017-06-06",0
"2017-06-07",0
"2017-06-08",0
"2017-06-09",0
"2017-06-10",0
"2017-06-11",0
"2017-06-12",0
"2017-06-13",0
"2017-06-14",0
"2017-06-15",0
"2017-06-16",0
"2017-06-17",0
"2017-06-18",0
"2017-06-19",0
"2017-06-20",0
"2017-06-21",0
"2017-06-22",0
"2017-06-23",0
"2017-06-24",0
"2017-06-25",0
"2017-06-26",0
"2017-06-27",0
"2017-06-28",0
"2017-06-29",0
"2017-06-30",0
"2017-07-01",0
"2017-07-02",0
"2017-07-03",0
"2017-07-04",0
"2017-07-05",0
"2017-07-06",0
"2017-07-07",0
"2017-07-08",0
"2017-07-09",0
"2017-07-10",0
"2017-07-11",0
"2017-07-12",0
"2017-07-13",0
"2017-07-14",0
"2017-07-15",0
"2017-07-16",0
"2017-07-17",0
"2017-07-18",0
"2017-07-19",0
"2017-07-20",0
"2017-07-21",0
"2017-07-22",0
"2017-07-23",0
"2017-07-24",0
"2017-07-25",0
"2017-07-26",0
"2017-07-27",0
"2017-07-28",0
"2017-07-29",0
"2017-07-30",0
"2017-07-31",0
"2017-08-01",0
"2017-08-02",0
"2017-08-03",0
"2017-08-04",0
"2017-08-05",0
"2017-08-06",0
"2017-08-07",0
"2017-08-08",0
"2017-08-09",0
"2017-08-10",0
"2017-08-11",0
"2017-08-12",0
"2017-08-13",0
"2017-08-14",0
"2017-08-15",0
"2017-08-16",0
"2017-08-17",0
"2017-08-18",0
"2017-08-19",0
"2017-08-20",0
"2017-08-21",0
"2017-08-22",0
"2017-08-23",0
"2017-08-24",0
"2017-08-25",0
"2017-08-26",0
"2017-08-27",0
"2017-08-28",0
"2017-08-29",0
"2017-08-30",0
"2017-08-31",0
"2017-09-01",0
"2017-09-02",0
"2017-09-03",0
"2017-09-04",0
"2017-09-05",0
"2017-09-06",0
"2017-09-07",0
"2017-09-08",0
"2017-09-09",0
"2017-09-10",0
"2017-09-11",0
"2017-09-12",0
"2017-09-13",0
"2017-09-14",0
"2017-09-15",0
"2017-09-16",0
"2017-09-17",0
"2017-09-18",0
"2017-09-19",0
"2017-09-20",0
"2017-09-21",0
"2017-09-22",0
"2017-09-23",0
"2017-09-24",0
"2017-09-25",0
"2017-09-26",0
"2017-09-27",0
"2017-09-28",0
"2017-09-29",0
"2017-09-30",0
"2017-10-01",0
"2017-10-02",0
"2017-10-03",0
"2017-10-04",0
"2017-10-05",0
"2017-10-06",0
"2017-10-07",0
"2017-10-08",0
"2017-10-09",0
"2017-10-10",0
"2017-10-11",0
"2017-10-12",0
"2017-10-13",0
"2017-10-14",0
"2017-10-15",0
"2017-10-16",0
"2017-10-17",0
"2017-10-18",0
"2017-10-19",0
"2017-10-20",0
"2017-10-21",0
"2017-10-22",0
"2017-10-23",0
"2017-10-24",0
"2017-10-25",0
"2017-10-26",0
"2017-10-27",0
"2017-10-28",0
"2017-10-29",0
"2017-10-30",0
"2017-10-31",0
"2017-11-01",0
