"DateTime","(mm) Snow Depth (SNODAS) at Chuska, 2005-11-02 to 2008-11-01"
"2006-04-07",2.4049
"2006-04-08",0.0099
"2006-04-09",0
"2006-04-10",0
"2006-04-11",0
"2006-04-12",0
"2006-04-13",0
"2006-04-14",0
"2006-04-15",0
"2006-04-16",0
"2006-04-17",0
"2006-04-18",0
"2006-04-19",0
"2006-04-20",0
"2006-04-21",0
"2006-04-22",0
"2006-04-23",0
"2006-04-24",0
"2006-04-25",0
"2006-04-26",0
"2006-04-27",0
"2006-04-28",0
"2006-04-29",0
"2006-04-30",0
"2006-05-01",0
"2006-05-02",0
"2006-05-03",0
"2006-05-04",0
"2006-05-05",0
"2006-05-06",0
"2006-05-07",0
"2006-05-08",0
"2006-05-09",0
"2006-05-10",0
"2006-05-11",0
"2006-05-12",0
"2006-05-13",0
"2006-05-14",0
"2006-05-15",0
"2006-05-16",0
"2006-05-17",0
"2006-05-18",0
"2006-05-19",0
"2006-05-20",0
"2006-05-21",0
"2006-05-22",0
"2006-05-23",0
"2006-05-24",0
"2006-05-25",0
"2006-05-26",0
"2006-05-27",0
"2006-05-28",0
"2006-05-29",0
"2006-05-30",0
"2006-05-31",0
"2006-06-01",0
"2006-06-02",0
"2006-06-03",0
"2006-06-04",0
"2006-06-05",0
"2006-06-06",0
"2006-06-07",0
"2006-06-08",0
"2006-06-09",0
"2006-06-10",0
"2006-06-11",0
"2006-06-12",0
"2006-06-13",0
"2006-06-14",0
"2006-06-15",0
"2006-06-16",0
"2006-06-17",0
"2006-06-18",0
"2006-06-19",0
"2006-06-20",0
"2006-06-21",0
"2006-06-22",0
"2006-06-23",0
"2006-06-24",0
"2006-06-25",0
"2006-06-26",0
"2006-06-27",0
"2006-06-28",0
"2006-06-29",0
"2006-06-30",0
"2006-07-01",0
"2006-07-02",0
"2006-07-03",0
"2006-07-04",0
"2006-07-05",0
"2006-07-06",0
"2006-07-07",0
"2006-07-08",0
"2006-07-09",0
"2006-07-10",0
"2006-07-11",0
"2006-07-12",0
"2006-07-13",0
"2006-07-14",0
"2006-07-15",0
"2006-07-16",0
"2006-07-17",0
"2006-07-18",0
"2006-07-19",0
"2006-07-20",0
"2006-07-21",0
"2006-07-22",0
"2006-07-23",0
"2006-07-24",0
"2006-07-25",0
"2006-07-26",0
"2006-07-27",0
"2006-07-28",0
"2006-07-29",0
"2006-07-30",0
"2006-07-31",0
"2006-08-01",0
"2006-08-02",0
"2006-08-03",0
"2006-08-04",0
"2006-08-05",0
"2006-08-06",0
"2006-08-07",0
"2006-08-08",0
"2006-08-09",0
"2006-08-10",0
"2006-08-11",0
"2006-08-12",0
"2006-08-13",0
"2006-08-14",0
"2006-08-15",0
"2006-08-16",0
"2006-08-17",0
"2006-08-18",0
"2006-08-19",0
"2006-08-20",0
"2006-08-21",0
"2006-08-22",0
"2006-08-23",0
"2006-08-24",0
"2006-08-25",0
"2006-08-28",0
"2006-08-29",0
"2006-08-30",0
"2006-08-31",0
"2006-09-01",0
"2006-09-02",0
"2006-09-03",0
"2006-09-04",0
"2006-09-05",0
"2006-09-06",0
"2006-09-07",0
"2006-09-09",0
"2006-09-10",0
"2006-09-11",0
"2006-09-12",0
"2006-09-13",0
"2006-09-14",0
"2006-09-15",0
"2006-09-16",0
"2006-09-17",0
"2006-09-18",0
"2006-09-19",0
"2006-09-20",0
"2006-09-21",0
"2006-09-22",0
"2006-09-23",0
"2006-09-24",0
"2006-09-25",0
"2006-09-26",0
"2006-09-27",0
"2006-09-28",0
"2006-09-29",0
"2006-10-02",0
"2006-10-03",0
"2006-10-04",0
"2006-10-05",0
"2006-10-06",0
"2006-10-07",0
"2006-10-08",0
"2006-10-09",0
"2006-10-10",0
"2006-10-11",0
"2006-10-12",0
"2006-10-13",0
"2006-10-14",0
"2006-10-15",0
"2006-10-16",0
"2006-10-17",0
"2006-10-18",0
"2006-10-19",0
"2006-10-20",0
"2006-10-21",0
"2006-10-22",0
"2006-10-23",0
"2006-10-24",0
"2006-10-25",0
"2006-10-26",0
"2006-10-27",0
"2006-10-28",0
"2006-10-29",0
"2006-10-30",0
"2006-10-31",0
"2006-11-01",0
"2006-11-02",0
"2006-11-03",0
"2006-11-04",0
"2006-11-05",0
"2006-11-06",0
"2006-11-07",0
"2006-11-08",0
"2006-11-09",0
"2006-11-10",0
"2006-11-11",0
"2006-11-12",0
"2006-11-13",16.8776
"2006-11-14",7.4959
"2006-11-15",0.2281
"2006-11-16",0.065
"2006-11-17",0
"2006-11-18",0
"2006-11-19",0
"2006-11-20",0
"2006-11-21",0
"2006-11-22",0
"2006-11-23",0
"2006-11-24",0
"2006-11-25",0
"2006-11-26",0
"2006-11-27",0
"2006-11-28",0
"2006-11-29",6.3712
"2006-11-30",16.8564
"2006-12-01",9.1642
"2006-12-02",3.9513
"2006-12-03",1.2962
"2006-12-04",0.4264
"2006-12-05",0.1522
"2006-12-06",0.0303
"2006-12-07",0.0071
"2006-12-08",0
"2006-12-09",0
"2006-12-10",0
"2006-12-11",3.6649
"2006-12-12",12.0126
"2006-12-13",5.2469
"2006-12-14",2.244
"2006-12-15",0.0629
"2006-12-16",0
"2006-12-17",0
"2006-12-18",0.0109
"2006-12-19",13.4675
"2006-12-20",127.9366
"2006-12-21",122.1505
"2006-12-22",101.4837
"2006-12-23",91.1896
"2006-12-24",80.9265
"2006-12-25",66.5967
"2006-12-26",52.4462
"2006-12-27",39.925
"2006-12-28",13.6858
"2006-12-29",21.5582
"2006-12-30",36.3592
"2006-12-31",31.7186
"2007-01-01",22.3028
"2007-01-02",16.8294
"2007-01-03",14.3357
"2007-01-04",11.7831
"2007-01-05",6.1716
"2007-01-06",35.1013
"2007-01-07",25.3637
"2007-01-08",15.2971
"2007-01-09",6.5641
"2007-01-10",4.5097
"2007-01-11",2.5184
"2007-01-12",1.0683
"2007-01-13",32.2864
"2007-01-14",63.7239
"2007-01-15",63.907
"2007-01-16",57.6234
"2007-01-17",49.4164
"2007-01-18",43.4988
"2007-01-19",36.0069
"2007-01-20",67.7519
"2007-01-21",102.1463
"2007-01-22",96.2893
"2007-01-23",93.7477
"2007-01-24",81.3922
"2007-01-25",71.401
"2007-01-26",64.0963
"2007-01-27",54.4247
"2007-01-28",44.5432
"2007-01-29",40.2612
"2007-01-30",33.601
"2007-01-31",58.6382
"2007-02-01",184.9237
"2007-02-02",174.8184
"2007-02-03",158.0001
"2007-02-04",135.1229
"2007-02-05",117.7932
"2007-02-06",108.004
"2007-02-07",88.8152
"2007-02-08",73.6387
"2007-02-09",52.7983
"2007-02-10",41.1577
"2007-02-11",31.0362
"2007-02-12",25.9108
"2007-02-13",34.2762
"2007-02-15",63.5797
"2007-02-16",53.3559
"2007-02-17",42.0936
"2007-02-18",36.8984
"2007-02-19",33.4135
"2007-02-20",68.3297
"2007-02-21",84.2028
"2007-02-22",76.5901
"2007-02-23",48.664
"2007-02-24",72.5072
"2007-02-25",64.0468
"2007-02-26",53.4001
"2007-02-27",42.8342
"2007-02-28",30.7237
"2007-03-01",38.2567
"2007-03-02",33.9611
"2007-03-03",31.6219
"2007-03-04",28.569
"2007-03-05",25.9469
"2007-03-06",21.1032
"2007-03-07",11.8305
"2007-03-08",8.7894
"2007-03-09",4.9673
"2007-03-10",3.0371
"2007-03-11",1.4716
"2007-03-12",0.8538
"2007-03-13",0.1356
"2007-03-14",0
"2007-03-15",0
"2007-03-16",0
"2007-03-17",0
"2007-03-18",0
"2007-03-19",0
"2007-03-20",0
"2007-03-21",0
"2007-03-22",0
"2007-03-23",0.1673
"2007-03-24",0
"2007-03-25",0.0868
"2007-03-27",0
"2007-03-28",0.2959
"2007-03-29",50.5947
"2007-03-30",65.3934
"2007-03-31",78.0194
"2007-04-01",31.9134
"2007-04-02",1.2225
"2007-04-03",0
"2007-04-04",0
"2007-04-05",0
"2007-04-06",0
"2007-04-07",0
"2007-04-08",0
"2007-04-09",0
"2007-04-10",0
"2007-04-11",0
"2007-04-12",0
"2007-04-13",6.9405
"2007-04-14",16.0351
"2007-04-15",9.5925
"2007-04-16",0.0047
"2007-04-17",0
"2007-04-18",0
"2007-04-19",0
"2007-04-20",0
"2007-04-21",0
"2007-04-22",0.0062
"2007-04-23",0
"2007-04-24",0.0026
"2007-04-25",1.1853
"2007-04-26",0
"2007-04-27",0
"2007-04-28",0
"2007-04-29",0
"2007-04-30",0
"2007-05-01",0
"2007-05-02",0
"2007-05-03",0
"2007-05-04",0
"2007-05-05",0
"2007-05-06",44.5166
"2007-05-07",44.8032
"2007-05-08",21.1491
"2007-05-09",0.0223
"2007-05-10",0
"2007-05-11",0
"2007-05-12",0
"2007-05-13",0
"2007-05-14",0
"2007-05-15",0
"2007-05-16",0
"2007-05-17",0
"2007-05-18",0
"2007-05-19",0
"2007-05-20",0
"2007-05-21",0
"2007-05-22",0
"2007-05-23",0
"2007-05-24",0
"2007-05-25",0
"2007-05-26",0
"2007-05-27",0
"2007-05-28",0
"2007-05-29",0
"2007-05-30",0
"2007-05-31",0
"2007-06-01",0
"2007-06-02",0
"2007-06-03",0
"2007-06-04",0
"2007-06-05",0
"2007-06-06",0
"2007-06-07",0
"2007-06-08",0
"2007-06-09",0
"2007-06-10",0
"2007-06-11",0
"2007-06-12",0
"2007-06-13",0
"2007-06-14",0
"2007-06-15",0
"2007-06-16",0
"2007-06-17",0
"2007-06-18",0
"2007-06-19",0
"2007-06-20",0
"2007-06-21",0
"2007-06-22",0
"2007-06-23",0
"2007-06-24",0
"2007-06-25",0
"2007-06-26",0
"2007-06-27",0
"2007-06-28",0
"2007-06-29",0
"2007-06-30",0
"2007-07-01",0
"2007-07-02",0
"2007-07-03",0
"2007-07-04",0
"2007-07-05",0
"2007-07-06",0
"2007-07-07",0
"2007-07-08",0
"2007-07-09",0
"2007-07-10",0
"2007-07-11",0
"2007-07-12",0
"2007-07-13",0
"2007-07-14",0
"2007-07-15",0
"2007-07-16",0
"2007-07-17",0
"2007-07-18",0
"2007-07-19",0
"2007-07-20",0
"2007-07-21",0
"2007-07-22",0
"2007-07-23",0
"2007-07-24",0
"2007-07-25",0
"2007-07-26",0
"2007-07-27",0
"2007-07-28",0
"2007-07-29",0
"2007-07-30",0
"2007-07-31",0
"2007-08-01",0
"2007-08-02",0
"2007-08-03",0
"2007-08-04",0
"2007-08-05",0
"2007-08-06",0
"2007-08-07",0
"2007-08-08",0
"2007-08-09",0
"2007-08-10",0
"2007-08-11",0
"2007-08-12",0
"2007-08-13",0
"2007-08-14",0
"2007-08-15",0
"2007-08-16",0
"2007-08-17",0
"2007-08-18",0
"2007-08-19",0
"2007-08-20",0
"2007-08-21",0
"2007-08-22",0
"2007-08-23",0
"2007-08-24",0
"2007-08-25",0
"2007-08-26",0
"2007-08-27",0
"2007-08-28",0
"2007-08-29",0
"2007-08-30",0
"2007-08-31",0
"2007-09-01",0
"2007-09-02",0
"2007-09-03",0
"2007-09-04",0
"2007-09-05",0
"2007-09-06",0
"2007-09-07",0
"2007-09-08",0
"2007-09-09",0
"2007-09-10",0
"2007-09-11",0
"2007-09-12",0
"2007-09-13",0
"2007-09-14",0
"2007-09-15",0
"2007-09-16",0
"2007-09-17",0
"2007-09-18",0
"2007-09-19",0
"2007-09-20",0
"2007-09-21",0
"2007-09-22",0
"2007-09-23",0
"2007-09-24",0
"2007-09-25",0
"2007-09-26",0
"2007-09-27",0
"2007-09-28",0
"2007-09-29",0
"2007-09-30",0
"2007-10-01",0
"2007-10-02",0
"2007-10-03",0
"2007-10-04",0
"2007-10-05",0
"2007-10-06",0
"2007-10-07",0
"2007-10-08",0
"2007-10-09",0
"2007-10-10",0
"2007-10-11",0
"2007-10-12",0
"2007-10-13",0
"2007-10-14",0
"2007-10-15",0
"2007-10-16",0
"2007-10-17",0
"2007-10-18",0
"2007-10-19",0
"2007-10-20",0
"2007-10-21",0
"2007-10-22",0
"2007-10-23",0
"2007-10-24",0
"2007-10-25",0
"2007-10-26",0
"2007-10-27",0
"2007-10-28",0
"2007-10-29",0
"2007-10-30",0
"2007-10-31",0
"2007-11-01",0
"2007-11-02",0
"2007-11-03",0
"2007-11-04",0
"2007-11-05",0
"2007-11-06",0
"2007-11-07",0
"2007-11-08",0
"2007-11-09",0
"2007-11-10",0
"2007-11-11",0
"2007-11-12",0
"2007-11-13",0
"2007-11-14",0
"2007-11-15",0
"2007-11-16",0
"2007-11-17",0
"2007-11-18",0
"2007-11-19",0
"2007-11-20",0
"2007-11-21",0
"2007-11-22",0
"2007-11-23",0
"2007-11-24",0.0005
"2007-11-25",0
"2007-11-26",0
"2007-11-27",0
"2007-11-28",0
"2007-11-29",0
"2007-11-30",0
"2007-12-01",0
"2007-12-02",0.1662
"2007-12-03",4.4236
"2007-12-04",0.0182
"2007-12-05",0
"2007-12-06",0
"2007-12-07",0
"2007-12-08",0
"2007-12-09",136.61
"2007-12-10",131.348
"2007-12-11",254.5046
"2007-12-12",304.1235
"2007-12-13",283.2337
"2007-12-14",268.9313
"2007-12-15",273.786
"2007-12-16",260.4673
"2007-12-17",249.7784
"2007-12-18",234.431
"2007-12-19",222.0791
"2007-12-20",211.2845
"2007-12-21",201.144
"2007-12-22",214.2501
"2007-12-23",204.6855
"2007-12-24",193.6013
"2007-12-25",184.2558
"2007-12-26",180.5926
"2007-12-27",176.3776
"2007-12-28",181.4443
"2007-12-29",177.0167
"2007-12-30",172.2438
"2007-12-31",164.3712
"2008-01-01",154.9761
"2008-01-02",148.313
"2008-01-03",137.2801
"2008-01-04",128.1293
"2008-01-05",121.5868
"2008-01-06",103.3963
"2008-01-07",189.1737
"2008-01-08",485.0371
"2008-01-09",449.7075
"2008-01-10",448.1319
"2008-01-11",421.3068
"2008-01-12",395.573
"2008-01-13",379.3125
"2008-01-14",366.4676
"2008-01-15",354.4974
"2008-01-16",339.2924
"2008-01-17",329.0656
"2008-01-18",321.2999
"2008-01-19",312.9154
"2008-01-20",304.0915
"2008-01-21",291.1377
"2008-01-22",276.0808
"2008-01-23",269.3359
"2008-01-24",263.3128
"2008-01-25",280.2261
"2008-01-26",293.1409
"2008-01-27",283.279
"2008-01-28",220.371
"2008-01-29",353.8286
"2008-01-30",341.9028
"2008-01-31",374.3674
"2008-02-01",363.7789
"2008-02-02",350.7618
"2008-02-03",360.4337
"2008-02-04",470.0269
"2008-02-05",529.9489
"2008-02-06",507.9047
"2008-02-07",491.6078
"2008-02-08",471.1162
"2008-02-09",451.1388
"2008-02-10",435.0488
"2008-02-11",425.003
"2008-02-12",410.2635
"2008-02-13",396.9698
"2008-02-14",370.0171
"2008-02-15",445.216
"2008-02-16",480.6805
"2008-02-17",461.9577
"2008-02-18",443.0965
"2008-02-19",428.7913
"2008-02-20",417.1837
"2008-02-21",419.4112
"2008-02-22",451.0085
"2008-02-23",562.9387
"2008-02-24",614.3065
"2008-02-25",595.7783
"2008-02-26",589.132
"2008-02-27",567.7343
"2008-02-28",550.4207
"2008-02-29",525.3558
"2008-03-01",502.5408
"2008-03-02",398.5664
"2008-03-03",397.7774
"2008-03-04",390.3753
"2008-03-05",376.3912
"2008-03-06",369.0064
"2008-03-07",361.9172
"2008-03-08",355.8313
"2008-03-09",349.5628
"2008-03-10",345.4145
"2008-03-11",338.983
"2008-03-12",330.4897
"2008-03-14",264.6342
"2008-03-15",247.3706
"2008-03-16",237.8101
"2008-03-17",233.4269
"2008-03-18",234.3448
"2008-03-19",227.8191
"2008-03-20",220.873
"2008-03-21",192.8209
"2008-03-22",184.4304
"2008-03-23",174.4534
"2008-03-24",168.0724
"2008-03-25",152.4952
"2008-03-26",126.2303
"2008-03-27",90.2935
"2008-03-28",71.6611
"2008-03-29",65.5117
"2008-03-30",48.1376
"2008-03-31",34.5257
"2008-04-01",32.6057
"2008-04-02",28.2579
"2008-04-03",23.0496
"2008-04-04",21.7118
"2008-04-05",20.6489
"2008-04-06",17.7548
"2008-04-07",14.5348
"2008-04-08",12.4578
"2008-04-09",11.4463
"2008-04-10",22.4839
"2008-04-11",46.5545
"2008-04-12",28.8116
"2008-04-13",17.2769
"2008-04-14",11.7444
"2008-04-15",7.8418
"2008-04-16",3.1407
"2008-04-17",2.7863
"2008-04-18",2.6647
"2008-04-19",2.2204
"2008-04-20",1.0736
"2008-04-21",0.808
"2008-04-22",0.5856
"2008-04-23",0.3128
"2008-04-24",0.0899
"2008-04-25",0.0385
"2008-04-26",0.0301
"2008-04-27",0.0166
"2008-04-28",0
"2008-04-29",0
"2008-04-30",0
"2008-05-01",0
"2008-05-02",0
"2008-05-03",0
"2008-05-04",0
"2008-05-05",0
"2008-05-06",0
"2008-05-07",0
"2008-05-08",0
"2008-05-09",0
"2008-05-10",0
"2008-05-11",0
"2008-05-12",0
"2008-05-13",0
"2008-05-14",0.68
"2008-05-15",0
"2008-05-16",0
"2008-05-17",0
"2008-05-18",0
"2008-05-19",0
"2008-05-20",0
"2008-05-21",0
"2008-05-22",0
"2008-05-23",0.0745
"2008-05-24",2.1994
"2008-05-25",1.7469
"2008-05-26",0
"2008-05-27",0
"2008-05-28",0
"2008-05-29",0
"2008-05-30",0
"2008-05-31",0
"2008-06-01",0
"2008-06-02",0
"2008-06-03",0
"2008-06-04",0
"2008-06-05",0
"2008-06-06",0
"2008-06-07",0
"2008-06-08",0
"2008-06-09",0
"2008-06-10",0
"2008-06-11",0
"2008-06-12",0
"2008-06-14",0
"2008-06-15",0
"2008-06-16",0
"2008-06-17",0
"2008-06-19",0
"2008-06-20",0
"2008-06-21",0
"2008-06-22",0
"2008-06-23",0
"2008-06-24",0
"2008-06-25",0
"2008-06-26",0
"2008-06-27",0
"2008-06-28",0
"2008-06-29",0
"2008-06-30",0
"2008-07-01",0
"2008-07-02",0
"2008-07-03",0
"2008-07-04",0
"2008-07-05",0
"2008-07-06",0
"2008-07-07",0
"2008-07-08",0
"2008-07-09",0
"2008-07-10",0
"2008-07-11",0
"2008-07-12",0
"2008-07-13",0
"2008-07-14",0
"2008-07-15",0
"2008-07-16",0
"2008-07-17",0
"2008-07-18",0
"2008-07-19",0
"2008-07-20",0
"2008-07-21",0
"2008-07-22",0
"2008-07-23",0
"2008-07-24",0
"2008-07-25",0
"2008-07-26",0
"2008-07-27",0
"2008-07-28",0
"2008-07-29",0
"2008-07-30",0
"2008-07-31",0
"2008-08-01",0
"2008-08-02",0
"2008-08-03",0
"2008-08-04",0
"2008-08-05",0
"2008-08-06",0
"2008-08-07",0
"2008-08-08",0
"2008-08-09",0
"2008-08-10",0
"2008-08-11",0
"2008-08-12",0
"2008-08-13",0
"2008-08-14",0
"2008-08-15",0
"2008-08-16",0
"2008-08-17",0
"2008-08-18",0
"2008-08-19",0
"2008-08-20",0
"2008-08-21",0
"2008-08-22",0
"2008-08-23",0
"2008-08-24",0
"2008-08-25",0
"2008-08-26",0
"2008-08-27",0
"2008-08-28",0
"2008-08-29",0
"2008-08-30",0
"2008-08-31",0
"2008-09-01",0
"2008-09-02",0
"2008-09-03",0
"2008-09-04",0
"2008-09-05",0
"2008-09-06",0
"2008-09-07",0
"2008-09-08",0
"2008-09-09",0
"2008-09-10",0
"2008-09-11",0
"2008-09-12",0
"2008-09-13",0
"2008-09-14",0
"2008-09-15",0
"2008-09-16",0
"2008-09-17",0
"2008-09-18",0
"2008-09-19",0
"2008-09-20",0
"2008-09-21",0
"2008-09-22",0
"2008-09-23",0
"2008-09-24",0
"2008-09-25",0
"2008-09-26",0
"2008-09-27",0
"2008-09-28",0
"2008-09-29",0
"2008-09-30",0
"2008-10-01",0
"2008-10-02",0
"2008-10-03",0
"2008-10-04",0
"2008-10-05",0
"2008-10-06",0
"2008-10-07",0
"2008-10-08",0
"2008-10-09",0
"2008-10-10",0
"2008-10-11",0
"2008-10-12",0
"2008-10-13",0
"2008-10-14",0
"2008-10-15",0
"2008-10-16",0
"2008-10-17",0
"2008-10-18",0
"2008-10-19",0
"2008-10-20",0
"2008-10-21",0
"2008-10-22",0
"2008-10-23",0
"2008-10-24",0
"2008-10-25",0
"2008-10-26",0
"2008-10-27",0
"2008-10-28",0
"2008-10-29",0
"2008-10-30",0
"2008-10-31",0
"2008-11-01",0
