"DateTime","(mm) Snow Depth (SNODAS) at Carrizo, 2011-11-02 to 2014-11-01"
"2012-02-11",0
"2012-02-12",0
"2012-02-13",19.0554
"2012-02-14",41.8966
"2012-02-15",61.3762
"2012-02-16",55.8269
"2012-02-17",45.2447
"2012-02-18",31.0704
"2012-02-19",23.1885
"2012-02-20",40.4778
"2012-02-21",33.219
"2012-02-22",24.3693
"2012-02-23",6.3662
"2012-02-24",3.3116
"2012-02-25",2.1441
"2012-02-26",0.4104
"2012-02-27",0.0967
"2012-02-28",0
"2012-02-29",3.0863
"2012-03-01",0.6722
"2012-03-02",5.2185
"2012-03-03",38.5774
"2012-03-04",18.8035
"2012-03-05",5.3282
"2012-03-06",1.7761
"2012-03-07",0
"2012-03-08",1.074
"2012-03-09",0
"2012-03-10",0
"2012-03-11",0
"2012-03-12",0
"2012-03-13",0
"2012-03-14",0
"2012-03-15",0
"2012-03-16",0
"2012-03-17",0
"2012-03-18",0
"2012-03-19",5.3141
"2012-03-20",90.5933
"2012-03-21",64.1185
"2012-03-22",11.067
"2012-03-23",1.4742
"2012-03-24",0
"2012-03-25",0
"2012-03-26",0
"2012-03-27",0
"2012-03-28",0
"2012-03-29",0
"2012-03-30",0
"2012-03-31",0
"2012-04-01",0
"2012-04-02",0
"2012-04-03",3.2875
"2012-04-04",0.3137
"2012-04-05",0
"2012-04-06",0
"2012-04-07",0
"2012-04-08",0
"2012-04-09",0
"2012-04-10",0
"2012-04-11",0
"2012-04-12",0
"2012-04-13",0.0047
"2012-04-14",0
"2012-04-15",9.6991
"2012-04-16",6.3143
"2012-04-17",0.0778
"2012-04-18",0
"2012-04-19",0
"2012-04-20",0
"2012-04-21",0
"2012-04-22",0
"2012-04-23",0
"2012-04-24",0
"2012-04-25",0
"2012-04-26",0
"2012-04-27",0
"2012-04-28",0
"2012-04-29",0
"2012-04-30",0
"2012-05-01",0
"2012-05-02",0
"2012-05-03",0
"2012-05-04",0
"2012-05-05",0
"2012-05-06",0
"2012-05-07",0
"2012-05-08",0
"2012-05-09",0
"2012-05-10",0
"2012-05-11",0
"2012-05-12",0
"2012-05-13",0
"2012-05-14",0
"2012-05-15",0
"2012-05-16",0
"2012-05-17",0
"2012-05-18",0
"2012-05-19",0
"2012-05-20",0
"2012-05-21",0
"2012-05-22",0
"2012-05-23",0
"2012-05-24",0
"2012-05-25",0
"2012-05-26",0
"2012-05-27",0
"2012-05-28",0
"2012-05-29",0
"2012-05-30",0
"2012-05-31",0
"2012-06-01",0
"2012-06-02",0
"2012-06-03",0
"2012-06-04",0
"2012-06-05",0
"2012-06-06",0
"2012-06-07",0
"2012-06-08",0
"2012-06-09",0
"2012-06-10",0
"2012-06-11",0
"2012-06-12",0
"2012-06-13",0
"2012-06-14",0
"2012-06-15",0
"2012-06-16",0
"2012-06-17",0
"2012-06-18",0
"2012-06-19",0
"2012-06-20",0
"2012-06-21",0
"2012-06-22",0
"2012-06-23",0
"2012-06-24",0
"2012-06-25",0
"2012-06-26",0
"2012-06-27",0
"2012-06-28",0
"2012-06-29",0
"2012-06-30",0
"2012-07-01",0
"2012-07-02",0
"2012-07-03",0
"2012-07-04",0
"2012-07-05",0
"2012-07-06",0
"2012-07-07",0
"2012-07-08",0
"2012-07-09",0
"2012-07-10",0
"2012-07-11",0
"2012-07-12",0
"2012-07-13",0
"2012-07-14",0
"2012-07-15",0
"2012-07-16",0
"2012-07-17",0
"2012-07-18",0
"2012-07-19",0
"2012-07-20",0
"2012-07-21",0
"2012-07-22",0
"2012-07-23",0
"2012-07-24",0
"2012-07-25",0
"2012-07-26",0
"2012-07-27",0
"2012-07-28",0
"2012-07-29",0
"2012-07-30",0
"2012-07-31",0
"2012-08-01",0
"2012-08-02",0
"2012-08-03",0
"2012-08-04",0
"2012-08-05",0
"2012-08-06",0
"2012-08-07",0
"2012-08-08",0
"2012-08-09",0
"2012-08-10",0
"2012-08-11",0
"2012-08-12",0
"2012-08-13",0
"2012-08-14",0
"2012-08-15",0
"2012-08-16",0
"2012-08-17",0
"2012-08-18",0
"2012-08-19",0
"2012-08-20",0
"2012-08-21",0
"2012-08-22",0
"2012-08-23",0
"2012-08-24",0
"2012-08-25",0
"2012-08-26",0
"2012-08-27",0
"2012-08-28",0
"2012-08-29",0
"2012-08-30",0
"2012-08-31",0
"2012-09-01",0
"2012-09-02",0
"2012-09-03",0
"2012-09-04",0
"2012-09-05",0
"2012-09-06",0
"2012-09-07",0
"2012-09-08",0
"2012-09-09",0
"2012-09-10",0
"2012-09-11",0
"2012-09-12",0
"2012-09-13",0
"2012-09-14",0
"2012-09-15",0
"2012-09-16",0
"2012-09-17",0
"2012-09-18",0
"2012-09-19",0
"2012-09-20",0
"2012-09-21",0
"2012-09-22",0
"2012-09-23",0
"2012-09-24",0
"2012-09-25",0
"2012-09-26",0
"2012-09-27",0
"2012-09-28",0
"2012-09-29",0
"2012-09-30",0
"2012-10-01",0
"2012-10-02",0
"2012-10-03",0
"2012-10-04",0
"2012-10-05",0
"2012-10-06",0
"2012-10-07",0
"2012-10-08",0
"2012-10-09",0
"2012-10-10",0
"2012-10-11",0
"2012-10-12",0
"2012-10-13",0
"2012-10-14",0
"2012-10-15",0
"2012-10-16",0
"2012-10-17",0
"2012-10-18",0
"2012-10-19",0
"2012-10-20",0
"2012-10-21",0
"2012-10-22",0
"2012-10-23",0
"2012-10-24",0
"2012-10-25",0
"2012-10-26",0
"2012-10-27",0
"2012-10-28",0
"2012-10-29",0
"2012-10-30",0
"2012-10-31",0
"2012-11-01",0
"2012-11-02",0
"2012-11-03",0
"2012-11-04",0
"2012-11-05",0
"2012-11-06",0
"2012-11-07",0
"2012-11-08",0
"2012-11-09",0
"2012-11-10",0
"2012-11-11",10.0392
"2012-11-12",4.5754
"2012-11-13",2.5875
"2012-11-14",1.2029
"2012-11-15",0.0566
"2012-11-16",0.0024
"2012-11-17",0
"2012-11-18",0
"2012-11-19",0
"2012-11-20",0
"2012-11-21",0
"2012-11-22",0
"2012-11-23",0
"2012-11-24",0
"2012-11-25",0
"2012-11-26",0
"2012-11-27",0
"2012-11-28",0
"2012-11-29",0
"2012-11-30",0
"2012-12-01",0
"2012-12-02",0
"2012-12-03",0
"2012-12-04",0
"2012-12-05",0
"2012-12-06",0
"2012-12-07",0
"2012-12-08",0
"2012-12-09",0
"2012-12-10",0.4717
"2012-12-11",0
"2012-12-12",0
"2012-12-13",0
"2012-12-14",0
"2012-12-15",0
"2012-12-16",106.1087
"2012-12-17",107.5491
"2012-12-18",100.6745
"2012-12-19",84.3496
"2012-12-21",147.6901
"2012-12-22",133.1332
"2012-12-23",122.2063
"2012-12-24",112.55
"2012-12-25",247.7461
"2012-12-26",235.6424
"2012-12-27",238.9574
"2012-12-28",271.1546
"2012-12-29",270.7639
"2012-12-30",256.8103
"2012-12-31",245.5914
"2013-01-01",288.2152
"2013-01-02",278.6301
"2013-01-03",269.2562
"2013-01-04",261.4253
"2013-01-05",254.0629
"2013-01-06",245.0405
"2013-01-07",234.2123
"2013-01-08",225.3652
"2013-01-09",211.5766
"2013-01-10",204.0585
"2013-01-11",189.2583
"2013-01-12",195.2685
"2013-01-13",192.1174
"2013-01-14",197.5947
"2013-01-15",202.6663
"2013-01-16",194.7231
"2013-01-17",186.8723
"2013-01-18",182.2629
"2013-01-19",179.0594
"2013-01-20",173.0654
"2013-01-21",166.2219
"2013-01-22",160.2177
"2013-01-23",149.9297
"2013-01-24",143.4767
"2013-01-25",133.2713
"2013-01-26",132.9443
"2013-01-27",88.9363
"2013-01-28",56.0243
"2013-01-29",180.0524
"2013-01-30",184.7089
"2013-01-31",172.0943
"2013-02-01",158.1911
"2013-02-02",142.554
"2013-02-03",132.5786
"2013-02-04",130.3195
"2013-02-05",122.9966
"2013-02-06",101.2874
"2013-02-07",96.3793
"2013-02-08",93.077
"2013-02-09",80.1847
"2013-02-10",146.0169
"2013-02-11",274.8299
"2013-02-12",280.3918
"2013-02-13",263.046
"2013-02-14",242.6123
"2013-02-15",211.1707
"2013-02-16",195.2818
"2013-02-17",171.8971
"2013-02-18",143.5865
"2013-02-19",137.0217
"2013-02-20",126.7271
"2013-02-21",136.7201
"2013-02-22",135.3856
"2013-02-23",130.727
"2013-02-24",128.3569
"2013-02-25",124.3366
"2013-02-26",118.5977
"2013-02-27",137.232
"2013-02-28",132.5982
"2013-03-01",125.8388
"2013-03-02",115.5661
"2013-03-03",101.8494
"2013-03-04",91.3712
"2013-03-05",83.9818
"2013-03-06",81.399
"2013-03-07",69.2257
"2013-03-08",59.3404
"2013-03-09",59.831
"2013-03-10",67.5867
"2013-03-11",60.5292
"2013-03-12",58.4158
"2013-03-13",55.7953
"2013-03-14",49.8725
"2013-03-15",40.3952
"2013-03-16",27.545
"2013-03-17",19.641
"2013-03-18",17.3554
"2013-03-19",23.9857
"2013-03-20",22.311
"2013-03-21",19.4924
"2013-03-22",16.8058
"2013-03-23",14.9519
"2013-03-24",14.3457
"2013-03-25",13.7324
"2013-03-26",10.6095
"2013-03-27",9.2343
"2013-03-28",7.5172
"2013-03-29",5.5241
"2013-03-30",3.7173
"2013-03-31",1.6605
"2013-04-01",1.0237
"2013-04-02",0.5425
"2013-04-03",0.0495
"2013-04-04",0.0024
"2013-04-05",0
"2013-04-06",0
"2013-04-07",0
"2013-04-08",0
"2013-04-09",3.0923
"2013-04-10",19.9112
"2013-04-11",11.4647
"2013-04-12",0.9977
"2013-04-13",0.9223
"2013-04-14",0
"2013-04-15",0
"2013-04-16",0
"2013-04-17",0
"2013-04-18",0.0637
"2013-04-19",0
"2013-04-20",0
"2013-04-21",0
"2013-04-22",0
"2013-04-23",0
"2013-04-24",0
"2013-04-25",0
"2013-04-26",0
"2013-04-27",0
"2013-04-28",0
"2013-04-29",0
"2013-04-30",0
"2013-05-01",0
"2013-05-02",0
"2013-05-03",0
"2013-05-04",0
"2013-05-05",0
"2013-05-06",0
"2013-05-07",0
"2013-05-08",0
"2013-05-09",0
"2013-05-10",0
"2013-05-11",0
"2013-05-12",0
"2013-05-13",0
"2013-05-14",0
"2013-05-15",0
"2013-05-16",0
"2013-05-17",0
"2013-05-18",0
"2013-05-19",0
"2013-05-20",0
"2013-05-21",0
"2013-05-22",0
"2013-05-23",0
"2013-05-24",0
"2013-05-25",0
"2013-05-26",0
"2013-05-27",0
"2013-05-28",0
"2013-05-29",0
"2013-05-30",0
"2013-05-31",0
"2013-06-01",0
"2013-06-02",0
"2013-06-03",0
"2013-06-04",0
"2013-06-05",0
"2013-06-06",0
"2013-06-07",0
"2013-06-08",0
"2013-06-09",0
"2013-06-10",0
"2013-06-11",0
"2013-06-12",0
"2013-06-13",0
"2013-06-14",0
"2013-06-15",0
"2013-06-16",0
"2013-06-17",0
"2013-06-18",0
"2013-06-19",0
"2013-06-20",0
"2013-06-21",0
"2013-06-22",0
"2013-06-23",0
"2013-06-24",0
"2013-06-25",0
"2013-06-26",0
"2013-06-27",0
"2013-06-28",0
"2013-06-29",0
"2013-06-30",0
"2013-07-01",0
"2013-07-02",0
"2013-07-03",0
"2013-07-04",0
"2013-07-05",0
"2013-07-06",0
"2013-07-07",0
"2013-07-08",0
"2013-07-09",0
"2013-07-10",0
"2013-07-11",0
"2013-07-12",0
"2013-07-13",0
"2013-07-14",0
"2013-07-15",0
"2013-07-16",0
"2013-07-17",0
"2013-07-18",0
"2013-07-19",0
"2013-07-20",0
"2013-07-21",0
"2013-07-22",0
"2013-07-23",0
"2013-07-24",0
"2013-07-25",0
"2013-07-26",0
"2013-07-27",0
"2013-07-28",0
"2013-07-29",0
"2013-07-30",0
"2013-07-31",0
"2013-08-01",0
"2013-08-02",0
"2013-08-03",0
"2013-08-04",0
"2013-08-05",0
"2013-08-06",0
"2013-08-07",0
"2013-08-08",0
"2013-08-09",0
"2013-08-10",0
"2013-08-11",0
"2013-08-12",0
"2013-08-13",0
"2013-08-14",0
"2013-08-15",0
"2013-08-16",0
"2013-08-17",0
"2013-08-18",0
"2013-08-19",0
"2013-08-20",0
"2013-08-21",0
"2013-08-22",0
"2013-08-23",0
"2013-08-24",0
"2013-08-25",0
"2013-08-26",0
"2013-08-27",0
"2013-08-28",0
"2013-08-29",0
"2013-08-30",0
"2013-08-31",0
"2013-09-01",0
"2013-09-02",0
"2013-09-03",0
"2013-09-04",0
"2013-09-05",0
"2013-09-06",0
"2013-09-07",0
"2013-09-08",0
"2013-09-09",0
"2013-09-10",0
"2013-09-11",0
"2013-09-12",0
"2013-09-13",0
"2013-09-14",0
"2013-09-15",0
"2013-09-16",0
"2013-09-17",0
"2013-09-18",0
"2013-09-19",0
"2013-09-20",0
"2013-09-21",0
"2013-09-22",0
"2013-09-23",0
"2013-09-24",0
"2013-09-25",0
"2013-09-26",0
"2013-09-27",0
"2013-09-28",0
"2013-09-29",0
"2013-09-30",0
"2013-10-01",0
"2013-10-02",0
"2013-10-03",0
"2013-10-04",0
"2013-10-05",0
"2013-10-06",0
"2013-10-07",0
"2013-10-08",0
"2013-10-09",0
"2013-10-10",0
"2013-10-11",0.2312
"2013-10-12",0.0896
"2013-10-13",0
"2013-10-14",0
"2013-10-15",0
"2013-10-16",0
"2013-10-17",0
"2013-10-18",0
"2013-10-19",0
"2013-10-20",0
"2013-10-21",0
"2013-10-22",0
"2013-10-23",0
"2013-10-24",0
"2013-10-25",0
"2013-10-26",0
"2013-10-27",0
"2013-10-28",0
"2013-10-29",0
"2013-10-30",0.4128
"2013-10-31",7.1126
"2013-11-01",4.5484
"2013-11-02",1.5402
"2013-11-03",0
"2013-11-04",0
"2013-11-05",0
"2013-11-06",0
"2013-11-07",0
"2013-11-08",0
"2013-11-09",0
"2013-11-10",0
"2013-11-11",0
"2013-11-12",0
"2013-11-13",0
"2013-11-14",0
"2013-11-15",0
"2013-11-16",0
"2013-11-17",0
"2013-11-18",0
"2013-11-19",0
"2013-11-20",0
"2013-11-21",0
"2013-11-22",0
"2013-11-23",23.0539
"2013-11-24",50.9382
"2013-11-25",170.8114
"2013-11-26",155.2816
"2013-11-27",140.4492
"2013-11-28",25.4635
"2013-11-29",23.7178
"2013-11-30",21.9525
"2013-12-01",21.0266
"2013-12-02",19.5076
"2013-12-03",16.3814
"2013-12-04",7.3667
"2013-12-05",137.8341
"2013-12-06",130.8094
"2013-12-07",122.0809
"2013-12-08",115.6426
"2013-12-09",178.6506
"2013-12-10",166.8393
"2013-12-11",157.809
"2013-12-12",150.7213
"2013-12-13",143.3632
"2013-12-14",134.0231
"2013-12-15",123.8192
"2013-12-16",113.5625
"2013-12-17",95.6322
"2013-12-18",83.7909
"2013-12-19",71.1845
"2013-12-20",27.172
"2013-12-21",62.2469
"2013-12-22",95.0509
"2013-12-23",86.2823
"2013-12-24",79.8782
"2013-12-25",67.8867
"2013-12-26",59.0186
"2013-12-27",50.5139
"2013-12-28",46.3034
"2013-12-29",40.6639
"2013-12-30",34.9622
"2013-12-31",29.5552
"2014-01-01",25.4549
"2014-01-02",17.6621
"2014-01-03",14.8721
"2014-01-04",10.8862
"2014-01-05",6.3481
"2014-01-06",4.0374
"2014-01-07",3.0297
"2014-01-08",2.4186
"2014-01-09",1.9467
"2014-01-10",1.1895
"2014-01-11",0.213
"2014-01-12",0.0401
"2014-01-13",0.0094
"2014-01-14",0
"2014-01-15",0
"2014-01-16",0
"2014-01-17",0
"2014-01-18",0
"2014-01-19",0
"2014-01-20",0
"2014-01-21",0
"2014-01-22",0
"2014-01-23",0
"2014-01-24",0
"2014-01-25",0
"2014-01-26",0
"2014-01-27",0
"2014-01-28",0
"2014-01-29",0
"2014-01-30",0
"2014-01-31",0
"2014-02-01",8.7271
"2014-02-02",29.8155
"2014-02-03",23.9304
"2014-02-04",36.7439
"2014-02-05",35.6241
"2014-02-06",31.5006
"2014-02-07",37.9633
"2014-02-08",116.8267
"2014-02-09",67.7182
"2014-02-10",22.6384
"2014-02-11",15.9307
"2014-02-12",13.4423
"2014-02-13",9.9844
"2014-02-14",0.4953
"2014-02-15",0
"2014-02-16",0
"2014-02-17",0
"2014-02-18",0
"2014-02-19",0
"2014-02-20",0
"2014-02-21",0
"2014-02-22",0
"2014-02-23",0
"2014-02-24",0
"2014-02-25",0
"2014-02-26",0
"2014-02-27",0
"2014-02-28",0.8279
"2014-03-01",0.0212
"2014-03-02",8.3396
"2014-03-03",26.0416
"2014-03-04",20.7462
"2014-03-05",12.6836
"2014-03-06",8.7838
"2014-03-07",4.0145
"2014-03-08",3.3541
"2014-03-09",2.5215
"2014-03-10",0.9317
"2014-03-11",0
"2014-03-12",0
"2014-03-13",0
"2014-03-14",0
"2014-03-15",0
"2014-03-16",0
"2014-03-17",0
"2014-03-18",0
"2014-03-19",0
"2014-03-20",0
"2014-03-21",0
"2014-03-22",0
"2014-03-23",0
"2014-03-24",0
"2014-03-25",0
"2014-03-26",0
"2014-03-27",5.6288
"2014-03-28",2.4719
"2014-03-29",1.2808
"2014-03-30",0
"2014-03-31",0
"2014-04-01",0
"2014-04-02",0
"2014-04-03",42.2278
"2014-04-04",31.8081
"2014-04-05",18.2551
"2014-04-06",9.9797
"2014-04-07",3.3777
"2014-04-08",0
"2014-04-09",0
"2014-04-10",0
"2014-04-11",0
"2014-04-12",0
"2014-04-13",0
"2014-04-14",0
"2014-04-15",0
"2014-04-16",0
"2014-04-17",0
"2014-04-18",0
"2014-04-19",0
"2014-04-20",0
"2014-04-21",0
"2014-04-22",0
"2014-04-23",0
"2014-04-24",0
"2014-04-25",0
"2014-04-26",0
"2014-04-27",62.6815
"2014-04-28",25.9579
"2014-04-29",14.6896
"2014-04-30",7.0549
"2014-05-01",2.2667
"2014-05-02",0.0094
"2014-05-03",0
"2014-05-04",0
"2014-05-05",0
"2014-05-06",0
"2014-05-07",0
"2014-05-08",0
"2014-05-09",0
"2014-05-10",0
"2014-05-11",0
"2014-05-12",0
"2014-05-13",0
"2014-05-14",0
"2014-05-15",0
"2014-05-16",0
"2014-05-17",0
"2014-05-18",0
"2014-05-19",0
"2014-05-20",0
"2014-05-21",0
"2014-05-22",0
"2014-05-23",0
"2014-05-24",0
"2014-05-25",0
"2014-05-26",0
"2014-05-27",0
"2014-05-28",0
"2014-05-29",0
"2014-05-30",0
"2014-05-31",0
"2014-06-01",0
"2014-06-02",0
"2014-06-03",0
"2014-06-04",0
"2014-06-05",0
"2014-06-06",0
"2014-06-07",0
"2014-06-08",0
"2014-06-09",0
"2014-06-10",0
"2014-06-11",0
"2014-06-12",0
"2014-06-13",0
"2014-06-14",0
"2014-06-15",0
"2014-06-16",0
"2014-06-17",0
"2014-06-18",0
"2014-06-19",0
"2014-06-20",0
"2014-06-21",0
"2014-06-22",0
"2014-06-23",0
"2014-06-24",0
"2014-06-25",0
"2014-06-26",0
"2014-06-27",0
"2014-06-28",0
"2014-06-29",0
"2014-06-30",0
"2014-07-01",0
"2014-07-02",0
"2014-07-03",0
"2014-07-04",0
"2014-07-05",0
"2014-07-06",0
"2014-07-07",0
"2014-07-08",0
"2014-07-09",0
"2014-07-10",0
"2014-07-11",0
"2014-07-12",0
"2014-07-13",0
"2014-07-14",0
"2014-07-15",0
"2014-07-16",0
"2014-07-17",0
"2014-07-18",0
"2014-07-19",0
"2014-07-20",0
"2014-07-21",0
"2014-07-22",0
"2014-07-23",0
"2014-07-24",0
"2014-07-25",0
"2014-07-26",0
"2014-07-27",0
"2014-07-28",0
"2014-07-29",0
"2014-07-30",0
"2014-07-31",0
"2014-08-01",0
"2014-08-02",0
"2014-08-03",0
"2014-08-04",0
"2014-08-05",0
"2014-08-06",0
"2014-08-07",0
"2014-08-08",0
"2014-08-09",0
"2014-08-10",0
"2014-08-11",0
"2014-08-12",0
"2014-08-13",0
"2014-08-14",0
"2014-08-15",0
"2014-08-16",0
"2014-08-17",0
"2014-08-18",0
"2014-08-19",0
"2014-08-20",0
"2014-08-21",0
"2014-08-22",0
"2014-08-23",0
"2014-08-24",0
"2014-08-25",0
"2014-08-26",0
"2014-08-27",0
"2014-08-28",0
"2014-08-29",0
"2014-08-30",0
"2014-08-31",0
"2014-09-01",0
"2014-09-02",0
"2014-09-03",0
"2014-09-04",0
"2014-09-05",0
"2014-09-06",0
"2014-09-07",0
"2014-09-08",0
"2014-09-09",0
"2014-09-10",0
"2014-09-11",0
"2014-09-12",0
"2014-09-13",0
"2014-09-14",0
"2014-09-15",0
"2014-09-16",0
"2014-09-17",0
"2014-09-18",0
"2014-09-19",0
"2014-09-20",0
"2014-09-21",0
"2014-09-22",0
"2014-09-23",0
"2014-09-24",0
"2014-09-25",0
"2014-09-26",0
"2014-09-27",0
"2014-09-28",0
"2014-09-29",0
"2014-09-30",0
"2014-10-01",0
"2014-10-02",0
"2014-10-03",0
"2014-10-04",0
"2014-10-05",0
"2014-10-06",0
"2014-10-07",0
"2014-10-08",0
"2014-10-09",0
"2014-10-10",0
"2014-10-11",0
"2014-10-12",0
"2014-10-13",0
"2014-10-14",0
"2014-10-15",0
"2014-10-16",0
"2014-10-17",0
"2014-10-18",0
"2014-10-19",0
"2014-10-20",0
"2014-10-21",0
"2014-10-22",0
"2014-10-23",0
"2014-10-24",0
"2014-10-25",0
"2014-10-26",0
"2014-10-27",0
"2014-10-28",0
"2014-10-29",0
"2014-10-30",0
"2014-10-31",0
"2014-11-01",0
