"DateTime","(mm) SWE (SNODAS) at Navajo Mountain, 2011-11-02 to 2013-11-01"
"2012-02-08",0.6069
"2012-02-09",0.4074
"2012-02-10",0.2744
"2012-02-11",0.2328
"2012-02-12",0.1663
"2012-02-13",1.9122
"2012-02-14",2.278
"2012-02-15",2.3195
"2012-02-16",2.253
"2012-02-17",1.9371
"2012-02-18",1.4965
"2012-02-19",1.1972
"2012-02-20",1.485
"2012-02-21",1.1057
"2012-02-22",0.8646
"2012-02-23",0.3242
"2012-02-24",0.2494
"2012-02-25",0.1829
"2012-02-26",0.1081
"2012-02-27",0.0915
"2012-02-28",0.0582
"2012-02-29",0.3409
"2012-03-01",0.1496
"2012-03-02",0.0748
"2012-03-03",0.0665
"2012-03-04",0.0416
"2012-03-05",0.0249
"2012-03-06",0.0166
"2012-03-07",0
"2012-03-08",0.4392
"2012-03-09",0
"2012-03-10",0
"2012-03-11",0
"2012-03-12",0
"2012-03-13",0
"2012-03-14",0
"2012-03-15",0
"2012-03-16",0
"2012-03-17",0
"2012-03-18",0
"2012-03-19",1.1327
"2012-03-20",4.8127
"2012-03-21",3.8684
"2012-03-22",1.6004
"2012-03-23",0.5903
"2012-03-24",0.0665
"2012-03-25",0.0166
"2012-03-26",0
"2012-03-27",0
"2012-03-28",0
"2012-03-29",0
"2012-03-30",0
"2012-03-31",0
"2012-04-01",0
"2012-04-02",0
"2012-04-03",0
"2012-04-04",0
"2012-04-05",0
"2012-04-06",0
"2012-04-07",0
"2012-04-08",0
"2012-04-09",0
"2012-04-10",0
"2012-04-11",0
"2012-04-12",0
"2012-04-13",0.133
"2012-04-14",0
"2012-04-15",2.3287
"2012-04-16",1.4965
"2012-04-17",0.8813
"2012-04-18",0.0915
"2012-04-19",0
"2012-04-20",0
"2012-04-21",0
"2012-04-22",0
"2012-04-23",0
"2012-04-24",0
"2012-04-25",0
"2012-04-26",0
"2012-04-27",0
"2012-04-28",0
"2012-04-29",0
"2012-04-30",0
"2012-05-01",0
"2012-05-02",0
"2012-05-03",0
"2012-05-04",0
"2012-05-05",0
"2012-05-06",0
"2012-05-07",0
"2012-05-08",0
"2012-05-09",0
"2012-05-10",0
"2012-05-11",0
"2012-05-12",0
"2012-05-13",0
"2012-05-14",0
"2012-05-15",0
"2012-05-16",0
"2012-05-17",0
"2012-05-18",0
"2012-05-19",0
"2012-05-20",0
"2012-05-21",0
"2012-05-22",0
"2012-05-23",0
"2012-05-24",0
"2012-05-25",0
"2012-05-26",0
"2012-05-27",0
"2012-05-28",0
"2012-05-29",0
"2012-05-30",0
"2012-05-31",0
"2012-06-01",0
"2012-06-02",0
"2012-06-03",0
"2012-06-04",0
"2012-06-05",0
"2012-06-06",0
"2012-06-07",0
"2012-06-08",0
"2012-06-09",0
"2012-06-10",0
"2012-06-11",0
"2012-06-12",0
"2012-06-13",0
"2012-06-14",0
"2012-06-15",0
"2012-06-16",0
"2012-06-17",0
"2012-06-18",0
"2012-06-19",0
"2012-06-20",0
"2012-06-21",0
"2012-06-22",0
"2012-06-23",0
"2012-06-24",0
"2012-06-25",0
"2012-06-26",0
"2012-06-27",0
"2012-06-28",0
"2012-06-29",0
"2012-06-30",0
"2012-07-01",0
"2012-07-02",0
"2012-07-03",0
"2012-07-04",0
"2012-07-05",0
"2012-07-06",0
"2012-07-07",0
"2012-07-08",0
"2012-07-09",0
"2012-07-10",0
"2012-07-11",0
"2012-07-12",0
"2012-07-13",0
"2012-07-14",0
"2012-07-15",0
"2012-07-16",0
"2012-07-17",0
"2012-07-18",0
"2012-07-19",0
"2012-07-20",0
"2012-07-21",0
"2012-07-22",0
"2012-07-23",0
"2012-07-24",0
"2012-07-25",0
"2012-07-26",0
"2012-07-27",0
"2012-07-28",0
"2012-07-29",0
"2012-07-30",0
"2012-07-31",0
"2012-08-01",0
"2012-08-02",0
"2012-08-03",0
"2012-08-04",0
"2012-08-05",0
"2012-08-06",0
"2012-08-07",0
"2012-08-08",0
"2012-08-09",0
"2012-08-10",0
"2012-08-11",0
"2012-08-12",0
"2012-08-13",0
"2012-08-14",0
"2012-08-15",0
"2012-08-16",0
"2012-08-17",0
"2012-08-18",0
"2012-08-19",0
"2012-08-20",0
"2012-08-21",0
"2012-08-22",0
"2012-08-23",0
"2012-08-24",0
"2012-08-25",0
"2012-08-26",0
"2012-08-27",0
"2012-08-28",0
"2012-08-29",0
"2012-08-30",0
"2012-08-31",0
"2012-09-01",0
"2012-09-02",0
"2012-09-03",0
"2012-09-04",0
"2012-09-05",0
"2012-09-06",0
"2012-09-07",0
"2012-09-08",0
"2012-09-09",0
"2012-09-10",0
"2012-09-11",0
"2012-09-12",0
"2012-09-13",0
"2012-09-14",0
"2012-09-15",0
"2012-09-16",0
"2012-09-17",0
"2012-09-18",0
"2012-09-19",0
"2012-09-20",0
"2012-09-21",0
"2012-09-22",0
"2012-09-23",0
"2012-09-24",0
"2012-09-25",0
"2012-09-26",0
"2012-09-27",0
"2012-09-28",0
"2012-09-29",0
"2012-09-30",0
"2012-10-01",0
"2012-10-02",0
"2012-10-03",0
"2012-10-04",0
"2012-10-05",0
"2012-10-06",0
"2012-10-07",0
"2012-10-08",0
"2012-10-09",0
"2012-10-10",0
"2012-10-11",0
"2012-10-12",0
"2012-10-13",0
"2012-10-14",0
"2012-10-15",0
"2012-10-16",0
"2012-10-17",0
"2012-10-18",0
"2012-10-19",0
"2012-10-20",0
"2012-10-21",0
"2012-10-22",0
"2012-10-23",0
"2012-10-24",0
"2012-10-25",0
"2012-10-26",0
"2012-10-27",0
"2012-10-28",0
"2012-10-29",0
"2012-10-30",0
"2012-10-31",0
"2012-11-01",0
"2012-11-02",0
"2012-11-03",0
"2012-11-04",0
"2012-11-05",0
"2012-11-06",0
"2012-11-07",0
"2012-11-08",0
"2012-11-09",0
"2012-11-10",0.266
"2012-11-11",1.1761
"2012-11-12",0.7355
"2012-11-13",0.3981
"2012-11-14",0.2245
"2012-11-15",0.0665
"2012-11-16",0.0416
"2012-11-17",0.0166
"2012-11-18",0
"2012-11-19",0
"2012-11-20",0
"2012-11-21",0
"2012-11-22",0
"2012-11-23",0
"2012-11-24",0
"2012-11-25",0
"2012-11-26",0
"2012-11-27",0
"2012-11-28",0
"2012-11-29",0
"2012-11-30",0
"2012-12-01",0
"2012-12-02",0
"2012-12-03",0
"2012-12-04",0
"2012-12-05",0
"2012-12-06",0
"2012-12-07",0
"2012-12-08",0
"2012-12-09",0
"2012-12-10",0
"2012-12-11",0
"2012-12-12",0
"2012-12-13",0
"2012-12-14",0
"2012-12-15",4.4967
"2012-12-16",12.0415
"2012-12-17",11.0367
"2012-12-18",10.0091
"2012-12-19",10.4
"2012-12-21",12.7801
"2012-12-22",11.8137
"2012-12-23",10.6518
"2012-12-24",9.7186
"2012-12-25",11.0461
"2012-12-26",10.6594
"2012-12-27",10.2616
"2012-12-28",10.2509
"2012-12-29",10.2716
"2012-12-30",9.8429
"2012-12-31",9.5337
"2013-01-01",9.6912
"2013-01-02",9.4214
"2013-01-03",8.8789
"2013-01-04",8.2569
"2013-01-05",7.7336
"2013-01-06",7.2348
"2013-01-07",6.6635
"2013-01-08",5.9085
"2013-01-09",4.844
"2013-01-10",4.0858
"2013-01-11",2.6987
"2013-01-12",5.7553
"2013-01-13",5.2946
"2013-01-14",5.0761
"2013-01-15",4.6418
"2013-01-16",3.8191
"2013-01-17",3.0511
"2013-01-18",2.5329
"2013-01-19",2.3495
"2013-01-20",1.9266
"2013-01-21",1.5802
"2013-01-22",1.1012
"2013-01-23",0.8559
"2013-01-24",0.4991
"2013-01-25",0.379
"2013-01-26",0.3424
"2013-01-27",0.8813
"2013-01-28",1.0309
"2013-01-29",9.4711
"2013-01-30",10.5846
"2013-01-31",9.0987
"2013-02-01",8.1912
"2013-02-02",7.2914
"2013-02-03",6.6707
"2013-02-04",6.4142
"2013-02-05",6.0782
"2013-02-06",3.8243
"2013-02-07",3.683
"2013-02-08",3.525
"2013-02-09",3.2923
"2013-02-10",8.7685
"2013-02-11",17.3332
"2013-02-12",17.2469
"2013-02-13",16.7019
"2013-02-14",16.0078
"2013-02-15",14.0518
"2013-02-16",12.2955
"2013-02-17",10.6554
"2013-02-18",7.954
"2013-02-19",7.2237
"2013-02-20",6.307
"2013-02-21",9.1501
"2013-02-22",8.3897
"2013-02-23",7.6494
"2013-02-24",6.713
"2013-02-25",7.0104
"2013-02-26",6.1106
"2013-02-27",4.3405
"2013-02-28",4.036
"2013-03-01",3.7219
"2013-03-02",3.4253
"2013-03-03",2.9763
"2013-03-04",2.5773
"2013-03-05",2.7269
"2013-03-06",2.5523
"2013-03-07",2.1782
"2013-03-08",1.8041
"2013-03-09",6.8725
"2013-03-10",24.035
"2013-03-11",21.1671
"2013-03-12",17.0509
"2013-03-13",12.8573
"2013-03-14",9.2889
"2013-03-15",5.2876
"2013-03-16",2.253
"2013-03-17",1.5131
"2013-03-18",1.2803
"2013-03-19",1.1556
"2013-03-20",1.2138
"2013-03-21",1.0475
"2013-03-22",0.9561
"2013-03-23",0.8729
"2013-03-24",0.8397
"2013-03-25",0.8231
"2013-03-26",0.7898
"2013-03-27",0.7067
"2013-03-28",0.6485
"2013-03-29",0.582
"2013-03-30",0.5071
"2013-03-31",0.3991
"2013-04-01",0.3575
"2013-04-02",0.3409
"2013-04-03",0.3409
"2013-04-04",0.3242
"2013-04-05",0.2827
"2013-04-06",0.1912
"2013-04-07",0.1496
"2013-04-08",0.1247
"2013-04-09",1.7704
"2013-04-10",2.937
"2013-04-11",2.1628
"2013-04-12",1.4632
"2013-04-13",1.1224
"2013-04-14",0.1912
"2013-04-15",0.0831
"2013-04-16",0
"2013-04-17",0
"2013-04-18",4.364
"2013-04-19",2.9396
"2013-04-20",0.9062
"2013-04-21",0.2744
"2013-04-22",0.0083
"2013-04-23",0
"2013-04-24",0
"2013-04-25",0
"2013-04-26",0
"2013-04-27",0
"2013-04-28",0
"2013-04-29",0
"2013-04-30",0
"2013-05-01",0
"2013-05-02",0
"2013-05-03",0
"2013-05-04",0
"2013-05-05",0
"2013-05-06",0
"2013-05-07",0
"2013-05-08",0.0166
"2013-05-09",0.0915
"2013-05-10",0.1164
"2013-05-11",0.0333
"2013-05-12",0
"2013-05-13",0
"2013-05-14",0
"2013-05-15",0
"2013-05-16",0
"2013-05-17",0
"2013-05-18",0
"2013-05-19",0
"2013-05-20",0
"2013-05-21",0
"2013-05-22",0
"2013-05-23",0
"2013-05-24",0
"2013-05-25",0
"2013-05-26",0
"2013-05-27",0
"2013-05-28",0
"2013-05-29",0
"2013-05-30",0
"2013-05-31",0
"2013-06-01",0
"2013-06-02",0
"2013-06-03",0
"2013-06-04",0
"2013-06-05",0
"2013-06-06",0
"2013-06-07",0
"2013-06-08",0
"2013-06-09",0
"2013-06-10",0
"2013-06-11",0
"2013-06-12",0
"2013-06-13",0
"2013-06-14",0
"2013-06-15",0
"2013-06-16",0
"2013-06-17",0
"2013-06-18",0
"2013-06-19",0
"2013-06-20",0
"2013-06-21",0
"2013-06-22",0
"2013-06-23",0
"2013-06-24",0
"2013-06-25",0
"2013-06-26",0
"2013-06-27",0
"2013-06-28",0
"2013-06-29",0
"2013-06-30",0
"2013-07-01",0
"2013-07-02",0
"2013-07-03",0
"2013-07-04",0
"2013-07-05",0
"2013-07-06",0
"2013-07-07",0
"2013-07-08",0
"2013-07-09",0
"2013-07-10",0
"2013-07-11",0
"2013-07-12",0
"2013-07-13",0
"2013-07-14",0
"2013-07-15",0
"2013-07-16",0
"2013-07-17",0
"2013-07-18",0
"2013-07-19",0
"2013-07-20",0
"2013-07-21",0
"2013-07-22",0
"2013-07-23",0
"2013-07-24",0
"2013-07-25",0
"2013-07-26",0
"2013-07-27",0
"2013-07-28",0
"2013-07-29",0
"2013-07-30",0
"2013-07-31",0
"2013-08-01",0
"2013-08-02",0
"2013-08-03",0
"2013-08-04",0
"2013-08-05",0
"2013-08-06",0
"2013-08-07",0
"2013-08-08",0
"2013-08-09",0
"2013-08-10",0
"2013-08-11",0
"2013-08-12",0
"2013-08-13",0
"2013-08-14",0
"2013-08-15",0
"2013-08-16",0
"2013-08-17",0
"2013-08-18",0
"2013-08-19",0
"2013-08-20",0
"2013-08-21",0
"2013-08-22",0
"2013-08-23",0
"2013-08-24",0
"2013-08-25",0
"2013-08-26",0
"2013-08-27",0
"2013-08-28",0
"2013-08-29",0
"2013-08-30",0
"2013-08-31",0
"2013-09-01",0
"2013-09-02",0
"2013-09-03",0
"2013-09-04",0
"2013-09-05",0
"2013-09-06",0
"2013-09-07",0
"2013-09-08",0
"2013-09-09",0
"2013-09-10",0
"2013-09-11",0
"2013-09-12",0
"2013-09-13",0
"2013-09-14",0
"2013-09-15",0
"2013-09-16",0
"2013-09-17",0
"2013-09-18",0
"2013-09-19",0
"2013-09-20",0
"2013-09-21",0
"2013-09-22",0
"2013-09-23",0
"2013-09-24",0
"2013-09-25",0
"2013-09-26",0
"2013-09-27",0
"2013-09-28",0
"2013-09-29",0
"2013-09-30",0
"2013-10-01",0
"2013-10-02",0
"2013-10-03",0
"2013-10-04",0
"2013-10-05",0
"2013-10-06",0
"2013-10-07",0
"2013-10-08",0
"2013-10-09",0
"2013-10-10",0
"2013-10-11",0.3076
"2013-10-12",0.291
"2013-10-13",0.2162
"2013-10-14",0.0998
"2013-10-15",0.0665
"2013-10-16",0.0665
"2013-10-17",0.0249
"2013-10-18",0
"2013-10-19",0
"2013-10-20",0
"2013-10-21",0
"2013-10-22",0
"2013-10-23",0
"2013-10-24",0
"2013-10-25",0
"2013-10-26",0
"2013-10-27",0
"2013-10-28",0
"2013-10-29",0
"2013-10-30",0.0416
"2013-10-31",0.0333
"2013-11-01",0
