"DateTime","(mm) SWE (SNODAS) at Black Mesa, 2006-10-02 to 2009-10-01"
"2007-12-25",11.3605
"2007-12-26",9.9783
"2007-12-27",9.4271
"2007-12-28",8.8012
"2007-12-29",8.4774
"2007-12-30",7.9316
"2007-12-31",7.0288
"2008-01-01",5.9984
"2008-01-02",5.4384
"2008-01-03",4.9318
"2008-01-04",4.5636
"2008-01-05",4.118
"2008-01-06",0
"2008-01-07",7.4294
"2008-01-08",32.0054
"2008-01-09",31.5422
"2008-01-10",31.0678
"2008-01-11",29.9985
"2008-01-12",28.3797
"2008-01-13",27.3697
"2008-01-14",26.303
"2008-01-15",25.4623
"2008-01-16",23.9379
"2008-01-17",22.4753
"2008-01-18",21.5351
"2008-01-19",20.3648
"2008-01-20",19.4305
"2008-01-21",17.2924
"2008-01-22",14.6568
"2008-01-23",14.0416
"2008-01-24",13.406
"2008-01-25",19.4367
"2008-01-26",18.7363
"2008-01-27",17.7919
"2008-01-28",13.2317
"2008-01-29",21.2913
"2008-01-30",20.3786
"2008-01-31",19.6224
"2008-02-01",18.9728
"2008-02-02",17.9206
"2008-02-03",20.4361
"2008-02-04",36.4618
"2008-02-05",37.4041
"2008-02-06",36.4965
"2008-02-07",36.114
"2008-02-08",34.9399
"2008-02-09",33.1919
"2008-02-10",31.9427
"2008-02-11",31.4087
"2008-02-12",30.3012
"2008-02-13",28.2239
"2008-02-14",21.3753
"2008-02-15",30.4264
"2008-02-16",31.7593
"2008-02-17",30.5091
"2008-02-18",28.4295
"2008-02-19",27.0239
"2008-02-20",26.0984
"2008-02-21",30.9467
"2008-02-22",36.2513
"2008-02-23",53.3468
"2008-02-24",58.3889
"2008-02-25",51.1946
"2008-02-26",47.1903
"2008-02-27",42.7445
"2008-02-28",39.8047
"2008-02-29",31.1344
"2008-03-01",22.8988
"2008-03-02",8.8637
"2008-03-03",7.6528
"2008-03-04",7.3094
"2008-03-05",6.4426
"2008-03-06",6.0936
"2008-03-07",5.7819
"2008-03-08",5.3927
"2008-03-09",4.6863
"2008-03-10",3.6085
"2008-03-11",2.6001
"2008-03-12",1.7943
"2008-03-14",0.0631
"2008-03-15",0.0045
"2008-03-16",0.0006
"2008-03-17",0
"2008-03-18",0.5183
"2008-03-19",0
"2008-03-20",0
"2008-03-21",0
"2008-03-22",0
"2008-03-23",0
"2008-03-24",0
"2008-03-25",0
"2008-03-26",0
"2008-03-27",0
"2008-03-28",0
"2008-03-29",0
"2008-03-30",0
"2008-03-31",0
"2008-04-01",0
"2008-04-02",0
"2008-04-03",0
"2008-04-04",0
"2008-04-05",0
"2008-04-06",0
"2008-04-07",0
"2008-04-08",0
"2008-04-09",0
"2008-04-10",0.0673
"2008-04-11",0.0302
"2008-04-12",0
"2008-04-13",0
"2008-04-14",0
"2008-04-15",0
"2008-04-16",0
"2008-04-17",0
"2008-04-18",0
"2008-04-19",0
"2008-04-20",0
"2008-04-21",0
"2008-04-22",0
"2008-04-23",0
"2008-04-24",0
"2008-04-25",0
"2008-04-26",0
"2008-04-27",0
"2008-04-28",0
"2008-04-29",0
"2008-04-30",0
"2008-05-01",0
"2008-05-02",0
"2008-05-03",0
"2008-05-04",0
"2008-05-05",0
"2008-05-06",0
"2008-05-07",0
"2008-05-08",0
"2008-05-09",0
"2008-05-10",0
"2008-05-11",0
"2008-05-12",0
"2008-05-13",0
"2008-05-14",0.2007
"2008-05-15",0
"2008-05-16",0
"2008-05-17",0
"2008-05-18",0
"2008-05-19",0
"2008-05-20",0
"2008-05-21",0
"2008-05-22",0
"2008-05-23",0
"2008-05-24",0.1792
"2008-05-25",0.0006
"2008-05-26",0
"2008-05-27",0
"2008-05-28",0
"2008-05-29",0
"2008-05-30",0
"2008-05-31",0
"2008-06-01",0
"2008-06-02",0
"2008-06-03",0
"2008-06-04",0
"2008-06-05",0
"2008-06-06",0
"2008-06-07",0
"2008-06-08",0
"2008-06-09",0
"2008-06-10",0
"2008-06-11",0
"2008-06-12",0
"2008-06-14",0
"2008-06-15",0
"2008-06-16",0
"2008-06-17",0
"2008-06-19",0
"2008-06-20",0
"2008-06-21",0
"2008-06-22",0
"2008-06-23",0
"2008-06-24",0
"2008-06-25",0
"2008-06-26",0
"2008-06-27",0
"2008-06-28",0
"2008-06-29",0
"2008-06-30",0
"2008-07-01",0
"2008-07-02",0
"2008-07-03",0
"2008-07-04",0
"2008-07-05",0
"2008-07-06",0
"2008-07-07",0
"2008-07-08",0
"2008-07-09",0
"2008-07-10",0
"2008-07-11",0
"2008-07-12",0
"2008-07-13",0
"2008-07-14",0
"2008-07-15",0
"2008-07-16",0
"2008-07-17",0
"2008-07-18",0
"2008-07-19",0
"2008-07-20",0
"2008-07-21",0
"2008-07-22",0
"2008-07-23",0
"2008-07-24",0
"2008-07-25",0
"2008-07-26",0
"2008-07-27",0
"2008-07-28",0
"2008-07-29",0
"2008-07-30",0
"2008-07-31",0
"2008-08-01",0
"2008-08-02",0
"2008-08-03",0
"2008-08-04",0
"2008-08-05",0
"2008-08-06",0
"2008-08-07",0
"2008-08-08",0
"2008-08-09",0
"2008-08-10",0
"2008-08-11",0
"2008-08-12",0
"2008-08-13",0
"2008-08-14",0
"2008-08-15",0
"2008-08-16",0
"2008-08-17",0
"2008-08-18",0
"2008-08-19",0
"2008-08-20",0
"2008-08-21",0
"2008-08-22",0
"2008-08-23",0
"2008-08-24",0
"2008-08-25",0
"2008-08-26",0
"2008-08-27",0
"2008-08-28",0
"2008-08-29",0
"2008-08-30",0
"2008-08-31",0
"2008-09-01",0
"2008-09-02",0
"2008-09-03",0
"2008-09-04",0
"2008-09-05",0
"2008-09-06",0
"2008-09-07",0
"2008-09-08",0
"2008-09-09",0
"2008-09-10",0
"2008-09-11",0
"2008-09-12",0
"2008-09-13",0
"2008-09-14",0
"2008-09-15",0
"2008-09-16",0
"2008-09-17",0
"2008-09-18",0
"2008-09-19",0
"2008-09-20",0
"2008-09-21",0
"2008-09-22",0
"2008-09-23",0
"2008-09-24",0
"2008-09-25",0
"2008-09-26",0
"2008-09-27",0
"2008-09-28",0
"2008-09-29",0
"2008-09-30",0
"2008-10-01",0
"2008-10-02",0
"2008-10-03",0
"2008-10-04",0
"2008-10-05",0
"2008-10-06",0
"2008-10-07",0
"2008-10-08",0
"2008-10-09",0
"2008-10-10",0
"2008-10-11",0
"2008-10-12",0
"2008-10-13",0
"2008-10-14",0
"2008-10-15",0
"2008-10-16",0
"2008-10-17",0
"2008-10-18",0
"2008-10-19",0
"2008-10-20",0
"2008-10-21",0
"2008-10-22",0
"2008-10-23",0
"2008-10-24",0
"2008-10-25",0
"2008-10-26",0
"2008-10-27",0
"2008-10-28",0
"2008-10-29",0
"2008-10-30",0
"2008-10-31",0
"2008-11-01",0
"2008-11-02",0
"2008-11-03",0
"2008-11-04",0
"2008-11-05",0
"2008-11-06",0
"2008-11-07",0
"2008-11-08",0
"2008-11-09",0
"2008-11-10",0
"2008-11-11",0.1356
"2008-11-12",0.0017
"2008-11-13",0
"2008-11-14",0
"2008-11-15",0
"2008-11-16",0
"2008-11-17",0
"2008-11-18",0
"2008-11-19",0
"2008-11-20",0
"2008-11-21",0
"2008-11-22",0
"2008-11-23",0
"2008-11-24",0
"2008-11-25",0
"2008-11-26",0
"2008-11-27",0
"2008-11-28",0.0023
"2008-11-29",0.0023
"2008-11-30",0
"2008-12-01",0
"2008-12-02",0
"2008-12-03",0
"2008-12-04",0
"2008-12-05",0
"2008-12-06",0
"2008-12-07",0
"2008-12-08",0
"2008-12-09",1.355
"2008-12-10",0.0972
"2008-12-11",0
"2008-12-12",0
"2008-12-13",0
"2008-12-14",0.0503
"2008-12-15",6.484
"2008-12-16",12.6012
"2008-12-17",30.2717
"2008-12-18",34.0326
"2008-12-19",38.9733
"2008-12-20",37.9074
"2008-12-21",36.3782
"2008-12-22",35.3006
"2008-12-23",39.0865
"2008-12-24",48.0791
"2008-12-25",47.7208
"2008-12-26",55.4861
"2008-12-27",59.9791
"2008-12-28",58.9712
"2008-12-29",58.2907
"2008-12-30",57.4942
"2008-12-31",56.9141
"2009-01-01",55.0802
"2009-01-02",52.3781
"2009-01-03",45.0521
"2009-01-04",43.4978
"2009-01-05",44.1727
"2009-01-06",44.3745
"2009-01-07",43.3438
"2009-01-08",41.174
"2009-01-09",38.2485
"2009-01-10",31.8034
"2009-01-11",29.3459
"2009-01-12",26.5516
"2009-01-13",23.6223
"2009-01-14",21.8485
"2009-01-15",19.7072
"2009-01-16",18.8277
"2009-01-17",18.3883
"2009-01-18",17.8297
"2009-01-19",17.298
"2009-01-20",16.6822
"2009-01-21",15.1967
"2009-01-22",14.5189
"2009-01-23",12.3074
"2009-01-24",10.6602
"2009-01-25",8.7944
"2009-01-26",7.0365
"2009-01-27",7.6367
"2009-01-28",7.0435
"2009-01-29",6.8167
"2009-01-30",6.6743
"2009-01-31",6.5285
"2009-02-01",6.4359
"2009-02-02",6.2674
"2009-02-03",6.1791
"2009-02-04",6.0022
"2009-02-05",5.8237
"2009-02-06",4.7112
"2009-02-07",3.5788
"2009-02-08",2.6184
"2009-02-09",5.6696
"2009-02-10",18.2572
"2009-02-11",25.9203
"2009-02-12",25.0452
"2009-02-13",24.0209
"2009-02-14",23.0006
"2009-02-15",23.3211
"2009-02-16",21.8885
"2009-02-17",18.384
"2009-02-18",16.6637
"2009-02-19",15.5451
"2009-02-20",14.1696
"2009-02-21",12.6662
"2009-02-22",11.1829
"2009-02-23",4.9726
"2009-02-24",1.2381
"2009-02-25",0.56
"2009-02-26",0.0033
"2009-02-27",0
"2009-02-28",0
"2009-03-01",0
"2009-03-02",0
"2009-03-03",0
"2009-03-04",0
"2009-03-05",0
"2009-03-06",0
"2009-03-07",0
"2009-03-08",2.9104
"2009-03-09",1.5367
"2009-03-10",0.0057
"2009-03-11",0.1223
"2009-03-12",0
"2009-03-13",0
"2009-03-14",0
"2009-03-15",0
"2009-03-16",0
"2009-03-17",0
"2009-03-18",0
"2009-03-19",0
"2009-03-20",0
"2009-03-21",0
"2009-03-22",0
"2009-03-23",0
"2009-03-24",0
"2009-03-25",0
"2009-03-26",0
"2009-03-27",5.451
"2009-03-28",3.349
"2009-03-29",0.6585
"2009-03-30",0
"2009-03-31",3.4036
"2009-04-01",0.2104
"2009-04-02",0
"2009-04-03",0
"2009-04-04",2.1359
"2009-04-05",3.6503
"2009-04-06",2.2068
"2009-04-07",0
"2009-04-08",0
"2009-04-09",0
"2009-04-10",0
"2009-04-11",0
"2009-04-12",0
"2009-04-13",0
"2009-04-14",0
"2009-04-15",0
"2009-04-16",0.9324
"2009-04-17",1.955
"2009-04-18",0.001
"2009-04-19",0
"2009-04-20",0
"2009-04-21",0
"2009-04-22",0
"2009-04-23",0
"2009-04-24",0
"2009-04-25",0
"2009-04-26",0
"2009-04-27",0
"2009-04-28",0
"2009-04-29",0
"2009-04-30",0
"2009-05-01",0
"2009-05-02",0
"2009-05-03",0
"2009-05-04",0
"2009-05-05",0
"2009-05-06",0
"2009-05-07",0
"2009-05-08",0
"2009-05-09",0
"2009-05-10",0
"2009-05-11",0
"2009-05-12",0
"2009-05-13",0
"2009-05-14",0
"2009-05-15",0
"2009-05-16",0
"2009-05-17",0
"2009-05-18",0
"2009-05-19",0
"2009-05-20",0
"2009-05-21",0
"2009-05-22",0
"2009-05-23",0
"2009-05-24",0
"2009-05-25",0
"2009-05-26",0
"2009-05-27",0
"2009-05-28",0
"2009-05-29",0
"2009-05-30",0
"2009-05-31",0
"2009-06-01",0
"2009-06-02",0
"2009-06-03",0
"2009-06-04",0
"2009-06-05",0
"2009-06-06",0
"2009-06-07",0
"2009-06-08",0
"2009-06-09",0
"2009-06-10",0
"2009-06-11",0
"2009-06-12",0
"2009-06-13",0
"2009-06-14",0
"2009-06-15",0
"2009-06-16",0
"2009-06-17",0
"2009-06-18",0
"2009-06-19",0
"2009-06-20",0
"2009-06-21",0
"2009-06-22",0
"2009-06-23",0
"2009-06-24",0
"2009-06-25",0
"2009-06-26",0
"2009-06-27",0
"2009-06-28",0
"2009-06-29",0
"2009-06-30",0
"2009-07-01",0
"2009-07-02",0
"2009-07-03",0
"2009-07-04",0
"2009-07-05",0
"2009-07-06",0
"2009-07-07",0
"2009-07-08",0
"2009-07-09",0
"2009-07-10",0
"2009-07-11",0
"2009-07-12",0
"2009-07-13",0
"2009-07-14",0
"2009-07-15",0
"2009-07-16",0
"2009-07-17",0
"2009-07-18",0
"2009-07-19",0
"2009-07-20",0
"2009-07-21",0
"2009-07-22",0
"2009-07-23",0
"2009-07-24",0
"2009-07-25",0
"2009-07-26",0
"2009-07-27",0
"2009-07-28",0
"2009-07-29",0
"2009-07-30",0
"2009-07-31",0
"2009-08-01",0
"2009-08-02",0
"2009-08-03",0
"2009-08-04",0
"2009-08-05",0
"2009-08-06",0
"2009-08-07",0
"2009-08-08",0
"2009-08-09",0
"2009-08-10",0
"2009-08-11",0
"2009-08-12",0
"2009-08-13",0
"2009-08-14",0
"2009-08-15",0
"2009-08-16",0
"2009-08-17",0
"2009-08-18",0
"2009-08-19",0
"2009-08-21",0
"2009-08-22",0
"2009-08-23",0
"2009-08-24",0
"2009-08-25",0
"2009-08-26",0
"2009-08-27",0
"2009-08-28",0
"2009-08-29",0
"2009-08-30",0
"2009-08-31",0
"2009-09-01",0
"2009-09-02",0
"2009-09-03",0
"2009-09-04",0
"2009-09-05",0
"2009-09-06",0
"2009-09-07",0
"2009-09-08",0
"2009-09-09",0
"2009-09-10",0
"2009-09-11",0
"2009-09-12",0
"2009-09-13",0
"2009-09-14",0
"2009-09-15",0
"2009-09-16",0
"2009-09-17",0
"2009-09-18",0
"2009-09-19",0
"2009-09-20",0
"2009-09-21",0
"2009-09-22",0
"2009-09-23",0
"2009-09-24",0
"2009-09-25",0
"2009-09-26",0
"2009-09-27",0
"2009-09-28",0
"2009-09-29",0
"2009-09-30",0
"2009-10-01",0
